seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,32,1.0,raw,32,0.5805241543900629,0.481971870610626
1,beta,1,32,1.0,raw,32,0.6384122919334186,0.4866039459128498
10,beta,1,32,1.0,raw,32,0.6177696822505567,0.6693223322389193
11,beta,1,32,1.0,raw,32,0.5601042778698532,0.638699195580777
12,beta,1,32,1.0,raw,32,0.591645319049837,0.5884827328322692
13,beta,1,32,1.0,raw,32,0.6149100344452502,0.5089249090909045
14,beta,1,32,1.0,raw,32,0.5394570135746607,0.5820139939995199
15,beta,1,32,1.0,raw,32,0.5985144412878788,0.6162785464285001
16,beta,1,32,1.0,raw,32,0.6126365937544702,0.586718179065005
17,beta,1,32,1.0,raw,32,0.5478258871116014,0.6581100941461653
18,beta,1,32,1.0,raw,32,0.589050193957917,0.627453921894569
19,beta,1,32,1.0,raw,32,0.5927520065956984,0.5896654933346679
2,beta,1,32,1.0,raw,32,0.5258235853980535,0.5872166467713918
20,beta,1,32,1.0,raw,32,0.5968293197709649,0.6988362806003152
21,beta,1,32,1.0,raw,32,0.6342964948863072,0.642232274260423
22,beta,1,32,1.0,raw,32,0.6533201583338692,0.634830436332217
23,beta,1,32,1.0,raw,32,0.5798623813256685,0.6273587777320014
24,beta,1,32,1.0,raw,32,0.6027397260273973,0.4555697589190757
25,beta,1,32,1.0,raw,32,0.563832312882669,0.6585928784564893
26,beta,1,32,1.0,raw,32,0.5513325194294733,0.6065822084380376
27,beta,1,32,1.0,raw,32,0.5740150917150127,0.6482503230178328
28,beta,1,32,1.0,raw,32,0.5596638068112321,0.6110170688180433
29,beta,1,32,1.0,raw,32,0.6041549262703109,0.5210408528486951
3,beta,1,32,1.0,raw,32,0.6017065092165899,0.4745373769395364
30,beta,1,32,1.0,raw,32,0.5344358137552405,0.6648554611519383
31,beta,1,32,1.0,raw,32,0.5491722284822744,0.4897509771466791
32,beta,1,32,1.0,raw,32,0.5835712819911465,0.5554435574040396
33,beta,1,32,1.0,raw,32,0.5887726205276972,0.5899805327210312
34,beta,1,32,1.0,raw,32,0.6010000172615177,0.6169459679159337
35,beta,1,32,1.0,raw,32,0.6185908273861432,0.4814069009124604
36,beta,1,32,1.0,raw,32,0.5809171911463121,0.6364882818523317
37,beta,1,32,1.0,raw,32,0.5772309482257126,0.5895932151811014
38,beta,1,32,1.0,raw,32,0.550869931373076,0.6229848322575694
39,beta,1,32,1.0,raw,32,0.6341952662721894,0.6390579410007959
4,beta,1,32,1.0,raw,32,0.57131156730362,0.6405321379556441
40,beta,1,32,1.0,raw,32,0.6218761188686001,0.6227656480131799
41,beta,1,32,1.0,raw,32,0.6261712614418026,0.6108811423217505
42,beta,1,32,1.0,raw,32,0.621670731707317,0.5075477203239027
43,beta,1,32,1.0,raw,32,0.6087692864030857,0.4917251746743148
44,beta,1,32,1.0,raw,32,0.6259356725146199,0.4740867405869168
45,beta,1,32,1.0,raw,32,0.6069735253408723,0.5464522226185624
46,beta,1,32,1.0,raw,32,0.5921664363029313,0.4612787890560181
47,beta,1,32,1.0,raw,32,0.5825286381537947,0.5960940969723633
48,beta,1,32,1.0,raw,32,0.5935493591080824,0.650790026034271
49,beta,1,32,1.0,raw,32,0.5721706971771979,0.6690329835341757
5,beta,1,32,1.0,raw,32,0.5971731236322535,0.5927758004708618
6,beta,1,32,1.0,raw,32,0.5621066041286662,0.4752473977452632
7,beta,1,32,1.0,raw,32,0.6070074423447981,0.6272263451498824
8,beta,1,32,1.0,raw,32,0.5831526401067479,0.4900553098914214
9,beta,1,32,1.0,raw,32,0.6201835023950408,0.4519465183048826
