seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,32,1.0,raw,32,0.5662936610197463,0.4493168930982983,16,2,30,2
15,beta,1,32,1.0,raw,32,0.6085227272727273,0.4458118282758539,22,2,30,2
23,beta,1,32,1.0,raw,32,0.5698545422872572,0.4525671188356916,27,2,30,2
35,beta,1,32,1.0,raw,32,0.62663510651551,0.4349999350788901,19,2,30,2
47,beta,1,32,1.0,raw,32,0.5868460446260496,0.4425492636688161,30,2,30,2
10,beta,1,32,1.0,raw,32,0.6181281984560674,0.4516232862115351,24,2,30,2
30,beta,1,32,1.0,raw,32,0.5619787392407962,0.4639818069995855,29,2,30,2
31,beta,1,32,1.0,raw,32,0.5599375920949987,0.4609358674359909,21,2,30,2
26,beta,1,32,1.0,raw,32,0.5783700086353214,0.4563334264644855,15,2,30,2
43,beta,1,32,1.0,raw,32,0.6004098360655739,0.449186506358107,25,2,30,2
3,beta,1,32,1.0,raw,32,0.5632980510752688,0.4453802224580282,30,2,30,2
38,beta,1,32,1.0,raw,32,0.583475186200553,0.4451184602914232,13,2,30,2
11,beta,1,32,1.0,raw,32,0.6021811061239657,0.4504319435878933,26,2,30,2
46,beta,1,32,1.0,raw,32,0.5885584016945198,0.4495307502306247,25,2,30,2
27,beta,1,32,1.0,raw,32,0.579529584508636,0.4587732519394925,4,2,30,2
7,beta,1,32,1.0,raw,32,0.5900278705093259,0.4452238496579501,20,2,30,2
39,beta,1,32,1.0,raw,32,0.6177958579881657,0.4429513339162847,22,2,30,2
19,beta,1,32,1.0,raw,32,0.6012633672009505,0.4409432303626066,21,2,30,2
14,beta,1,32,1.0,raw,32,0.5740935143288084,0.4492171411900115,10,2,30,2
18,beta,1,32,1.0,raw,32,0.5943987304572704,0.4542446280273581,17,2,30,2
6,beta,1,32,1.0,raw,32,0.5750832392368048,0.4533471023552374,19,2,30,2
42,beta,1,32,1.0,raw,32,0.6032682926829268,0.4421119787203892,26,2,30,2
2,beta,1,32,1.0,raw,32,0.5582880476497498,0.4475675172059785,19,2,30,2
34,beta,1,32,1.0,raw,32,0.6016214319004355,0.4487718100281783,23,2,30,2
22,beta,1,32,1.0,raw,32,0.6354111242991038,0.4342816369144944,28,2,30,2
20,beta,1,32,1.0,raw,32,0.600679480109207,0.4377080388668086,16,2,30,2
12,beta,1,32,1.0,raw,32,0.5952841173730787,0.4386619396901943,30,2,30,2
36,beta,1,32,1.0,raw,32,0.5934516653702001,0.4538129812463169,8,2,30,2
40,beta,1,32,1.0,raw,32,0.614751163623344,0.4373320018557355,14,2,30,2
28,beta,1,32,1.0,raw,32,0.5928171614624287,0.4455223927334185,24,2,30,2
44,beta,1,32,1.0,raw,32,0.5980643274853802,0.4407632076677611,27,2,30,2
16,beta,1,32,1.0,raw,32,0.6110382058250978,0.4383104855175497,7,2,30,2
32,beta,1,32,1.0,raw,32,0.617185072264079,0.447773008448683,4,2,30,2
4,beta,1,32,1.0,raw,32,0.5899374673011286,0.4545342629582957,19,2,30,2
8,beta,1,32,1.0,raw,32,0.5825271635531835,0.4540731277587261,27,2,30,2
48,beta,1,32,1.0,raw,32,0.6108406925804882,0.4515163708260975,11,2,30,2
24,beta,1,32,1.0,raw,32,0.6016943042537852,0.448145637835036,23,2,30,2
25,beta,1,32,1.0,raw,32,0.5796982381606898,0.4389100852138745,15,2,30,2
21,beta,1,32,1.0,raw,32,0.6285490663349045,0.4425753412386422,14,2,30,2
29,beta,1,32,1.0,raw,32,0.585657931811778,0.439419944358252,7,2,30,2
9,beta,1,32,1.0,raw,32,0.5990977505400583,0.4546732595514344,26,2,30,2
49,beta,1,32,1.0,raw,32,0.5925572794776227,0.4610372047564652,30,2,30,2
45,beta,1,32,1.0,raw,32,0.5705156521483052,0.4499922685488817,8,2,30,2
33,beta,1,32,1.0,raw,32,0.5948220288253443,0.4422214373717912,29,2,30,2
17,beta,1,32,1.0,raw,32,0.5893259330759331,0.4510416115312197,30,2,30,2
1,beta,1,32,1.0,raw,32,0.6117738141321502,0.4482471407614564,19,2,30,2
37,beta,1,32,1.0,raw,32,0.5710296684118674,0.4603394491797411,8,2,30,2
13,beta,1,32,1.0,raw,32,0.6086611675126904,0.4502773417050991,27,2,30,2
5,beta,1,32,1.0,raw,32,0.6249008008080225,0.4321492163416562,20,2,30,2
41,beta,1,32,1.0,raw,32,0.610753037606745,0.44668264584047473,12,2,30,2
