seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,32,1.0,raw,2,0.4523750544703741,0.5703146322731341,0.3872316215567166,0.8081014867268517
0,beta,1,32,1.0,raw,3,0.4531446321114986,0.5765063567525024,0.3905994788415912,0.8112091821324294
0,beta,1,32,1.0,raw,4,0.4493046554027085,0.5764365372042983,0.392054498012813,0.7867033593985973
0,beta,1,32,1.0,raw,5,0.4492078033440365,0.5809367244476321,0.3965561900377089,0.8067825620028861
20,beta,1,32,1.0,raw,2,0.4387447666877704,0.6023475425015489,0.407195915697305,0.7988582469150469
12,beta,1,32,1.0,raw,2,0.4506074090875934,0.5984280391243596,0.3851911641172094,0.8421303574650139
4,beta,1,32,1.0,raw,2,0.4566830017423782,0.59690699818132,0.3701101820793568,0.8228115443425077
8,beta,1,32,1.0,raw,2,0.4626392696089819,0.5910991707967976,0.3756909957961716,0.8550160232947799
40,beta,1,32,1.0,raw,2,0.4356136185351004,0.6418486692922782,0.3960014371123391,0.7997929948686052
32,beta,1,32,1.0,raw,2,0.4534790366016002,0.6050892673917505,0.3870448269424315,0.8271604938271604
28,beta,1,32,1.0,raw,2,0.4452116668045615,0.5955809117754985,0.3599262777646687,0.8266283158779909
36,beta,1,32,1.0,raw,2,0.4563609693737536,0.5922082360983429,0.4088678013498208,0.7773443682405696
48,beta,1,32,1.0,raw,2,0.4506540340429679,0.6144276012331086,0.347927555562939,0.8605215360664246
24,beta,1,32,1.0,raw,2,0.4468024074840913,0.6111691900985341,0.3780204801889793,0.8208101948043771
16,beta,1,32,1.0,raw,2,0.4359156497141773,0.6090728728068812,0.4031041376496783,0.7986177266014105
44,beta,1,32,1.0,raw,2,0.4388865909268113,0.6091637426900585,0.3975708455704714,0.7840598611996992
23,beta,1,32,1.0,raw,2,0.4526811431845033,0.5843974102139767,0.3798760852365159,0.8480605801642691
18,beta,1,32,1.0,raw,2,0.451656395149036,0.5944398730457271,0.3622271102560512,0.8598642714570859
15,beta,1,32,1.0,raw,2,0.4474406836799143,0.5936079545454546,0.3873598776010798,0.8242205722282694
10,beta,1,32,1.0,raw,2,0.4571619417526078,0.6412467111920664,0.3839391555626242,0.8182530457896389
26,beta,1,32,1.0,raw,2,0.4514054523591692,0.5891492719530715,0.3776049339900497,0.8342716078142087
2,beta,1,32,1.0,raw,2,0.4476510265638105,0.5498572349636179,0.3897184916074751,0.7956194597704154
29,beta,1,32,1.0,raw,2,0.4449585461596211,0.6176152906922138,0.4317219515173349,0.7645103971569899
38,beta,1,32,1.0,raw,2,0.4546079212040263,0.5983025437952063,0.3556912323295568,0.8617530762660932
