seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,1,32,0.5,raw,2,0.4584284235830034,0.5935850883563302,0.4110933225970944,0.7884406263592866
32,beta,1,32,0.5,raw,2,0.4611292617964904,0.5816954829811339,0.4009039031214363,0.8248417244498041
12,beta,1,32,0.5,raw,2,0.475572464456393,0.5814633006077606,0.3986469167244912,0.8323809767847077
20,beta,1,32,0.5,raw,2,0.4471292079464116,0.5727179487179488,0.3956118034885794,0.8114098014045157
8,beta,1,32,0.5,raw,2,0.4586520838638269,0.6667279411764706,0.3665251540975531,0.8664834878633191
4,beta,1,32,0.5,raw,2,0.459624197573528,0.536627435064935,0.3866516787231716,0.8076836917562725
16,beta,1,32,0.5,raw,2,0.4233164181327313,0.6456748097717262,0.3603899555377874,0.8450143191877114
24,beta,1,32,0.5,raw,2,0.4480022877172829,0.602159209157128,0.3913839977281561,0.8010969245579369
40,beta,1,32,0.5,raw,2,0.4344282110815712,0.6240076518412243,0.3646770039071921,0.8148028442146089
28,beta,1,32,0.5,raw,2,0.4470887979841256,0.580300925925926,0.3622529643275126,0.839960944434582
44,beta,1,32,0.5,raw,2,0.4557836736144504,0.6340620068690244,0.3833681472573826,0.8367079500488206
36,beta,1,32,0.5,raw,2,0.4465138476532252,0.6185028248587571,0.4264744182094543,0.7492668237758575
48,beta,1,32,0.5,raw,2,0.4532236123480778,0.5890497168030208,0.3763582744245757,0.8532967750359055
5,beta,1,32,0.5,raw,2,0.4678628951444987,0.5750892371699406,0.4253392156076609,0.7546937277113488
11,beta,1,32,0.5,raw,2,0.4482004815273515,0.6747471849673672,0.3659685680710454,0.8351864632057868
17,beta,1,32,0.5,raw,2,0.4554859347888432,0.5966086568496207,0.3739620985126708,0.8410230179028133
18,beta,1,32,0.5,raw,2,0.4561352219631897,0.5914001371061154,0.3524498232171758,0.8580495591365157
15,beta,1,32,0.5,raw,2,0.4608761374798636,0.5978510201617772,0.3702744725978825,0.8282112720075008
6,beta,1,32,0.5,raw,2,0.4528519366712035,0.5828935950655504,0.3945796861281948,0.8183921122487676
35,beta,1,32,0.5,raw,2,0.4555211019119016,0.6058830799653936,0.3988972984053693,0.8225431309904154
23,beta,1,32,0.5,raw,2,0.442752742409896,0.5768442622950819,0.3706867998264809,0.8412626262626263
3,beta,1,32,0.5,raw,2,0.4407876668122889,0.6269879518072288,0.426389137782971,0.7578926955397544
27,beta,1,32,0.5,raw,2,0.4393532024799071,0.6338143338143338,0.3772446488430033,0.8114035087719298
26,beta,1,32,0.5,raw,2,0.4391466216278686,0.6238725490196079,0.3724027935346869,0.8411395278450363
2,beta,1,32,0.5,raw,2,0.4531038542450337,0.6181534826433401,0.3995223702945888,0.8224142445666405
14,beta,1,32,0.5,raw,2,0.4537336930846825,0.5863822805578343,0.3803499972524852,0.8503039226790502
7,beta,1,32,0.5,raw,2,0.4494925286644877,0.5667740780522734,0.3916881589200723,0.8290534134007584
30,beta,1,32,0.5,raw,2,0.4407684985307226,0.588559648294876,0.3644745414631573,0.8604151753758054
22,beta,1,32,0.5,raw,2,0.4749887621955642,0.623903737128312,0.3336147359817757,0.8755250852025046
10,beta,1,32,0.5,raw,2,0.4480996996229663,0.5979900674662668,0.3860047617690231,0.8303998149956319
34,beta,1,32,0.5,raw,2,0.452628472015414,0.5871365962231248,0.3497811966105931,0.8611463513650666
39,beta,1,32,0.5,raw,2,0.4600648539891943,0.6256673072816571,0.3982587675241834,0.8065717387462445
46,beta,1,32,0.5,raw,2,0.4457980403418958,0.5969834380077111,0.3666242581284226,0.8667850098619329
43,beta,1,32,0.5,raw,2,0.44189512136852,0.6037091642740746,0.3463338604569821,0.8807807807807808
38,beta,1,32,0.5,raw,2,0.4669481136212028,0.562125,0.3956008048289957,0.829035931174089
19,beta,1,32,0.5,raw,2,0.4550244541199101,0.6114490828147215,0.394905120916821,0.7999999999999999
1,beta,1,32,0.5,raw,2,0.4455567911226201,0.5646892655367232,0.413715919260771,0.7403938428467237
31,beta,1,32,0.5,raw,2,0.4504862443144812,0.6107007575757576,0.3726243427300247,0.8610990692337117
42,beta,1,32,0.5,raw,2,0.4706054681167238,0.568350708366747,0.3622532111355321,0.8537609023542528
13,beta,1,32,0.5,raw,2,0.4317570352439472,0.6522325528007346,0.3519893386280181,0.8728788521073386
47,beta,1,32,0.5,raw,2,0.4492737777841076,0.6176441102756892,0.3927357485314431,0.8312389642861745
33,beta,1,32,0.5,raw,2,0.4392240138978477,0.5712220343551667,0.369166418718437,0.8464897090837127
21,beta,1,32,0.5,raw,2,0.4585411853981294,0.5970856782570114,0.3766874454296345,0.8379888982682322
37,beta,1,32,0.5,raw,2,0.4375964467143237,0.5994857543568033,0.38214857566041,0.8218012011400652
9,beta,1,32,0.5,raw,2,0.4513241234394458,0.5602376446350286,0.3699121032842137,0.8610415876627481
25,beta,1,32,0.5,raw,2,0.4366977352211142,0.5645647969052224,0.361230043038197,0.815765908133165
29,beta,1,32,0.5,raw,2,0.4567842712803501,0.6093890853616255,0.392581787851431,0.7687949249226205
49,beta,1,32,0.5,raw,2,0.4619649653382621,0.5531648854601647,0.3712550565587171,0.8546293196443849
45,beta,1,32,0.5,raw,2,0.4570911563834394,0.5821161515453639,0.4476118788107678,0.7584132497671727
41,beta,1,32,0.5,raw,2,0.4431680106688643,0.6237932108377453,0.4367549205670981,0.7852230122818358
0,beta,1,32,0.5,raw,3,0.4462715829977962,0.6432824981844589,0.3849701507255512,0.798988690735102
32,beta,1,32,0.5,raw,3,0.461847135118819,0.5899216787350376,0.3864769613226957,0.8442116370214049
12,beta,1,32,0.5,raw,3,0.4693461283300885,0.5731182795698925,0.3760605160998622,0.8441551785988828
20,beta,1,32,0.5,raw,3,0.4458945469262537,0.5681794871794871,0.3522207667184981,0.8505122202924815
16,beta,1,32,0.5,raw,3,0.4259594360714666,0.6492290748898679,0.342388121264005,0.8543738609737048
4,beta,1,32,0.5,raw,3,0.4677539574503099,0.5704393262987013,0.3952488746253055,0.8013117283950617
8,beta,1,32,0.5,raw,3,0.4404222272084609,0.6708245798319327,0.3664340750859376,0.8695176580893842
24,beta,1,32,0.5,raw,3,0.4465798697220148,0.5951873048907388,0.3812433312567633,0.8014262552566245
40,beta,1,32,0.5,raw,3,0.435812197899724,0.6255141080822573,0.4010699394300578,0.7871105365223012
44,beta,1,32,0.5,raw,3,0.4526887141612633,0.6054488072031932,0.3630433277657054,0.8494526954108639
28,beta,1,32,0.5,raw,3,0.4531549904205156,0.5534722222222221,0.3579988877036754,0.8450838173011084
36,beta,1,32,0.5,raw,3,0.4489277104188379,0.6143361581920903,0.4294060912668112,0.7506546216286987
48,beta,1,32,0.5,raw,3,0.4514594544574434,0.6187446099340372,0.3738064647047675,0.8528006267136703
11,beta,1,32,0.5,raw,3,0.4402730963669011,0.6586817758014775,0.3978613259077733,0.8263170002300437
23,beta,1,32,0.5,raw,3,0.4429451103563219,0.5834921845215402,0.3821646014923169,0.8361363636363638
35,beta,1,32,0.5,raw,3,0.4560412582609399,0.6133728834507477,0.4074587994500115,0.8186453674121406
18,beta,1,32,0.5,raw,3,0.4563235974719906,0.5949459849183273,0.3457599528528915,0.8682350258437215
5,beta,1,32,0.5,raw,3,0.4637737300487538,0.5951941942651822,0.4322514936632038,0.7511930983847284
6,beta,1,32,0.5,raw,3,0.4486577719162882,0.5984427402143577,0.3896283978732303,0.8251422070534699
15,beta,1,32,0.5,raw,3,0.4686666891450501,0.5881926838102136,0.3927604859055321,0.8245911032399208
2,beta,1,32,0.5,raw,3,0.452370739330962,0.5863811175627781,0.396963196814187,0.8095443833464258
7,beta,1,32,0.5,raw,3,0.4500869984770945,0.564625850340136,0.4022364612230802,0.8221001896333754
26,beta,1,32,0.5,raw,3,0.4417521716368339,0.6060539215686274,0.3804127740121141,0.8364482445520582
3,beta,1,32,0.5,raw,3,0.4373421724924065,0.6492530120481927,0.4107098431080391,0.7902521008403363
14,beta,1,32,0.5,raw,3,0.4527563700298935,0.5687995624829094,0.395427026857467,0.8412177042826041
22,beta,1,32,0.5,raw,3,0.4712824758171357,0.6209880828416059,0.3284683247918138,0.8822620274233177
27,beta,1,32,0.5,raw,3,0.4414528509876436,0.6256613756613756,0.392626612311705,0.8201232247284878
10,beta,1,32,0.5,raw,3,0.4433309739212601,0.603401424287856,0.3617702768755206,0.8438640217894033
30,beta,1,32,0.5,raw,3,0.4386023190282665,0.5938749658478428,0.3592157010832194,0.8544457510992944
38,beta,1,32,0.5,raw,3,0.4645158107795306,0.5606,0.3911616072879474,0.8357034412955465
34,beta,1,32,0.5,raw,3,0.4524586315898203,0.5795185975539799,0.3850631725204482,0.8604612808281742
43,beta,1,32,0.5,raw,3,0.4563113844089432,0.6090633972220066,0.3562400331274146,0.8802193497845672
17,beta,1,32,0.5,raw,3,0.4535345495778568,0.5913034855471268,0.3658158268936109,0.8443989769820972
39,beta,1,32,0.5,raw,3,0.4638915045538209,0.595368590884286,0.3950095534980112,0.8192834961751116
46,beta,1,32,0.5,raw,3,0.4502203679921868,0.5962559712893134,0.3652429426687695,0.8678238001314925
42,beta,1,32,0.5,raw,3,0.4556067838284759,0.5636460839347768,0.3611963805166233,0.8560430192143748
19,beta,1,32,0.5,raw,3,0.4548781778403298,0.6099340372468126,0.3878369396971264,0.8249261968938518
31,beta,1,32,0.5,raw,3,0.450673443151959,0.6211174242424241,0.3728517950985454,0.8632156062731096
47,beta,1,32,0.5,raw,3,0.4474733861276376,0.6432080200501253,0.3823248618401859,0.8443078271404453
1,beta,1,32,0.5,raw,3,0.4470790490546296,0.5761299435028249,0.4094263394027969,0.7512571494376414
33,beta,1,32,0.5,raw,3,0.4376711680856779,0.5738930137959765,0.3687235984402648,0.8497798337621215
13,beta,1,32,0.5,raw,3,0.4442362076062509,0.6176251147842057,0.349964430398049,0.8746515601115008
25,beta,1,32,0.5,raw,3,0.4338414799032464,0.5950741457124435,0.361841630764244,0.8135666877370418
37,beta,1,32,0.5,raw,3,0.4376362350065542,0.5690465677999117,0.4190222751732533,0.8065960912052117
9,beta,1,32,0.5,raw,3,0.4455473598402001,0.5770787916536905,0.3762651401147712,0.8498293515358363
21,beta,1,32,0.5,raw,3,0.4628195728222619,0.5885388692992084,0.3885035509772013,0.8343053743636968
29,beta,1,32,0.5,raw,3,0.4570299784324759,0.6185886323186095,0.3900170172438822,0.7803187271378507
49,beta,1,32,0.5,raw,3,0.464442344264492,0.5561610871257697,0.4077831096947336,0.8316160150776823
45,beta,1,32,0.5,raw,3,0.4540882559846854,0.5931081754735793,0.4435750126013791,0.7523597372196632
41,beta,1,32,0.5,raw,3,0.4348068108119977,0.6319143329420502,0.4061477972731452,0.798552036199095
0,beta,1,32,0.5,raw,4,0.447835600710345,0.6211571048172355,0.3944673769773679,0.796745867768595
32,beta,1,32,0.5,raw,4,0.4607403543718004,0.5865967193734298,0.3884290962507061,0.8268013264998493
12,beta,1,32,0.5,raw,4,0.4667725177619006,0.5758999532491819,0.3867207922062751,0.8362630041510788
20,beta,1,32,0.5,raw,4,0.4472959583107974,0.5833589743589743,0.3649532235559414,0.8444964635404868
16,beta,1,32,0.5,raw,4,0.4261899439043337,0.6173658390068082,0.3562723236451363,0.8540484248893517
8,beta,1,32,0.5,raw,4,0.4360350366402149,0.651628151260504,0.3728156046965921,0.8628502969059277
4,beta,1,32,0.5,raw,4,0.4565998878288382,0.5822849025974026,0.3856173929116436,0.816631819992035
40,beta,1,32,0.5,raw,4,0.4348411658947368,0.6192252510760401,0.3660272162850337,0.8129541047188107
44,beta,1,32,0.5,raw,4,0.4626091209764215,0.570082613942263,0.3843567704320647,0.8409604810113572
24,beta,1,32,0.5,raw,4,0.4454995147454116,0.6035119667013528,0.3823098171439959,0.8054415564675482
28,beta,1,32,0.5,raw,4,0.4557434915380245,0.5699537037037038,0.3533572058028092,0.8473916461667216
48,beta,1,32,0.5,raw,4,0.4509348225927143,0.6280213504883109,0.3800853199292499,0.8498106802454628
11,beta,1,32,0.5,raw,4,0.444085455079014,0.6649214659685864,0.3731913661242236,0.8361833192751067
23,beta,1,32,0.5,raw,4,0.4429631584393167,0.5827535264963782,0.3787901002284136,0.8424621212121213
14,beta,1,32,0.5,raw,4,0.4477282135059733,0.5760459392945037,0.3850262141901928,0.841784019833629
36,beta,1,32,0.5,raw,4,0.4456028744473451,0.6126412429378532,0.4088493415725984,0.7747577899973815
35,beta,1,32,0.5,raw,4,0.4530002652508546,0.6041527623285132,0.3980638397464975,0.8206773162939297
7,beta,1,32,0.5,raw,4,0.4485378246198932,0.5624298842343955,0.3827537374743789,0.8294221449641803
6,beta,1,32,0.5,raw,4,0.4465247936093032,0.6022889842632332,0.3759228358337916,0.8331058020477815
18,beta,1,32,0.5,raw,4,0.4589762260849916,0.5991773633075669,0.3503717070781014,0.8677536231884058
30,beta,1,32,0.5,raw,4,0.4424723519831243,0.5709992300240928,0.3635669733145754,0.8632273238572451
26,beta,1,32,0.5,raw,4,0.4496654445708408,0.603063725490196,0.4016646051288004,0.796446226795803
27,beta,1,32,0.5,raw,4,0.439506544469121,0.6266233766233766,0.3693238262932268,0.825749269005848
10,beta,1,32,0.5,raw,4,0.442791226050307,0.600356071964018,0.3675274796819177,0.8360784212960585
15,beta,1,32,0.5,raw,4,0.4629400524678297,0.595219123505976,0.3718529614561826,0.8372486717366393
34,beta,1,32,0.5,raw,4,0.4515107438677433,0.5797251095660954,0.3874810344915539,0.8582284583375621
