seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
15,bernoulli,1,none,1.0,raw,1,0.6056620866676733,0.3580518496702777
39,bernoulli,1,none,1.0,raw,1,0.5293795645726798,0.350024025381963
43,bernoulli,1,none,1.0,raw,1,0.5740932849219966,0.380196410040083
30,bernoulli,1,none,1.0,raw,1,0.5463607556466841,0.3109737078034085
27,bernoulli,1,none,1.0,raw,1,0.5234022333095747,0.3565189233307923
34,bernoulli,1,none,1.0,raw,1,0.5082644628099173,0.337642402100175
46,bernoulli,1,none,1.0,raw,1,0.5314621212121212,0.3058750898823296
18,bernoulli,1,none,1.0,raw,1,0.6068489124044679,0.282169666297059
42,bernoulli,1,none,1.0,raw,1,0.6045451736497344,0.2766312055861332
6,bernoulli,1,none,1.0,raw,1,0.5217377006051039,0.3581773871407166
35,bernoulli,1,none,1.0,raw,1,0.6016700318770478,0.3677605762957662
26,bernoulli,1,none,1.0,raw,1,0.5787860043568297,0.3709181922444703
11,bernoulli,1,none,1.0,raw,1,0.6204956117707795,0.3521081927888845
10,bernoulli,1,none,1.0,raw,1,0.5689096850861556,0.3645059389891645
2,bernoulli,1,none,1.0,raw,1,0.6271529888551165,0.2803976335390961
47,bernoulli,1,none,1.0,raw,1,0.5721836676490161,0.3130348397081773
22,bernoulli,1,none,1.0,raw,1,0.5342874059720372,0.3828673031562918
3,bernoulli,1,none,1.0,raw,1,0.5880603532653706,0.3527091295030909
7,bernoulli,1,none,1.0,raw,1,0.5352445409270847,0.2982028952785823
14,bernoulli,1,none,1.0,raw,1,0.6330172334424198,0.3467903390445953
31,bernoulli,1,none,1.0,raw,1,0.5616421037422338,0.3247776155550153
23,bernoulli,1,none,1.0,raw,1,0.5599171183572801,0.3763672817291474
38,bernoulli,1,none,1.0,raw,1,0.5625258378995949,0.3327141302989569
19,bernoulli,1,none,1.0,raw,1,0.6185519723378731,0.2937956774483868
32,bernoulli,1,none,1.0,raw,1,0.5182472566193497,0.3333202138444841
24,bernoulli,1,none,1.0,raw,1,0.5854674796747967,0.3642583852154931
0,bernoulli,1,none,1.0,raw,1,0.5875761328130624,0.3722917593621621
16,bernoulli,1,none,1.0,raw,1,0.5772991689750693,0.3744701377335501
48,bernoulli,1,none,1.0,raw,1,0.5590982227071812,0.3298763583936979
40,bernoulli,1,none,1.0,raw,1,0.5550682261208577,0.3475618127007661
36,bernoulli,1,none,1.0,raw,1,0.5574240214493009,0.3667840973697309
12,bernoulli,1,none,1.0,raw,1,0.5739109697933227,0.3091006160409688
17,bernoulli,1,none,1.0,raw,1,0.589168615243898,0.3465721608355545
28,bernoulli,1,none,1.0,raw,1,0.5539187913125591,0.3723730022483115
4,bernoulli,1,none,1.0,raw,1,0.5731350484817357,0.3643535457530687
44,bernoulli,1,none,1.0,raw,1,0.572072072072072,0.2705153591604408
20,bernoulli,1,none,1.0,raw,1,0.5856748504102153,0.2908639832776331
9,bernoulli,1,none,1.0,raw,1,0.6074408783783783,0.3079536777448602
33,bernoulli,1,none,1.0,raw,1,0.5108056708160443,0.3336629492035449
37,bernoulli,1,none,1.0,raw,1,0.5785097122068472,0.3717280939185715
8,bernoulli,1,none,1.0,raw,1,0.5934065934065934,0.3108928121150588
1,bernoulli,1,none,1.0,raw,1,0.5831127468327553,0.3828908878956756
25,bernoulli,1,none,1.0,raw,1,0.5765790963273733,0.3816142304428688
41,bernoulli,1,none,1.0,raw,1,0.5643247092333254,0.3193483262764936
29,bernoulli,1,none,1.0,raw,1,0.5890926396882761,0.373250456378553
45,bernoulli,1,none,1.0,raw,1,0.6193380578037667,0.3786626603044428
13,bernoulli,1,none,1.0,raw,1,0.5953901100416448,0.3589637725530156
21,bernoulli,1,none,1.0,raw,1,0.6264951303314474,0.3374976038847743
5,bernoulli,1,none,1.0,raw,1,0.6409984849153465,0.3637264559031334
49,bernoulli,1,none,1.0,raw,1,0.5491893939393939,0.3443757668675297
