seed,model_type,n_samples,pre_revision,j_percentage,mirt_dim,rmse_mirt,auc_mirt,baseline_embedding_type
33,bernoulli,32,none,1.0,30,0.3077345003746147,0.5802821753046373,pca
29,bernoulli,32,none,1.0,30,0.3031306472724193,0.5635415586531767,pca
13,bernoulli,32,none,1.0,30,0.2801083866301332,0.5621466015348572,pca
9,bernoulli,32,none,1.0,30,0.2831869581146208,0.5636739864864865,pca
21,bernoulli,32,none,1.0,30,0.292056086256125,0.6278686265898542,pca
17,bernoulli,32,none,1.0,30,0.2890506561533487,0.5632749603337839,pca
37,bernoulli,32,none,1.0,30,0.2836820958722268,0.5659426723546779,pca
1,bernoulli,32,none,1.0,30,0.2933255629476621,0.5946634581357492,pca
25,bernoulli,32,none,1.0,30,0.3011596454556803,0.5297200244265081,pca
41,bernoulli,32,none,1.0,30,0.2958339709064616,0.5815559779850115,pca
49,bernoulli,32,none,1.0,30,0.2899939376715346,0.5299734848484848,pca
4,bernoulli,32,none,1.0,2,0.262413866807286,0.5718198938537922,pca
24,bernoulli,32,none,1.0,2,0.2831366888584931,0.5764227642276423,pca
20,bernoulli,32,none,1.0,2,0.2653386732610227,0.5792517426438838,pca
42,bernoulli,32,none,1.0,2,0.2540174827481938,0.5947039920899765,pca
2,bernoulli,32,none,1.0,2,0.2559155992073479,0.54879844224924,pca
32,bernoulli,32,none,1.0,2,0.2605435761524554,0.569050135910601,pca
36,bernoulli,32,none,1.0,2,0.2625936715705751,0.5309217601390668,pca
12,bernoulli,32,none,1.0,2,0.2642016140317454,0.6067726550079492,pca
40,bernoulli,32,none,1.0,2,0.2751537954988891,0.593334199021772,pca
48,bernoulli,32,none,1.0,2,0.2556805750306088,0.6266991548149655,pca
16,bernoulli,32,none,1.0,2,0.2751580873089026,0.5693231023721652,pca
44,bernoulli,32,none,1.0,2,0.2554753603065444,0.5569507613209412,pca
26,bernoulli,32,none,1.0,2,0.2680686297437384,0.590571334767198,pca
28,bernoulli,32,none,1.0,2,0.2868291953966109,0.6178973874724585,pca
8,bernoulli,32,none,1.0,2,0.2635439951169331,0.5697128555985014,pca
0,bernoulli,32,none,1.0,2,0.2811946682013132,0.5675496018843658,pca
14,bernoulli,32,none,1.0,2,0.2740012352256011,0.5779020229835031,pca
4,bernoulli,32,none,1.0,3,0.2641094391766373,0.570329644674791,pca
15,bernoulli,32,none,1.0,2,0.2740243472616438,0.5875283104333384,pca
35,bernoulli,32,none,1.0,2,0.2623150565682002,0.6266021729644174,pca
17,bernoulli,32,none,1.0,2,0.2649533953486743,0.5961024269847799,pca
37,bernoulli,32,none,1.0,2,0.2653858987984249,0.5778528479756311,pca
46,bernoulli,32,none,1.0,2,0.2678340189466462,0.6009015151515151,pca
47,bernoulli,32,none,1.0,2,0.2582791180531321,0.5729917292518301,pca
3,bernoulli,32,none,1.0,2,0.2618930008830943,0.6104443674803115,pca
34,bernoulli,32,none,1.0,2,0.2633521790993892,0.5541724415242202,pca
18,bernoulli,32,none,1.0,2,0.2534587731705356,0.6198478019465673,pca
10,bernoulli,32,none,1.0,2,0.2725627667863778,0.5866755793226381,pca
7,bernoulli,32,none,1.0,2,0.2689411226720519,0.5703294598391009,pca
11,bernoulli,32,none,1.0,2,0.2633288518734559,0.5818680592279217,pca
5,bernoulli,32,none,1.0,2,0.2617495646769156,0.5949796272597562,pca
43,bernoulli,32,none,1.0,2,0.2763045681486056,0.562679790548154,pca
41,bernoulli,32,none,1.0,2,0.2622386835127656,0.6044584223435399,pca
13,bernoulli,32,none,1.0,2,0.2565649800755721,0.6008301387241789,pca
45,bernoulli,32,none,1.0,2,0.2768433179661435,0.5961495848486034,pca
6,bernoulli,32,none,1.0,2,0.2711926821169376,0.5564951197288811,pca
30,bernoulli,32,none,1.0,2,0.2567015321591478,0.6433532429431644,pca
39,bernoulli,32,none,1.0,2,0.284597712070225,0.607409171879531,pca
21,bernoulli,32,none,1.0,2,0.2619137677924242,0.6029174955006157,pca
19,bernoulli,32,none,1.0,2,0.259093655966384,0.6570019758662057,pca
22,bernoulli,32,none,1.0,2,0.2836212754355973,0.5665226810921372,pca
27,bernoulli,32,none,1.0,2,0.2667039248520259,0.5405010097410311,pca
38,bernoulli,32,none,1.0,2,0.2769840621348243,0.5740035026796251,pca
31,bernoulli,32,none,1.0,2,0.262032178832781,0.5982923349226991,pca
9,bernoulli,32,none,1.0,2,0.2566261740321801,0.5973310810810811,pca
29,bernoulli,32,none,1.0,2,0.2821661940691986,0.6085072659131646,pca
49,bernoulli,32,none,1.0,2,0.2638705458804991,0.5059702956107202,pca
25,bernoulli,32,none,1.0,2,0.2823831460443939,0.5556354676522492,pca
23,bernoulli,32,none,1.0,2,0.2719977348448947,0.5687215004731997,pca
33,bernoulli,32,none,1.0,2,0.2887435648560253,0.5809200668510834,pca
1,bernoulli,32,none,1.0,2,0.2771283105446862,0.55867364993984,pca
2,bernoulli,32,none,1.0,3,0.258666084867635,0.5405901722391084,pca
42,bernoulli,32,none,1.0,3,0.2563878491091168,0.5754464837473736,pca
20,bernoulli,32,none,1.0,3,0.2679658294607555,0.5652951699463328,pca
24,bernoulli,32,none,1.0,3,0.2841392566982548,0.5030756814921089,pca
