seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,8,1.0,raw,8,0.6467079098541759,0.5135400116940875
1,beta,1,8,1.0,raw,8,0.613834422657952,0.4531501730141872
10,beta,1,8,1.0,raw,8,0.655612482533768,0.5059488283695122
11,beta,1,8,1.0,raw,8,0.589622641509434,0.4809074724873324
12,beta,1,8,1.0,raw,8,0.6343456858920777,0.5218259571353774
13,beta,1,8,1.0,raw,8,0.5810650887573965,0.5667667162684381
14,beta,1,8,1.0,raw,8,0.6032117765138842,0.4823521088721423
15,beta,1,8,1.0,raw,8,0.6004010025062657,0.5760816859116854
16,beta,1,8,1.0,raw,8,0.5647471776871266,0.4951678368659344
17,beta,1,8,1.0,raw,8,0.581428035982009,0.5145695895574569
18,beta,1,8,1.0,raw,8,0.5719484882418813,0.5096569895543943
19,beta,1,8,1.0,raw,8,0.6226958525345623,0.4606922272959891
2,beta,1,8,1.0,raw,8,0.5324056423942051,0.4507838310286811
20,beta,1,8,1.0,raw,8,0.6484870780833256,0.4753473925150951
21,beta,1,8,1.0,raw,8,0.6067708333333334,0.5492608750143118
22,beta,1,8,1.0,raw,8,0.5556788753237144,0.4707292731529003
23,beta,1,8,1.0,raw,8,0.5757054041128646,0.4520355479157735
24,beta,1,8,1.0,raw,8,0.5848674521354934,0.4515648323711628
25,beta,1,8,1.0,raw,8,0.5145534290271132,0.4714747076299732
26,beta,1,8,1.0,raw,8,0.6077704949178304,0.5278965066353768
27,beta,1,8,1.0,raw,8,0.6246761368712589,0.5247111979364736
28,beta,1,8,1.0,raw,8,0.6467386021191796,0.491730811156317
29,beta,1,8,1.0,raw,8,0.5514977810650887,0.4420874074603768
3,beta,1,8,1.0,raw,8,0.5046169457128361,0.4485022096101049
30,beta,1,8,1.0,raw,8,0.5444478002617537,0.5103661226691283
31,beta,1,8,1.0,raw,8,0.5479284369114877,0.6003896252854015
32,beta,1,8,1.0,raw,8,0.5606111296977807,0.4689606828883505
33,beta,1,8,1.0,raw,8,0.5992492217542574,0.5004333763710173
34,beta,1,8,1.0,raw,8,0.4923005565862708,0.46247410443986
35,beta,1,8,1.0,raw,8,0.5806690760819201,0.4356338858826971
36,beta,1,8,1.0,raw,8,0.5631725417439704,0.5009474420542527
37,beta,1,8,1.0,raw,8,0.5593596742851856,0.4723143641561398
38,beta,1,8,1.0,raw,8,0.5197417966648736,0.5060497205660549
39,beta,1,8,1.0,raw,8,0.6129764065335753,0.4470433178272462
4,beta,1,8,1.0,raw,8,0.5736946463978849,0.5592225810130512
40,beta,1,8,1.0,raw,8,0.6025889967637541,0.4448620374998563
41,beta,1,8,1.0,raw,8,0.5476407914764079,0.5345183977613106
42,beta,1,8,1.0,raw,8,0.5699767711962833,0.468074566272367
43,beta,1,8,1.0,raw,8,0.5669960291809032,0.5055755349142499
44,beta,1,8,1.0,raw,8,0.5493246390312063,0.4637619220352797
45,beta,1,8,1.0,raw,8,0.57708719851577,0.4468541147113251
46,beta,1,8,1.0,raw,8,0.5768995098039216,0.5321670918967227
47,beta,1,8,1.0,raw,8,0.5006217120994739,0.5001489596206475
48,beta,1,8,1.0,raw,8,0.5735349010824934,0.5563110446651611
49,beta,1,8,1.0,raw,8,0.5905563347358579,0.454453493970328
5,beta,1,8,1.0,raw,8,0.6553564620663364,0.5321430945784495
6,beta,1,8,1.0,raw,8,0.5903837263060564,0.4760740778996186
7,beta,1,8,1.0,raw,8,0.6203508771929824,0.4599687288114412
8,beta,1,8,1.0,raw,8,0.5427777777777778,0.4771597043868671
9,beta,1,8,1.0,raw,8,0.561038961038961,0.4629986793816437
