seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.1,pca,32,0.5,0.4628955663747247
1,beta,1,32,0.1,pca,32,0.5,0.4173138380739071
10,beta,1,32,0.1,pca,32,0.5,0.4814449720400831
11,beta,1,32,0.1,pca,32,0.5,0.4536284248115547
12,beta,1,32,0.1,pca,32,0.5,0.4642943172522387
13,beta,1,32,0.1,pca,32,0.5,0.4552115379878299
14,beta,1,32,0.1,pca,32,0.5,0.4574351685870202
15,beta,1,32,0.1,pca,32,0.5,0.4390821968357603
16,beta,1,32,0.1,pca,32,0.5,0.4803606082200723
17,beta,1,32,0.1,pca,32,0.5,0.4590349697066465
18,beta,1,32,0.1,pca,32,0.5,0.4545795673065177
19,beta,1,32,0.1,pca,32,0.5,0.4397738833184849
2,beta,1,32,0.1,pca,32,0.5,0.4212916013794126
20,beta,1,32,0.1,pca,32,0.5,0.4626955836670879
21,beta,1,32,0.1,pca,32,0.5,0.4149647904304893
22,beta,1,32,0.1,pca,32,0.5,0.4137569775814141
23,beta,1,32,0.1,pca,32,0.5,0.4350945386155443
24,beta,1,32,0.1,pca,32,0.5,0.468057502392884
25,beta,1,32,0.1,pca,32,0.5,0.4490313595226026
26,beta,1,32,0.1,pca,32,0.5,0.4868515751875396
27,beta,1,32,0.1,pca,32,0.5,0.4334678123342424
28,beta,1,32,0.1,pca,32,0.5,0.4313085322809074
29,beta,1,32,0.1,pca,32,0.5,0.4509161682793542
3,beta,1,32,0.1,pca,32,0.5,0.4323970156918195
30,beta,1,32,0.1,pca,32,0.5,0.4528019838974595
31,beta,1,32,0.1,pca,32,0.5,0.4266571345170984
32,beta,1,32,0.1,pca,32,0.5,0.4499817380908359
33,beta,1,32,0.1,pca,32,0.5,0.4450940550031945
34,beta,1,32,0.1,pca,32,0.5,0.4669984996565298
35,beta,1,32,0.1,pca,32,0.5,0.4152341137487786
36,beta,1,32,0.1,pca,32,0.5,0.4330064387250211
37,beta,1,32,0.1,pca,32,0.5,0.4580311393084395
38,beta,1,32,0.1,pca,32,0.5,0.430303340362821
39,beta,1,32,0.1,pca,32,0.5,0.4880820669178715
4,beta,1,32,0.1,pca,32,0.5,0.4657435323908075
40,beta,1,32,0.1,pca,32,0.5,0.458667970724225
41,beta,1,32,0.1,pca,32,0.5,0.4737856903320998
42,beta,1,32,0.1,pca,32,0.5,0.4529768602974834
43,beta,1,32,0.1,pca,32,0.5,0.4341999490242818
44,beta,1,32,0.1,pca,32,0.5,0.4938274190059106
45,beta,1,32,0.1,pca,32,0.5,0.4344255013233749
46,beta,1,32,0.1,pca,32,0.5,0.4508105891578717
47,beta,1,32,0.1,pca,32,0.5,0.470794573879249
48,beta,1,32,0.1,pca,32,0.5,0.481987143404433
49,beta,1,32,0.1,pca,32,0.5,0.4291500197888694
5,beta,1,32,0.1,pca,32,0.5,0.4850740310857445
6,beta,1,32,0.1,pca,32,0.5,0.442543017618636
7,beta,1,32,0.1,pca,32,0.5,0.4753281915144919
8,beta,1,32,0.1,pca,32,0.5,0.460925312204385
9,beta,1,32,0.1,pca,32,0.5,0.4557153717859603
