seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,8,1.0,pca,8,0.5,0.4744061635452472
1,bernoulli,1,8,1.0,pca,8,0.5,0.4676826723474838
10,bernoulli,1,8,1.0,pca,8,0.5,0.4643780435074767
11,bernoulli,1,8,1.0,pca,8,0.5,0.4443578190708045
12,bernoulli,1,8,1.0,pca,8,0.5,0.4511960836413873
13,bernoulli,1,8,1.0,pca,8,0.5,0.4504316789323193
14,bernoulli,1,8,1.0,pca,8,0.5,0.4464437938547201
15,bernoulli,1,8,1.0,pca,8,0.5,0.4527355526504801
16,bernoulli,1,8,1.0,pca,8,0.5,0.453008603898502
17,bernoulli,1,8,1.0,pca,8,0.5,0.4705094061508204
18,bernoulli,1,8,1.0,pca,8,0.5,0.4663929328742502
19,bernoulli,1,8,1.0,pca,8,0.5,0.4479399682423146
2,bernoulli,1,8,1.0,pca,8,0.5,0.4537539720755503
20,bernoulli,1,8,1.0,pca,8,0.5,0.4527547573343088
21,bernoulli,1,8,1.0,pca,8,0.5,0.4560952995564091
22,bernoulli,1,8,1.0,pca,8,0.5,0.445721104198241
23,bernoulli,1,8,1.0,pca,8,0.5,0.4490067520791489
24,bernoulli,1,8,1.0,pca,8,0.5,0.4558874473002121
25,bernoulli,1,8,1.0,pca,8,0.5,0.4479373069561574
26,bernoulli,1,8,1.0,pca,8,0.5,0.4617020521678516
27,bernoulli,1,8,1.0,pca,8,0.5,0.4657216317438914
28,bernoulli,1,8,1.0,pca,8,0.5,0.4571819871946873
29,bernoulli,1,8,1.0,pca,8,0.5,0.4506440646441497
3,bernoulli,1,8,1.0,pca,8,0.5,0.4443380167147438
30,bernoulli,1,8,1.0,pca,8,0.5,0.4534698358070214
31,bernoulli,1,8,1.0,pca,8,0.5,0.4581287118727541
32,bernoulli,1,8,1.0,pca,8,0.5,0.4526899320891799
33,bernoulli,1,8,1.0,pca,8,0.5,0.4654624892188624
34,bernoulli,1,8,1.0,pca,8,0.5,0.461117095227012
35,bernoulli,1,8,1.0,pca,8,0.5,0.4431749203840954
36,bernoulli,1,8,1.0,pca,8,0.5,0.4670510657386231
37,bernoulli,1,8,1.0,pca,8,0.5,0.4597766450324536
38,bernoulli,1,8,1.0,pca,8,0.5,0.4449225943997456
39,bernoulli,1,8,1.0,pca,8,0.5,0.4541859210013012
4,bernoulli,1,8,1.0,pca,8,0.5,0.4425539944459962
40,bernoulli,1,8,1.0,pca,8,0.5,0.4467181390609379
41,bernoulli,1,8,1.0,pca,8,0.5,0.464772884192295
42,bernoulli,1,8,1.0,pca,8,0.5,0.4603666876799371
43,bernoulli,1,8,1.0,pca,8,0.5,0.4471874918427856
44,bernoulli,1,8,1.0,pca,8,0.5,0.4587331530728397
45,bernoulli,1,8,1.0,pca,8,0.5,0.4618259854048226
46,bernoulli,1,8,1.0,pca,8,0.5,0.4490641618192182
47,bernoulli,1,8,1.0,pca,8,0.5,0.4457395413338333
48,bernoulli,1,8,1.0,pca,8,0.5,0.4618219037695737
49,bernoulli,1,8,1.0,pca,8,0.5,0.4603519599922545
5,bernoulli,1,8,1.0,pca,8,0.5,0.4452102275993143
6,bernoulli,1,8,1.0,pca,8,0.5,0.4562180285813584
7,bernoulli,1,8,1.0,pca,8,0.5,0.4513626025770488
8,bernoulli,1,8,1.0,pca,8,0.5,0.4640863322550801
9,bernoulli,1,8,1.0,pca,8,0.5,0.4559717204983005
