seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,none,1.0,raw,1,0.5,0.2815675399913463
1,bernoulli,1,none,1.0,raw,1,0.5,0.2783137538204053
10,bernoulli,1,none,1.0,raw,1,0.5,0.2710321075978319
11,bernoulli,1,none,1.0,raw,1,0.5,0.2602574417990602
12,bernoulli,1,none,1.0,raw,1,0.5,0.2591330922607229
13,bernoulli,1,none,1.0,raw,1,0.5,0.2577592187790558
14,bernoulli,1,none,1.0,raw,1,0.5,0.2687362473317996
15,bernoulli,1,none,1.0,raw,1,0.5,0.2720044184275044
16,bernoulli,1,none,1.0,raw,1,0.5,0.2756180331588804
17,bernoulli,1,none,1.0,raw,1,0.5,0.2639484650233215
18,bernoulli,1,none,1.0,raw,1,0.5,0.2528565496208946
19,bernoulli,1,none,1.0,raw,1,0.5,0.2602892452674094
2,bernoulli,1,none,1.0,raw,1,0.5,0.2491970653726423
20,bernoulli,1,none,1.0,raw,1,0.5,0.2630828777948092
21,bernoulli,1,none,1.0,raw,1,0.5,0.257986920050141
22,bernoulli,1,none,1.0,raw,1,0.5,0.2839857534299032
23,bernoulli,1,none,1.0,raw,1,0.5,0.2750493904756783
24,bernoulli,1,none,1.0,raw,1,0.5,0.2896576373850757
25,bernoulli,1,none,1.0,raw,1,0.5,0.2846084061301675
26,bernoulli,1,none,1.0,raw,1,0.5,0.2701620377758451
27,bernoulli,1,none,1.0,raw,1,0.5,0.2628829031004332
28,bernoulli,1,none,1.0,raw,1,0.5,0.2972757245026161
29,bernoulli,1,none,1.0,raw,1,0.5,0.2810130445686922
3,bernoulli,1,none,1.0,raw,1,0.5,0.2601267663326538
30,bernoulli,1,none,1.0,raw,1,0.5,0.2556086323494881
31,bernoulli,1,none,1.0,raw,1,0.5,0.2542235519246396
32,bernoulli,1,none,1.0,raw,1,0.5,0.2568542560963275
33,bernoulli,1,none,1.0,raw,1,0.5,0.2870891070834946
34,bernoulli,1,none,1.0,raw,1,0.5,0.2565183089667094
35,bernoulli,1,none,1.0,raw,1,0.5,0.2639989731346013
36,bernoulli,1,none,1.0,raw,1,0.5,0.2628591515801405
37,bernoulli,1,none,1.0,raw,1,0.5,0.2670951159303836
38,bernoulli,1,none,1.0,raw,1,0.5,0.276476215113867
39,bernoulli,1,none,1.0,raw,1,0.5,0.2837970556615519
4,bernoulli,1,none,1.0,raw,1,0.5,0.2610208971986264
40,bernoulli,1,none,1.0,raw,1,0.5,0.2687005773832693
41,bernoulli,1,none,1.0,raw,1,0.5,0.2532782491027289
42,bernoulli,1,none,1.0,raw,1,0.5,0.2549024113979517
43,bernoulli,1,none,1.0,raw,1,0.5,0.2789259895584101
44,bernoulli,1,none,1.0,raw,1,0.5,0.2461411415365409
45,bernoulli,1,none,1.0,raw,1,0.5,0.2785589299502778
46,bernoulli,1,none,1.0,raw,1,0.5,0.2628801539292686
47,bernoulli,1,none,1.0,raw,1,0.5,0.2445502011813457
48,bernoulli,1,none,1.0,raw,1,0.5,0.2502041370702748
49,bernoulli,1,none,1.0,raw,1,0.5,0.2582434895369666
5,bernoulli,1,none,1.0,raw,1,0.5,0.2614531664065487
6,bernoulli,1,none,1.0,raw,1,0.5,0.2755626249557492
7,bernoulli,1,none,1.0,raw,1,0.5,0.2603345248692271
8,bernoulli,1,none,1.0,raw,1,0.5,0.2639758724120195
9,bernoulli,1,none,1.0,raw,1,0.5,0.2573309215273481
