seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,32,none,1.0,pca,32,0.7632414793328499,0.2646678340321203
1,bernoulli,32,none,1.0,pca,32,0.6954738481138084,0.2846813296917106
10,bernoulli,32,none,1.0,pca,32,0.7518605169340464,0.2549856278165303
11,bernoulli,32,none,1.0,pca,32,0.6811541512427287,0.277132114738911
12,bernoulli,32,none,1.0,pca,32,0.6425357710651828,0.278360986247232
13,bernoulli,32,none,1.0,pca,32,0.7631863813122259,0.2469489436533266
14,bernoulli,32,none,1.0,pca,32,0.765193300802665,0.2529389957791896
15,bernoulli,32,none,1.0,pca,32,0.7914276007851427,0.2442598585796204
16,bernoulli,32,none,1.0,pca,32,0.7485213063936557,0.2565132986510334
17,bernoulli,32,none,1.0,pca,32,0.7094962962962963,0.2590767898345716
18,bernoulli,32,none,1.0,pca,32,0.7083455810307662,0.2594051872059776
19,bernoulli,32,none,1.0,pca,32,0.7516098017077129,0.2511788973857411
2,bernoulli,32,none,1.0,pca,32,0.7784400329280649,0.2404217105908797
20,bernoulli,32,none,1.0,pca,32,0.7477407316019986,0.271213190222396
21,bernoulli,32,none,1.0,pca,32,0.6392311865457645,0.2638799905670983
22,bernoulli,32,none,1.0,pca,32,0.7932024006566818,0.2574658085751923
23,bernoulli,32,none,1.0,pca,32,0.7199733287447303,0.281713659840329
24,bernoulli,32,none,1.0,pca,32,0.7054250358680058,0.2875422762802738
25,bernoulli,32,none,1.0,pca,32,0.7706156561116105,0.2617133837477126
26,bernoulli,32,none,1.0,pca,32,0.6623927601323185,0.2815402705301111
27,bernoulli,32,none,1.0,pca,32,0.7434663815633167,0.2516317017662867
28,bernoulli,32,none,1.0,pca,32,0.7019200503619767,0.2860405809090593
29,bernoulli,32,none,1.0,pca,32,0.685234759588929,0.2825009289447736
3,bernoulli,32,none,1.0,pca,32,0.6854944359951212,0.271633697171279
30,bernoulli,32,none,1.0,pca,32,0.6865411577829826,0.2692167271401364
31,bernoulli,32,none,1.0,pca,32,0.7489479482733709,0.2455016309131399
32,bernoulli,32,none,1.0,pca,32,0.6689234538071748,0.2777186532808601
33,bernoulli,32,none,1.0,pca,32,0.6804474988473952,0.2933463270229217
34,bernoulli,32,none,1.0,pca,32,0.7254823985061207,0.259645850310873
35,bernoulli,32,none,1.0,pca,32,0.7728002248404298,0.2620578391153982
36,bernoulli,32,none,1.0,pca,32,0.6948115083749503,0.2689195962771327
37,bernoulli,32,none,1.0,pca,32,0.7211683521369742,0.2621307262018953
38,bernoulli,32,none,1.0,pca,32,0.6814327913951339,0.2912761622863347
39,bernoulli,32,none,1.0,pca,32,0.8104450612425258,0.2609544240294386
4,bernoulli,32,none,1.0,pca,32,0.7332959798291078,0.2581826500558318
40,bernoulli,32,none,1.0,pca,32,0.7462884642160958,0.2610947586213588
41,bernoulli,32,none,1.0,pca,32,0.7403684425291359,0.2493865488600096
42,bernoulli,32,none,1.0,pca,32,0.7767156408354963,0.2423902017111037
43,bernoulli,32,none,1.0,pca,32,0.7648093471119446,0.2599978162141936
44,bernoulli,32,none,1.0,pca,32,0.68453597063769,0.2482532933930048
45,bernoulli,32,none,1.0,pca,32,0.6738364261707666,0.2762179426649051
46,bernoulli,32,none,1.0,pca,32,0.7015940650561157,0.262580548711939
47,bernoulli,32,none,1.0,pca,32,0.7228728966631809,0.2542658680002958
48,bernoulli,32,none,1.0,pca,32,0.7379140389487896,0.2583310374547601
49,bernoulli,32,none,1.0,pca,32,0.6675189393939395,0.2623851178459695
5,bernoulli,32,none,1.0,pca,32,0.6523358780871689,0.2726323672002749
6,bernoulli,32,none,1.0,pca,32,0.7127104709287029,0.2786877131259169
7,bernoulli,32,none,1.0,pca,32,0.7489584663516793,0.2392885460869021
8,bernoulli,32,none,1.0,pca,32,0.6874526015256732,0.268460801792968
9,bernoulli,32,none,1.0,pca,32,0.7463555743243244,0.2628795729151876
