seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,32,1.0,pca,32,0.5943478045395976,0.4657363016117678
1,beta,1,32,1.0,pca,32,0.5943013435123682,0.4844751715907179
10,beta,1,32,1.0,pca,32,0.6358503465509926,0.450757881233174
11,beta,1,32,1.0,pca,32,0.6014692378328741,0.4752649873139235
12,beta,1,32,1.0,pca,32,0.6014889169870719,0.4319364647249166
13,beta,1,32,1.0,pca,32,0.6169219423644201,0.4858061198889523
14,beta,1,32,1.0,pca,32,0.5821625037169194,0.43900354064174
15,beta,1,32,1.0,pca,32,0.6290334010488023,0.4613996871755372
16,beta,1,32,1.0,pca,32,0.6139519988175228,0.4485652150240305
17,beta,1,32,1.0,pca,32,0.6133715422508526,0.4776448325757049
18,beta,1,32,1.0,pca,32,0.5899058798313024,0.453847654174957
19,beta,1,32,1.0,pca,32,0.6324869497969968,0.4303884684061503
2,beta,1,32,1.0,pca,32,0.621509049502577,0.4228035456857453
20,beta,1,32,1.0,pca,32,0.6389654692286272,0.4184076197683911
21,beta,1,32,1.0,pca,32,0.6208566035784466,0.4447563948779983
22,beta,1,32,1.0,pca,32,0.5769432452867003,0.4484964949982283
23,beta,1,32,1.0,pca,32,0.6299235743680188,0.4409206048119913
24,beta,1,32,1.0,pca,32,0.6248548533221043,0.4399137160110782
25,beta,1,32,1.0,pca,32,0.6167394630342513,0.4350857196404619
26,beta,1,32,1.0,pca,32,0.5819299264421215,0.4543660531875067
27,beta,1,32,1.0,pca,32,0.5861736708328026,0.4780372875765261
28,beta,1,32,1.0,pca,32,0.5996042733650638,0.4660078586848929
29,beta,1,32,1.0,pca,32,0.6427439024390244,0.4473065519972783
3,beta,1,32,1.0,pca,32,0.5974496165507402,0.4511673336708757
30,beta,1,32,1.0,pca,32,0.6187059316924851,0.4581155711214631
31,beta,1,32,1.0,pca,32,0.6533250649657454,0.4437890008792544
32,beta,1,32,1.0,pca,32,0.6044719737126136,0.4691940747256836
33,beta,1,32,1.0,pca,32,0.6033581661891116,0.4549491110052522
34,beta,1,32,1.0,pca,32,0.6183202118024107,0.4888807202674839
35,beta,1,32,1.0,pca,32,0.6508238315420374,0.446605995547934
36,beta,1,32,1.0,pca,32,0.6024015932521087,0.4939518292692161
37,beta,1,32,1.0,pca,32,0.6057591269134104,0.4680194247771015
38,beta,1,32,1.0,pca,32,0.6326809144204225,0.4322939282859869
39,beta,1,32,1.0,pca,32,0.6372643371829039,0.4320852311471861
4,beta,1,32,1.0,pca,32,0.6126356735052387,0.4647616786792452
40,beta,1,32,1.0,pca,32,0.6179341400216347,0.4351983322259295
41,beta,1,32,1.0,pca,32,0.6275683084011315,0.4521557207942183
42,beta,1,32,1.0,pca,32,0.6449939024390243,0.4480763546225983
43,beta,1,32,1.0,pca,32,0.6125838122605364,0.4546653938818668
44,beta,1,32,1.0,pca,32,0.5871973194161535,0.4458266519182522
45,beta,1,32,1.0,pca,32,0.6568298807281857,0.4260591597412842
46,beta,1,32,1.0,pca,32,0.6220377707724788,0.4572950726543732
47,beta,1,32,1.0,pca,32,0.6414097266369994,0.4245533693045796
48,beta,1,32,1.0,pca,32,0.6046088223054515,0.4536483800344302
49,beta,1,32,1.0,pca,32,0.6102361028985768,0.4605390475241308
5,beta,1,32,1.0,pca,32,0.6290228165569633,0.4277872549317302
6,beta,1,32,1.0,pca,32,0.5833395638629284,0.4536812919163576
7,beta,1,32,1.0,pca,32,0.6017835178351784,0.4438541357324937
8,beta,1,32,1.0,pca,32,0.6232633242612531,0.4521596425194349
9,beta,1,32,1.0,pca,32,0.6186408047360061,0.4430385218441449
