seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,54,none,1.0,pca,54,0.5,0.2812334294206029
1,beta,54,none,1.0,pca,54,0.5,0.2789614069918657
10,beta,54,none,1.0,pca,54,0.5,0.2710914375360455
11,beta,54,none,1.0,pca,54,0.5,0.2602816883595971
12,beta,54,none,1.0,pca,54,0.5,0.2600606519307519
13,beta,54,none,1.0,pca,54,0.5,0.2578294343877548
14,beta,54,none,1.0,pca,54,0.5,0.2687058595514986
15,beta,54,none,1.0,pca,54,0.5,0.2715243166076627
16,beta,54,none,1.0,pca,54,0.5,0.2755518907783231
17,beta,54,none,1.0,pca,54,0.5,0.2641550652371234
18,beta,54,none,1.0,pca,54,0.5,0.2534349321924364
19,beta,54,none,1.0,pca,54,0.5,0.2602816024843839
2,beta,54,none,1.0,pca,54,0.5,0.2496047770236385
20,beta,54,none,1.0,pca,54,0.5,0.2628826196820547
21,beta,54,none,1.0,pca,54,0.5,0.2569776803865247
22,beta,54,none,1.0,pca,54,0.5,0.2838563948144284
23,beta,54,none,1.0,pca,54,0.5,0.2748626897205522
24,beta,54,none,1.0,pca,54,0.5,0.2900149788153358
25,beta,54,none,1.0,pca,54,0.5,0.2843482576099524
26,beta,54,none,1.0,pca,54,0.5,0.2704064079292142
27,beta,54,none,1.0,pca,54,0.5,0.2629736662896413
28,beta,54,none,1.0,pca,54,0.5,0.2928323173737818
29,beta,54,none,1.0,pca,54,0.5,0.2811017572938686
3,beta,54,none,1.0,pca,54,0.5,0.2609072673438293
30,beta,54,none,1.0,pca,54,0.5,0.2552470531414944
31,beta,54,none,1.0,pca,54,0.5,0.2531565675948914
32,beta,54,none,1.0,pca,54,0.5,0.2566002609352322
33,beta,54,none,1.0,pca,54,0.5,0.287634065198389
34,beta,54,none,1.0,pca,54,0.5,0.2566372643284113
35,beta,54,none,1.0,pca,54,0.5,0.2643191974672636
36,beta,54,none,1.0,pca,54,0.5,0.2630795643012563
37,beta,54,none,1.0,pca,54,0.5,0.2671269839056493
38,beta,54,none,1.0,pca,54,0.5,0.2764741939794738
39,beta,54,none,1.0,pca,54,0.5,0.2838776809098822
4,beta,54,none,1.0,pca,54,0.5,0.2609914095805888
40,beta,54,none,1.0,pca,54,0.5,0.2685780601734409
41,beta,54,none,1.0,pca,54,0.5,0.2522593419062526
42,beta,54,none,1.0,pca,54,0.5,0.25435660110593
43,beta,54,none,1.0,pca,54,0.5,0.2787806936223636
44,beta,54,none,1.0,pca,54,0.5,0.2455455411145946
45,beta,54,none,1.0,pca,54,0.5,0.2780747250325892
46,beta,54,none,1.0,pca,54,0.5,0.2628637575021047
47,beta,54,none,1.0,pca,54,0.5,0.2440008526287855
48,beta,54,none,1.0,pca,54,0.5,0.249814419113186
49,beta,54,none,1.0,pca,54,0.5,0.2582105684578135
5,beta,54,none,1.0,pca,54,0.5,0.2625751007595993
6,beta,54,none,1.0,pca,54,0.5,0.2738530271474279
7,beta,54,none,1.0,pca,54,0.5,0.2606633385011235
8,beta,54,none,1.0,pca,54,0.5,0.2641548254917157
9,beta,54,none,1.0,pca,54,0.5,0.2575481967356344
