seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,16,1.0,pca,16,0.5,0.4593807862365028
1,bernoulli,1,16,1.0,pca,16,0.5,0.4568602250106702
10,bernoulli,1,16,1.0,pca,16,0.5,0.4568249652616405
11,bernoulli,1,16,1.0,pca,16,0.5,0.4410273520816991
12,bernoulli,1,16,1.0,pca,16,0.5,0.44601517167288
13,bernoulli,1,16,1.0,pca,16,0.5,0.4458994761390971
14,bernoulli,1,16,1.0,pca,16,0.5,0.4240312397228922
15,bernoulli,1,16,1.0,pca,16,0.5,0.4514170884428588
16,bernoulli,1,16,1.0,pca,16,0.5,0.436338056760366
17,bernoulli,1,16,1.0,pca,16,0.5,0.4581737746312606
18,bernoulli,1,16,1.0,pca,16,0.5,0.4538748882969094
19,bernoulli,1,16,1.0,pca,16,0.5,0.4381509774270844
2,bernoulli,1,16,1.0,pca,16,0.5,0.4395808733589559
20,bernoulli,1,16,1.0,pca,16,0.5,0.4418090231765793
21,bernoulli,1,16,1.0,pca,16,0.5,0.4416741596192121
22,bernoulli,1,16,1.0,pca,16,0.5,0.4530944813941395
23,bernoulli,1,16,1.0,pca,16,0.5,0.4420635427071392
24,bernoulli,1,16,1.0,pca,16,0.5,0.4467544633186642
25,bernoulli,1,16,1.0,pca,16,0.5,0.4378121488625577
26,bernoulli,1,16,1.0,pca,16,0.5,0.4447026007977472
27,bernoulli,1,16,1.0,pca,16,0.5,0.4590389138142342
28,bernoulli,1,16,1.0,pca,16,0.5,0.4527718713618266
29,bernoulli,1,16,1.0,pca,16,0.5,0.437893656329672
3,bernoulli,1,16,1.0,pca,16,0.5,0.4265789119651301
30,bernoulli,1,16,1.0,pca,16,0.5,0.4442855303332027
31,bernoulli,1,16,1.0,pca,16,0.5,0.4548121317570642
32,bernoulli,1,16,1.0,pca,16,0.5,0.4414684623155124
33,bernoulli,1,16,1.0,pca,16,0.5,0.4511926654467675
34,bernoulli,1,16,1.0,pca,16,0.5,0.4469568444377137
35,bernoulli,1,16,1.0,pca,16,0.5,0.4308628479859975
36,bernoulli,1,16,1.0,pca,16,0.5,0.4645876299084929
37,bernoulli,1,16,1.0,pca,16,0.5,0.4481521216768218
38,bernoulli,1,16,1.0,pca,16,0.5,0.4313844637013701
39,bernoulli,1,16,1.0,pca,16,0.5,0.4412852096017978
4,bernoulli,1,16,1.0,pca,16,0.5,0.4368973054771777
40,bernoulli,1,16,1.0,pca,16,0.5,0.4402712179504879
41,bernoulli,1,16,1.0,pca,16,0.5,0.4528644404558246
42,bernoulli,1,16,1.0,pca,16,0.5,0.4466570749634856
43,bernoulli,1,16,1.0,pca,16,0.5,0.4397041282139449
44,bernoulli,1,16,1.0,pca,16,0.5,0.4500088253745283
45,bernoulli,1,16,1.0,pca,16,0.5,0.4546341592759145
46,bernoulli,1,16,1.0,pca,16,0.5,0.4405278098683818
47,bernoulli,1,16,1.0,pca,16,0.5,0.4381064741378118
48,bernoulli,1,16,1.0,pca,16,0.5,0.4544719211205692
49,bernoulli,1,16,1.0,pca,16,0.5,0.4468976301852115
5,bernoulli,1,16,1.0,pca,16,0.5,0.4450638394693865
6,bernoulli,1,16,1.0,pca,16,0.5,0.4463449188603848
7,bernoulli,1,16,1.0,pca,16,0.5,0.4376008394377117
8,bernoulli,1,16,1.0,pca,16,0.5,0.4573666735535237
9,bernoulli,1,16,1.0,pca,16,0.5,0.438042984930393
