seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,8,1.0,pca,8,0.5946704067321178,0.4703959970717103
1,beta,1,8,1.0,pca,8,0.5920869322931178,0.4742894605428731
10,beta,1,8,1.0,pca,8,0.5875266425725141,0.4705830812719818
11,beta,1,8,1.0,pca,8,0.5395649282796618,0.4608462615151303
12,beta,1,8,1.0,pca,8,0.4989826119126896,0.4527361121814961
13,beta,1,8,1.0,pca,8,0.5040922619047619,0.4631831053912817
14,beta,1,8,1.0,pca,8,0.471841704718417,0.4708642011274552
15,beta,1,8,1.0,pca,8,0.5233521657250471,0.4571741320936561
16,beta,1,8,1.0,pca,8,0.6032544378698225,0.4680102710422096
17,beta,1,8,1.0,pca,8,0.5593944459923841,0.4964466791976833
18,beta,1,8,1.0,pca,8,0.5628966032101531,0.4864179382733485
19,beta,1,8,1.0,pca,8,0.6041138348830657,0.4491642462795536
2,beta,1,8,1.0,pca,8,0.4847228915662651,0.4817707439800557
20,beta,1,8,1.0,pca,8,0.5945660522273426,0.4562963135610723
21,beta,1,8,1.0,pca,8,0.6093619392588465,0.4502286091901476
22,beta,1,8,1.0,pca,8,0.5712171661117276,0.4453362910290016
23,beta,1,8,1.0,pca,8,0.5690509583917719,0.4550688583019935
24,beta,1,8,1.0,pca,8,0.5685834502103787,0.4599816384486283
25,beta,1,8,1.0,pca,8,0.51240234375,0.4795259203572701
26,beta,1,8,1.0,pca,8,0.5625,0.5178091433317872
27,beta,1,8,1.0,pca,8,0.5472903165210858,0.5135196126518684
28,beta,1,8,1.0,pca,8,0.516912241682884,0.4616073331966888
29,beta,1,8,1.0,pca,8,0.5267131242740999,0.46724612273296
3,beta,1,8,1.0,pca,8,0.4707769423558897,0.455990298706516
30,beta,1,8,1.0,pca,8,0.5541497497875554,0.4611922546102341
31,beta,1,8,1.0,pca,8,0.5340445269016698,0.4725221648643678
32,beta,1,8,1.0,pca,8,0.5253945480631277,0.4622708448844155
33,beta,1,8,1.0,pca,8,0.5566442702500934,0.4776069265249114
34,beta,1,8,1.0,pca,8,0.5616984895981761,0.4731619942890027
35,beta,1,8,1.0,pca,8,0.5149621212121211,0.4611178061642054
36,beta,1,8,1.0,pca,8,0.5230496453900709,0.4995930625036043
37,beta,1,8,1.0,pca,8,0.5662672982260611,0.4711541511947866
38,beta,1,8,1.0,pca,8,0.5669934640522877,0.4911871538414629
39,beta,1,8,1.0,pca,8,0.5477790220231429,0.4577565754658279
4,beta,1,8,1.0,pca,8,0.6489638554216867,0.4375500650370308
40,beta,1,8,1.0,pca,8,0.4991030119913134,0.4561524051640901
41,beta,1,8,1.0,pca,8,0.5886863020102852,0.4687782120162146
42,beta,1,8,1.0,pca,8,0.6244676732481611,0.4499585569689482
43,beta,1,8,1.0,pca,8,0.4982109227871939,0.4586310792251298
44,beta,1,8,1.0,pca,8,0.5501996842203027,0.4672997610905022
45,beta,1,8,1.0,pca,8,0.517962962962963,0.4840055564204784
46,beta,1,8,1.0,pca,8,0.5253158544694595,0.4545243130990865
47,beta,1,8,1.0,pca,8,0.532421875,0.4503396024364091
48,beta,1,8,1.0,pca,8,0.4993049763691965,0.480471045015638
49,beta,1,8,1.0,pca,8,0.5674837982530291,0.4722271855489278
5,beta,1,8,1.0,pca,8,0.5774124640104021,0.4651362676816519
6,beta,1,8,1.0,pca,8,0.576621659899915,0.4543949287063562
7,beta,1,8,1.0,pca,8,0.5670970827355333,0.4617454753441318
8,beta,1,8,1.0,pca,8,0.5274725274725274,0.4911779919718674
9,beta,1,8,1.0,pca,8,0.5420986943164363,0.4655679302956387
