seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,32,0.1,raw,32,0.4598214285714286,0.4506912644085849
3,beta,1,32,0.1,raw,32,0.753015873015873,0.4152830237153309
31,beta,1,32,0.1,raw,32,0.6515345268542199,0.4410501241916663
2,beta,1,32,0.1,raw,32,0.5754985754985755,0.4157638683506341
14,beta,1,32,0.1,raw,32,0.5900900900900901,0.5414608662237691
7,beta,1,32,0.1,raw,32,0.432145090681676,0.5649370277386774
27,beta,1,32,0.1,raw,32,0.5713166144200628,0.4674444933440969
30,beta,1,32,0.1,raw,32,0.5189393939393939,0.4763881958680569
15,beta,1,32,0.1,raw,32,0.5563636363636364,0.4335131871066735
11,beta,1,32,0.1,raw,32,0.5957446808510638,0.4577689452821253
39,beta,1,32,0.1,raw,32,0.5816091954022988,0.5180971817813188
38,beta,1,32,0.1,raw,32,0.5139534883720931,0.4323589337725695
18,beta,1,32,0.1,raw,32,0.5477207977207977,0.4410035313315661
42,beta,1,32,0.1,raw,32,0.5187623436471362,0.4660821974240493
34,beta,1,32,0.1,raw,32,0.6892583120204604,0.4071995202469201
47,beta,1,32,0.1,raw,32,0.5053158223889931,0.5249207959147696
35,beta,1,32,0.1,raw,32,0.633125,0.4441666165197366
23,beta,1,32,0.1,raw,32,0.6372732958098811,0.4390213774025117
43,beta,1,32,0.1,raw,32,0.6907552083333335,0.4879897048315659
10,beta,1,32,0.1,raw,32,0.5044757033248082,0.4504737406760841
19,beta,1,32,0.1,raw,32,0.7404627892432771,0.4502427082392694
6,beta,1,32,0.1,raw,32,0.6787360105332456,0.4216185426045075
46,beta,1,32,0.1,raw,32,0.5579427083333334,0.5842973004668689
26,beta,1,32,0.1,raw,32,0.5675,0.4735455462102013
22,beta,1,32,0.1,raw,32,0.6710858585858586,0.5324612441309365
1,beta,1,32,0.1,raw,32,0.6473354231974922,0.3793080156381464
28,beta,1,32,0.1,raw,32,0.5231746031746032,0.5486669880810828
12,beta,1,32,0.1,raw,32,0.5663492063492063,0.4837504636777089
40,beta,1,32,0.1,raw,32,0.5734834271419638,0.472934814208561
20,beta,1,32,0.1,raw,32,0.54312047399605,0.4683890701564895
48,beta,1,32,0.1,raw,32,0.5996240601503758,0.530738415947887
24,beta,1,32,0.1,raw,32,0.4796747967479675,0.5076127172833211
8,beta,1,32,0.1,raw,32,0.61,0.3826689548338179
4,beta,1,32,0.1,raw,32,0.575,0.4844546867779744
16,beta,1,32,0.1,raw,32,0.6008771929824562,0.5331069803714372
32,beta,1,32,0.1,raw,32,0.5358730158730158,0.4641230469839037
44,beta,1,32,0.1,raw,32,0.6470588235294118,0.473926901211723
36,beta,1,32,0.1,raw,32,0.498081841432225,0.4849682989034196
13,beta,1,32,0.1,raw,32,0.5684143222506394,0.4761608025481606
5,beta,1,32,0.1,raw,32,0.5266666666666666,0.4725960149293906
45,beta,1,32,0.1,raw,32,0.6565934065934067,0.4478427877785142
9,beta,1,32,0.1,raw,32,0.6441525953721077,0.4919666521412569
41,beta,1,32,0.1,raw,32,0.701688555347092,0.4529962027771643
49,beta,1,32,0.1,raw,32,0.5234102026554857,0.4615746636360173
25,beta,1,32,0.1,raw,32,0.4102564102564103,0.4650892683193998
29,beta,1,32,0.1,raw,32,0.639386189258312,0.4384177833359943
17,beta,1,32,0.1,raw,32,0.4640522875816993,0.55577456376175
33,beta,1,32,0.1,raw,32,0.4150197628458498,0.4554886828292739
37,beta,1,32,0.1,raw,32,0.5849056603773585,0.4873913552190689
21,beta,1,32,0.1,raw,32,0.5372107567229518,0.4988557418072979
