seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,none,1.0,pca,1,0.5745540246555475,0.3735322441037421
1,bernoulli,1,none,1.0,pca,1,0.5827093212541581,0.3821344988886742
10,bernoulli,1,none,1.0,pca,1,0.5741013071895424,0.36601066708133
11,bernoulli,1,none,1.0,pca,1,0.6248677948175567,0.3533835612252799
12,bernoulli,1,none,1.0,pca,1,0.5737599364069952,0.2982704468974378
13,bernoulli,1,none,1.0,pca,1,0.5847927411125514,0.3597699358720163
14,bernoulli,1,none,1.0,pca,1,0.631360010713359,0.3485187696611337
15,bernoulli,1,none,1.0,pca,1,0.5957179032282521,0.3565783108842436
16,bernoulli,1,none,1.0,pca,1,0.5667271349833539,0.3749860919916421
17,bernoulli,1,none,1.0,pca,1,0.5837285810177844,0.3475265796876842
18,bernoulli,1,none,1.0,pca,1,0.6104515207955562,0.2853834083536497
19,bernoulli,1,none,1.0,pca,1,0.6187724931197516,0.2923341999910144
2,bernoulli,1,none,1.0,pca,1,0.6267651342451874,0.2702165267886407
20,bernoulli,1,none,1.0,pca,1,0.5878107457898958,0.3003962021447619
21,bernoulli,1,none,1.0,pca,1,0.6350633358305993,0.3348516057811157
22,bernoulli,1,none,1.0,pca,1,0.5509607464520572,0.3820076480743967
23,bernoulli,1,none,1.0,pca,1,0.563326307034902,0.3761826581984023
24,bernoulli,1,none,1.0,pca,1,0.5857843137254901,0.376118066094362
25,bernoulli,1,none,1.0,pca,1,0.5757133819465254,0.383480578973989
26,bernoulli,1,none,1.0,pca,1,0.5774856446025716,0.3731162321316132
27,bernoulli,1,none,1.0,pca,1,0.523936802090758,0.3567360724154431
28,bernoulli,1,none,1.0,pca,1,0.5558514321687127,0.3786344438157811
29,bernoulli,1,none,1.0,pca,1,0.591434962300206,0.3722792111586483
3,bernoulli,1,none,1.0,pca,1,0.6089234892860907,0.3523418371482741
30,bernoulli,1,none,1.0,pca,1,0.5515232067168594,0.3008108372193537
31,bernoulli,1,none,1.0,pca,1,0.5648930790348216,0.3252283028029568
32,bernoulli,1,none,1.0,pca,1,0.509748649283533,0.3334652396321093
33,bernoulli,1,none,1.0,pca,1,0.5137181452662636,0.3527697286705498
34,bernoulli,1,none,1.0,pca,1,0.5017285861713107,0.3384498312685829
35,bernoulli,1,none,1.0,pca,1,0.596810816008047,0.3684612258765385
36,bernoulli,1,none,1.0,pca,1,0.5604882073039584,0.3660479577113187
37,bernoulli,1,none,1.0,pca,1,0.5793037239149108,0.3698706296331904
38,bernoulli,1,none,1.0,pca,1,0.5621800798250164,0.328886272974492
39,bernoulli,1,none,1.0,pca,1,0.5270240413162655,0.333253059804567
4,bernoulli,1,none,1.0,pca,1,0.5660612286190099,0.3512579340395038
40,bernoulli,1,none,1.0,pca,1,0.5625503181405013,0.3440224261597657
41,bernoulli,1,none,1.0,pca,1,0.5752460762164475,0.3237883917311114
42,bernoulli,1,none,1.0,pca,1,0.6048927821035719,0.291494947644055
43,bernoulli,1,none,1.0,pca,1,0.5759627493868894,0.3804531376198812
44,bernoulli,1,none,1.0,pca,1,0.575979290632247,0.2712562755438888
45,bernoulli,1,none,1.0,pca,1,0.6030970163844681,0.3792473545610855
46,bernoulli,1,none,1.0,pca,1,0.5345786570287236,0.294968228771009
47,bernoulli,1,none,1.0,pca,1,0.5929651107519727,0.3170602421032537
48,bernoulli,1,none,1.0,pca,1,0.5648961550553903,0.3315908990071801
49,bernoulli,1,none,1.0,pca,1,0.5371757446840608,0.3444790262099538
5,bernoulli,1,none,1.0,pca,1,0.6418957680596619,0.3599844408977757
6,bernoulli,1,none,1.0,pca,1,0.5246307840553774,0.3581383824469423
7,bernoulli,1,none,1.0,pca,1,0.5411665176861192,0.2932667805796632
8,bernoulli,1,none,1.0,pca,1,0.5936742553792621,0.2980315618218391
9,bernoulli,1,none,1.0,pca,1,0.609383445945946,0.2965933819238888
