seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,32,0.3,raw,32,0.5895772009633395,0.4646620355182143
1,beta,1,32,0.3,raw,32,0.6928426543031007,0.4719366475439727
10,beta,1,32,0.3,raw,32,0.5938115330520394,0.4499147413866979
11,beta,1,32,0.3,raw,32,0.6400308820690986,0.4352102817980566
12,beta,1,32,0.3,raw,32,0.6490056818181819,0.4342963909126571
13,beta,1,32,0.3,raw,32,0.5671855541718556,0.4941550844512029
14,beta,1,32,0.3,raw,32,0.5732306896105577,0.5110858177005668
15,beta,1,32,0.3,raw,32,0.5900621118012422,0.4715234406854982
16,beta,1,32,0.3,raw,32,0.6030534351145038,0.4658806080052039
17,beta,1,32,0.3,raw,32,0.6039653929343908,0.4516376056712089
18,beta,1,32,0.3,raw,32,0.4732974032337089,0.4500928749828683
19,beta,1,32,0.3,raw,32,0.5634270101483216,0.4607764302102221
2,beta,1,32,0.3,raw,32,0.6009421724585239,0.4425563008919773
20,beta,1,32,0.3,raw,32,0.5360352099761599,0.4742287730582759
21,beta,1,32,0.3,raw,32,0.701955671447197,0.4390391285876549
22,beta,1,32,0.3,raw,32,0.6514447363103657,0.4573916131229378
23,beta,1,32,0.3,raw,32,0.6114994517543859,0.4471137609405001
24,beta,1,32,0.3,raw,32,0.534328174895603,0.4837740585101142
25,beta,1,32,0.3,raw,32,0.6383869253255381,0.4417728319717287
26,beta,1,32,0.3,raw,32,0.5764511994140268,0.5185836237935663
27,beta,1,32,0.3,raw,32,0.5849843587069864,0.4709158294136778
28,beta,1,32,0.3,raw,32,0.6025974025974026,0.4433167054737724
29,beta,1,32,0.3,raw,32,0.6145688340955789,0.4465199881006526
3,beta,1,32,0.3,raw,32,0.5822164105916967,0.4530703577440846
30,beta,1,32,0.3,raw,32,0.5381127450980392,0.4657253912415269
31,beta,1,32,0.3,raw,32,0.5211817531073079,0.467800131655312
32,beta,1,32,0.3,raw,32,0.5647810218978102,0.4442970342687808
33,beta,1,32,0.3,raw,32,0.6757205059091851,0.418994358277406
34,beta,1,32,0.3,raw,32,0.649987781036168,0.4558212532375696
35,beta,1,32,0.3,raw,32,0.5918434145064152,0.4555009343078026
36,beta,1,32,0.3,raw,32,0.5835978835978836,0.4666658640610514
37,beta,1,32,0.3,raw,32,0.6125860373647984,0.4470282345256414
38,beta,1,32,0.3,raw,32,0.5815203315203314,0.4507645589029183
39,beta,1,32,0.3,raw,32,0.6035320088300221,0.4610245186084116
4,beta,1,32,0.3,raw,32,0.5823332042844238,0.4689102375810509
40,beta,1,32,0.3,raw,32,0.562639353400223,0.4494754886881909
41,beta,1,32,0.3,raw,32,0.6541011047874121,0.4391860659070892
42,beta,1,32,0.3,raw,32,0.5717850851438637,0.4806023698794369
43,beta,1,32,0.3,raw,32,0.6078939253777367,0.4821055684227602
44,beta,1,32,0.3,raw,32,0.6165325630974485,0.4508228025011486
45,beta,1,32,0.3,raw,32,0.6081268221574344,0.4505823751175652
46,beta,1,32,0.3,raw,32,0.5552600265976062,0.4669715203498721
47,beta,1,32,0.3,raw,32,0.5175710594315245,0.492563709408084
48,beta,1,32,0.3,raw,32,0.6087359978789687,0.4557719201515002
49,beta,1,32,0.3,raw,32,0.4968792401628222,0.4652209955016356
5,beta,1,32,0.3,raw,32,0.5271225589696927,0.4450938708704194
6,beta,1,32,0.3,raw,32,0.5678138315306457,0.448996065756547
7,beta,1,32,0.3,raw,32,0.5837372840854782,0.4743984051786958
8,beta,1,32,0.3,raw,32,0.6611208977621191,0.5055110719111581
9,beta,1,32,0.3,raw,32,0.6212239583333332,0.4557973392904372
