seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,32,0.3,raw,32,0.5745919186513246,0.4466711032644723,8,2,30,2
2,bernoulli,1,32,0.3,raw,32,0.6061992216836212,0.4361568849158156,6,2,30,2
26,bernoulli,1,32,0.3,raw,32,0.5931758530183727,0.4720541847513835,14,2,30,2
23,bernoulli,1,32,0.3,raw,32,0.573327850877193,0.4488765076272281,8,2,30,2
19,bernoulli,1,32,0.3,raw,32,0.5893182409575852,0.4431537201617334,27,2,30,2
35,bernoulli,1,32,0.3,raw,32,0.6439512961508247,0.4349781308760693,8,2,30,2
22,bernoulli,1,32,0.3,raw,32,0.6122448979591838,0.4352087410407061,23,2,30,2
42,bernoulli,1,32,0.3,raw,32,0.5719318849089841,0.4433455107953679,19,2,30,2
47,bernoulli,1,32,0.3,raw,32,0.6012273901808786,0.4471871586231178,4,2,30,2
43,bernoulli,1,32,0.3,raw,32,0.6060437866173296,0.4540557345984378,3,2,30,2
31,bernoulli,1,32,0.3,raw,32,0.487408082254181,0.4458180452411315,9,2,30,2
30,bernoulli,1,32,0.3,raw,32,0.5409926470588236,0.4606302174618184,11,2,30,2
3,bernoulli,1,32,0.3,raw,32,0.5637790127492645,0.4521503819203433,16,2,30,2
38,bernoulli,1,32,0.3,raw,32,0.5721963221963223,0.4447595610038525,23,2,30,2
18,bernoulli,1,32,0.3,raw,32,0.5211730944215021,0.4442956256396116,11,2,30,2
39,bernoulli,1,32,0.3,raw,32,0.6045411542100284,0.45736279647677,30,2,30,2
15,bernoulli,1,32,0.3,raw,32,0.5831971232428899,0.4453371610003478,10,2,30,2
6,bernoulli,1,32,0.3,raw,32,0.5570632579482138,0.4525982820884089,18,2,30,2
34,bernoulli,1,32,0.3,raw,32,0.6671554252199413,0.443525694853239,3,2,30,2
14,bernoulli,1,32,0.3,raw,32,0.621037650407556,0.4615027953773059,8,2,30,2
27,bernoulli,1,32,0.3,raw,32,0.5984706291275634,0.4535132257757869,16,2,30,2
11,bernoulli,1,32,0.3,raw,32,0.6329537412339961,0.4335023422804915,2,2,30,2
10,bernoulli,1,32,0.3,raw,32,0.6075949367088608,0.4561065382959905,20,2,30,2
7,bernoulli,1,32,0.3,raw,32,0.5494640540725063,0.4557032568696118,3,2,30,2
46,bernoulli,1,32,0.3,raw,32,0.5835374816266535,0.4391914266625469,5,2,30,2
40,bernoulli,1,32,0.3,raw,32,0.5598522853957636,0.4461222530952725,24,2,30,2
20,bernoulli,1,32,0.3,raw,32,0.5334066874503332,0.4649549078868864,9,2,30,2
36,bernoulli,1,32,0.3,raw,32,0.5771825396825396,0.4590130573806917,13,2,30,2
16,bernoulli,1,32,0.3,raw,32,0.5989007633587786,0.4374096129916948,7,2,30,2
1,bernoulli,1,32,0.3,raw,32,0.7011011301072152,0.4500164247535314,4,2,30,2
48,bernoulli,1,32,0.3,raw,32,0.5953469874726585,0.4296067768912551,24,2,30,2
24,bernoulli,1,32,0.3,raw,32,0.5596904937361827,0.4734931975986835,10,2,30,2
44,bernoulli,1,32,0.3,raw,32,0.6586892235747197,0.4401931804348418,17,2,30,2
28,bernoulli,1,32,0.3,raw,32,0.5948051948051949,0.4464247015376614,27,2,30,2
32,bernoulli,1,32,0.3,raw,32,0.5746220020855057,0.4433465695317388,27,2,30,2
12,bernoulli,1,32,0.3,raw,32,0.6210227272727272,0.4454289836120262,17,2,30,2
8,bernoulli,1,32,0.3,raw,32,0.6252365107326938,0.4493004600184208,2,2,30,2
4,bernoulli,1,32,0.3,raw,32,0.5953026196928637,0.4497357089065922,4,2,30,2
45,bernoulli,1,32,0.3,raw,32,0.5760932944606414,0.4598145302534165,15,2,30,2
17,bernoulli,1,32,0.3,raw,32,0.6147801009372748,0.43804126703936,3,2,30,2
21,bernoulli,1,32,0.3,raw,32,0.6601694915254237,0.4496623958342884,18,2,30,2
25,bernoulli,1,32,0.3,raw,32,0.5819160244485784,0.4359031554335213,29,2,30,2
9,bernoulli,1,32,0.3,raw,32,0.6210937500000001,0.4547346562580418,7,2,30,2
29,bernoulli,1,32,0.3,raw,32,0.6190097434877709,0.4495635989539128,23,2,30,2
5,bernoulli,1,32,0.3,raw,32,0.4861062504374606,0.4536909318208995,20,2,30,2
37,bernoulli,1,32,0.3,raw,32,0.5972468043264503,0.4348812576714334,3,2,30,2
33,bernoulli,1,32,0.3,raw,32,0.6771027714423941,0.430147843422517,14,2,30,2
13,bernoulli,1,32,0.3,raw,32,0.553175591531756,0.4596921293231731,11,2,30,2
41,bernoulli,1,32,0.3,raw,32,0.6109139604954804,0.4440016107068186,10,2,30,2
49,bernoulli,1,32,0.3,raw,32,0.5477611940298508,0.45458864730202214,11,2,30,2
