seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,32,0.3,raw,32,0.5888413165640888,0.5445267807108023
1,bernoulli,1,32,0.3,raw,32,0.6934221964647929,0.5581028521886116
10,bernoulli,1,32,0.3,raw,32,0.5958509142053448,0.495394536875085
11,bernoulli,1,32,0.3,raw,32,0.6393875056295438,0.4837682369155876
12,bernoulli,1,32,0.3,raw,32,0.6458096590909091,0.4383345716003266
13,bernoulli,1,32,0.3,raw,32,0.5636363636363636,0.6177967782304263
14,bernoulli,1,32,0.3,raw,32,0.5729719239228879,0.6269844974262262
15,bernoulli,1,32,0.3,raw,32,0.5922196796338672,0.5385660013521312
16,bernoulli,1,32,0.3,raw,32,0.6032366412213741,0.5581197795217949
17,bernoulli,1,32,0.3,raw,32,0.5961788031723143,0.5149359867903881
18,bernoulli,1,32,0.3,raw,32,0.4709876111149996,0.4711393179292936
19,bernoulli,1,32,0.3,raw,32,0.5645329169919334,0.4780966500996526
2,bernoulli,1,32,0.3,raw,32,0.5980746910630164,0.4792500834487341
20,bernoulli,1,32,0.3,raw,32,0.5322452472645027,0.5634597432024562
21,bernoulli,1,32,0.3,raw,32,0.7036505867014341,0.4679464605560529
22,bernoulli,1,32,0.3,raw,32,0.6527244561190814,0.5655140657336766
23,bernoulli,1,32,0.3,raw,32,0.6111567982456141,0.4707832426528464
24,bernoulli,1,32,0.3,raw,32,0.5340825350036845,0.5110798115522126
25,bernoulli,1,32,0.3,raw,32,0.6388519798033484,0.6093390527539574
26,bernoulli,1,32,0.3,raw,32,0.5738875663797839,0.5869994648828618
27,bernoulli,1,32,0.3,raw,32,0.5869308307264511,0.5282395560265264
28,bernoulli,1,32,0.3,raw,32,0.5964035964035964,0.4501729699008604
29,bernoulli,1,32,0.3,raw,32,0.6147013985550474,0.4459466434442258
3,bernoulli,1,32,0.3,raw,32,0.5818895063746322,0.4796084944683865
30,bernoulli,1,32,0.3,raw,32,0.5424632352941177,0.4829728381879565
31,bernoulli,1,32,0.3,raw,32,0.5231339884167371,0.5063790557160277
32,bernoulli,1,32,0.3,raw,32,0.5610010427528676,0.4664107764965325
33,bernoulli,1,32,0.3,raw,32,0.6759278457391664,0.4393960364665639
34,bernoulli,1,32,0.3,raw,32,0.6303152492668622,0.599373538082118
35,bernoulli,1,32,0.3,raw,32,0.592432573972244,0.4919923062265698
36,bernoulli,1,32,0.3,raw,32,0.5802910052910053,0.5289589059783292
37,bernoulli,1,32,0.3,raw,32,0.608259587020649,0.465464666143137
38,bernoulli,1,32,0.3,raw,32,0.5805490805490805,0.5819727721055591
39,bernoulli,1,32,0.3,raw,32,0.6083254493850521,0.5819197938437984
4,bernoulli,1,32,0.3,raw,32,0.582010582010582,0.6434582651056713
40,bernoulli,1,32,0.3,raw,32,0.5639632107023411,0.4988691087583776
41,bernoulli,1,32,0.3,raw,32,0.6511550050217609,0.4903276210420192
42,bernoulli,1,32,0.3,raw,32,0.57031708749266,0.5815061722523801
43,bernoulli,1,32,0.3,raw,32,0.6120875732346592,0.5623396538969216
44,bernoulli,1,32,0.3,raw,32,0.6242349219448456,0.5006582873894482
45,bernoulli,1,32,0.3,raw,32,0.6037900874635568,0.4586451311587641
46,bernoulli,1,32,0.3,raw,32,0.5633792958633723,0.5252261276539509
47,bernoulli,1,32,0.3,raw,32,0.5260335917312662,0.526142815663257
48,bernoulli,1,32,0.3,raw,32,0.6045602174057135,0.5527497683696702
49,bernoulli,1,32,0.3,raw,32,0.4895861601085482,0.6275485767316449
5,bernoulli,1,32,0.3,raw,32,0.5264226219640232,0.4685070361847681
6,bernoulli,1,32,0.3,raw,32,0.5636184857423796,0.4693279359336239
7,bernoulli,1,32,0.3,raw,32,0.5726769987028061,0.5365870484927855
8,bernoulli,1,32,0.3,raw,32,0.6599464996411561,0.661280830976978
9,bernoulli,1,32,0.3,raw,32,0.6208984375,0.4801883965061472
