seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,1,32,1.0,pca,32,0.646620081276638,0.4472607774763322
1,bernoulli,1,32,1.0,pca,32,0.7124252351898049,0.4170504134039024
10,bernoulli,1,32,1.0,pca,32,0.6823547786317129,0.4214622456395255
11,bernoulli,1,32,1.0,pca,32,0.6848366361562842,0.4291691688199233
12,bernoulli,1,32,1.0,pca,32,0.717947642763141,0.4051197174113917
13,bernoulli,1,32,1.0,pca,32,0.6791383027002497,0.4419736843981351
14,bernoulli,1,32,1.0,pca,32,0.6443032015065913,0.4323040106362979
15,bernoulli,1,32,1.0,pca,32,0.6861771861860443,0.4308247688070591
16,bernoulli,1,32,1.0,pca,32,0.6840969138577702,0.4240603535878249
17,bernoulli,1,32,1.0,pca,32,0.6707707701780978,0.436476805242197
18,bernoulli,1,32,1.0,pca,32,0.6935483870967742,0.4268625859679794
19,bernoulli,1,32,1.0,pca,32,0.6800219114519559,0.4227914216792209
2,bernoulli,1,32,1.0,pca,32,0.6787876063766031,0.4084823420045413
20,bernoulli,1,32,1.0,pca,32,0.6316416040100251,0.4279244579725158
21,bernoulli,1,32,1.0,pca,32,0.619638147688489,0.4388535711793129
22,bernoulli,1,32,1.0,pca,32,0.6733768688568571,0.4250373992172188
23,bernoulli,1,32,1.0,pca,32,0.6448228982951205,0.4353524702224407
24,bernoulli,1,32,1.0,pca,32,0.6736879378325613,0.4248329942414307
25,bernoulli,1,32,1.0,pca,32,0.6604666370545849,0.4294619054731183
26,bernoulli,1,32,1.0,pca,32,0.6135852206736353,0.4441455810592443
27,bernoulli,1,32,1.0,pca,32,0.612685025722244,0.4615917573358593
28,bernoulli,1,32,1.0,pca,32,0.6990517038565249,0.4318108546625556
29,bernoulli,1,32,1.0,pca,32,0.6945274390243903,0.4310590528605028
3,bernoulli,1,32,1.0,pca,32,0.6364217347363414,0.4437055874480237
30,bernoulli,1,32,1.0,pca,32,0.6788485229744962,0.4404003700259557
31,bernoulli,1,32,1.0,pca,32,0.6707004488542405,0.4265418826699474
32,bernoulli,1,32,1.0,pca,32,0.6053114431679179,0.4565690629815082
33,bernoulli,1,32,1.0,pca,32,0.6772521489971346,0.4271508159667166
34,bernoulli,1,32,1.0,pca,32,0.6701821918762629,0.4403130319726138
35,bernoulli,1,32,1.0,pca,32,0.7108224734083599,0.418134763315708
36,bernoulli,1,32,1.0,pca,32,0.6295220243673852,0.4516637193693913
37,bernoulli,1,32,1.0,pca,32,0.7153926984692718,0.4167096076136959
38,bernoulli,1,32,1.0,pca,32,0.6295294519060766,0.4349937519085161
39,bernoulli,1,32,1.0,pca,32,0.658773196130688,0.4255863408528377
4,bernoulli,1,32,1.0,pca,32,0.6074691009473618,0.459619172397257
40,bernoulli,1,32,1.0,pca,32,0.6691749893084451,0.4223080990415081
41,bernoulli,1,32,1.0,pca,32,0.7049718601463856,0.4203373295423616
42,bernoulli,1,32,1.0,pca,32,0.6887317073170731,0.4226746398253228
43,bernoulli,1,32,1.0,pca,32,0.6823455459770115,0.4254814107119993
44,bernoulli,1,32,1.0,pca,32,0.636506080730893,0.4337757862572236
45,bernoulli,1,32,1.0,pca,32,0.6672441933458882,0.4293450117675046
46,bernoulli,1,32,1.0,pca,32,0.6697081875234983,0.4337806298931859
47,bernoulli,1,32,1.0,pca,32,0.7275872801440983,0.3990244935890446
48,bernoulli,1,32,1.0,pca,32,0.574322606001757,0.4646615384513046
49,bernoulli,1,32,1.0,pca,32,0.6627485411552497,0.4388304643668798
5,bernoulli,1,32,1.0,pca,32,0.6681680412102922,0.4184748001510185
6,bernoulli,1,32,1.0,pca,32,0.6591464174454829,0.4358933272593355
7,bernoulli,1,32,1.0,pca,32,0.7184624846248463,0.4167683914304992
8,bernoulli,1,32,1.0,pca,32,0.6728088643923703,0.4315244768699435
9,bernoulli,1,32,1.0,pca,32,0.6688405448332291,0.4273908446198457
