seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,32,0.5,raw,32,0.6352457032195594,0.5256738856349473
1,bernoulli,1,32,0.5,raw,32,0.5514830508474576,0.4860640578733664
10,bernoulli,1,32,0.5,raw,32,0.603401424287856,0.5764710764779843
11,bernoulli,1,32,0.5,raw,32,0.6688421908245477,0.657906372005071
12,bernoulli,1,32,0.5,raw,32,0.5982234689107059,0.529185547329143
13,bernoulli,1,32,0.5,raw,32,0.6569960973370065,0.495953998255196
14,bernoulli,1,32,0.5,raw,32,0.5856986601039103,0.6026455678430753
15,bernoulli,1,32,0.5,raw,32,0.5817940359773028,0.5317297340175513
16,bernoulli,1,32,0.5,raw,32,0.6283289947937526,0.5029421610350169
17,bernoulli,1,32,0.5,raw,32,0.5951460161634191,0.4864206953688443
18,bernoulli,1,32,0.5,raw,32,0.6302862681133725,0.4644428415659928
19,bernoulli,1,32,0.5,raw,32,0.6144325571638346,0.4933601518324341
2,bernoulli,1,32,0.5,raw,32,0.6156147098006687,0.4536350602258766
20,bernoulli,1,32,0.5,raw,32,0.581820512820513,0.4843443891635622
21,bernoulli,1,32,0.5,raw,32,0.6153935968988627,0.5240981075448492
22,bernoulli,1,32,0.5,raw,32,0.623278954066875,0.675642252833223
23,bernoulli,1,32,0.5,raw,32,0.5688619900876859,0.451917453370326
24,bernoulli,1,32,0.5,raw,32,0.6085327783558794,0.4492122152101968
25,bernoulli,1,32,0.5,raw,32,0.6078916827852998,0.4545753058742527
26,bernoulli,1,32,0.5,raw,32,0.6191911764705883,0.609082689846087
27,bernoulli,1,32,0.5,raw,32,0.6264550264550265,0.4794454610086795
28,bernoulli,1,32,0.5,raw,32,0.5695138888888889,0.4634723790137092
29,bernoulli,1,32,0.5,raw,32,0.6098282597138431,0.4734976034758362
3,bernoulli,1,32,0.5,raw,32,0.618987951807229,0.452951217080454
30,bernoulli,1,32,0.5,raw,32,0.6023943766920841,0.4366271644601978
31,bernoulli,1,32,0.5,raw,32,0.5812973484848485,0.5399462877157426
32,bernoulli,1,32,0.5,raw,32,0.5858578395152949,0.5032886298277204
33,bernoulli,1,32,0.5,raw,32,0.5883751133328433,0.4866858549314359
34,bernoulli,1,32,0.5,raw,32,0.5958789380693421,0.5474765466430702
35,bernoulli,1,32,0.5,raw,32,0.6081324928933384,0.5058219925312467
36,bernoulli,1,32,0.5,raw,32,0.6156308851224105,0.5226133035255573
37,bernoulli,1,32,0.5,raw,32,0.6066540269589382,0.4524178248286581
38,bernoulli,1,32,0.5,raw,32,0.563,0.5474409716936257
39,bernoulli,1,32,0.5,raw,32,0.59776496547797,0.5365733298095792
4,bernoulli,1,32,0.5,raw,32,0.5791396103896104,0.5339324211514018
40,bernoulli,1,32,0.5,raw,32,0.6372549019607843,0.605201588416363
41,bernoulli,1,32,0.5,raw,32,0.6191457250317418,0.4776093756898827
42,bernoulli,1,32,0.5,raw,32,0.5676557070302058,0.5111875324745975
43,bernoulli,1,32,0.5,raw,32,0.6534492123845737,0.5393558754298666
44,bernoulli,1,32,0.5,raw,32,0.60939385500789,0.5167419588951769
45,bernoulli,1,32,0.5,raw,32,0.6141076769690927,0.4593914904845925
46,bernoulli,1,32,0.5,raw,32,0.6201411285433691,0.5739567996060556
47,bernoulli,1,32,0.5,raw,32,0.6447117794486216,0.5952167213666935
48,bernoulli,1,32,0.5,raw,32,0.5839917954455399,0.6148401601994379
49,bernoulli,1,32,0.5,raw,32,0.5636869794984312,0.5141252322893199
5,bernoulli,1,32,0.5,raw,32,0.598610027657613,0.4872205275522181
6,bernoulli,1,32,0.5,raw,32,0.5849574333356787,0.448502475404234
7,bernoulli,1,32,0.5,raw,32,0.5857142857142856,0.6075601941573031
8,bernoulli,1,32,0.5,raw,32,0.6721376050420168,0.5525327928227158
9,bernoulli,1,32,0.5,raw,32,0.6034544714083798,0.4374686468333955
