seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
34,bernoulli,1,4,1.0,raw,4,0.4284107946026986,0.4539042710804437,21,2,30,2
6,bernoulli,1,4,1.0,raw,4,0.5003748125937032,0.4615855752681939,15,2,30,2
23,bernoulli,1,4,1.0,raw,4,0.5579085457271364,0.4571353761133225,8,2,30,2
35,bernoulli,1,4,1.0,raw,4,0.4703898050974512,0.4353185491422286,21,2,30,2
47,bernoulli,1,4,1.0,raw,4,0.5125822686798297,0.4707001808675917,13,2,30,2
14,bernoulli,1,4,1.0,raw,4,0.6038647342995169,0.403902718622645,22,2,30,2
46,bernoulli,1,4,1.0,raw,4,0.6073563218390804,0.42669851908153,24,2,30,2
38,bernoulli,1,4,1.0,raw,4,0.5096030729833547,0.4194786038745066,18,2,30,2
43,bernoulli,1,4,1.0,raw,4,0.5329787234042553,0.4601178235782262,17,2,30,2
11,bernoulli,1,4,1.0,raw,4,0.5731792717086834,0.4630615787865075,10,2,30,2
22,bernoulli,1,4,1.0,raw,4,0.6344444444444444,0.4494565748841214,11,2,30,2
19,bernoulli,1,4,1.0,raw,4,0.6352504638218923,0.4241067524241321,13,2,30,2
2,bernoulli,1,4,1.0,raw,4,0.5416173570019724,0.4468120957496939,23,2,30,2
39,bernoulli,1,4,1.0,raw,4,0.5985185185185184,0.4542332119996534,4,2,30,2
7,bernoulli,1,4,1.0,raw,4,0.7030075187969925,0.4186498315770042,22,2,30,2
31,bernoulli,1,4,1.0,raw,4,0.4765535646206633,0.450910500784186,27,2,30,2
10,bernoulli,1,4,1.0,raw,4,0.5120593692022264,0.4635140610807863,23,2,30,2
42,bernoulli,1,4,1.0,raw,4,0.5602073365231259,0.4533377180986029,28,2,30,2
30,bernoulli,1,4,1.0,raw,4,0.395550527903469,0.4560698643513642,21,2,30,2
3,bernoulli,1,4,1.0,raw,4,0.4871794871794871,0.4545875819689806,28,2,30,2
0,bernoulli,1,4,1.0,raw,4,0.5402711323763956,0.4573320719248102,10,2,30,2
15,bernoulli,1,4,1.0,raw,4,0.5668402777777778,0.4365858507021297,2,2,30,2
18,bernoulli,1,4,1.0,raw,4,0.5897727272727272,0.470128115759548,10,2,30,2
26,bernoulli,1,4,1.0,raw,4,0.575983436853002,0.4269724639952172,7,2,30,2
27,bernoulli,1,4,1.0,raw,4,0.5402597402597403,0.4276082101027467,24,2,30,2
40,bernoulli,1,4,1.0,raw,4,0.5207166853303471,0.4656807552469207,19,2,30,2
24,bernoulli,1,4,1.0,raw,4,0.5,0.4563036776020141,12,2,30,2
4,bernoulli,1,4,1.0,raw,4,0.482383808095952,0.4713937907837312,27,2,30,2
44,bernoulli,1,4,1.0,raw,4,0.4933282500953106,0.4560624475247767,23,2,30,2
32,bernoulli,1,4,1.0,raw,4,0.6302083333333334,0.4409153326722487,22,2,30,2
28,bernoulli,1,4,1.0,raw,4,0.5483405483405484,0.4087436875022127,20,2,30,2
16,bernoulli,1,4,1.0,raw,4,0.4936567164179104,0.4509477264978892,5,2,30,2
48,bernoulli,1,4,1.0,raw,4,0.5703125,0.4436706424997618,6,2,30,2
5,bernoulli,1,4,1.0,raw,4,0.4927087936367653,0.4328818103916583,13,2,30,2
29,bernoulli,1,4,1.0,raw,4,0.44173140954495,0.4438388769038983,17,2,30,2
36,bernoulli,1,4,1.0,raw,4,0.528888888888889,0.4551025515046217,21,2,30,2
20,bernoulli,1,4,1.0,raw,4,0.5321428571428571,0.4513381057277518,22,2,30,2
8,bernoulli,1,4,1.0,raw,4,0.5120370370370371,0.4637415665633438,12,2,30,2
12,bernoulli,1,4,1.0,raw,4,0.5092165898617511,0.4432135018502812,25,2,30,2
17,bernoulli,1,4,1.0,raw,4,0.5174851190476191,0.4689101899136272,24,2,30,2
9,bernoulli,1,4,1.0,raw,4,0.466889880952381,0.4528584024871449,10,2,30,2
21,bernoulli,1,4,1.0,raw,4,0.4961154273029967,0.4563450185257484,26,2,30,2
41,bernoulli,1,4,1.0,raw,4,0.493359375,0.4418052119405263,10,2,30,2
13,bernoulli,1,4,1.0,raw,4,0.5323529411764706,0.4422907280818391,19,2,30,2
37,bernoulli,1,4,1.0,raw,4,0.5264520902700702,0.4642189378715554,13,2,30,2
1,bernoulli,1,4,1.0,raw,4,0.524759793052476,0.4498588314092198,9,2,30,2
49,bernoulli,1,4,1.0,raw,4,0.5104166666666667,0.4521502171392825,29,2,30,2
45,bernoulli,1,4,1.0,raw,4,0.5120593692022264,0.4636466696748866,17,2,30,2
25,bernoulli,1,4,1.0,raw,4,0.507421875,0.4506395345293547,11,2,30,2
33,bernoulli,1,4,1.0,raw,4,0.5950757575757576,0.44463660159993346,29,2,30,2
