seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,32,0.9,pca,32,0.5,0.4524358408581712
1,bernoulli,1,32,0.9,pca,32,0.5,0.442932427479671
10,bernoulli,1,32,0.9,pca,32,0.5,0.4632876661091167
11,bernoulli,1,32,0.9,pca,32,0.5,0.4383623275970135
12,bernoulli,1,32,0.9,pca,32,0.5,0.4515117339534761
13,bernoulli,1,32,0.9,pca,32,0.5,0.4443812755887359
14,bernoulli,1,32,0.9,pca,32,0.5,0.4525744283173863
15,bernoulli,1,32,0.9,pca,32,0.5,0.4432151996938618
16,bernoulli,1,32,0.9,pca,32,0.5,0.4467166546735427
17,bernoulli,1,32,0.9,pca,32,0.5,0.4600858417523906
18,bernoulli,1,32,0.9,pca,32,0.5,0.4449710875666169
19,bernoulli,1,32,0.9,pca,32,0.5,0.4549967156805198
2,bernoulli,1,32,0.9,pca,32,0.5,0.4387360380673696
20,bernoulli,1,32,0.9,pca,32,0.5,0.4461193972562034
21,bernoulli,1,32,0.9,pca,32,0.5,0.4615997955141243
22,bernoulli,1,32,0.9,pca,32,0.5,0.4421697613019139
23,bernoulli,1,32,0.9,pca,32,0.5,0.4552704564295198
24,bernoulli,1,32,0.9,pca,32,0.5,0.450909145862254
25,bernoulli,1,32,0.9,pca,32,0.5,0.4483117940874018
26,bernoulli,1,32,0.9,pca,32,0.5,0.4485594015547293
27,bernoulli,1,32,0.9,pca,32,0.5,0.4442589997135078
28,bernoulli,1,32,0.9,pca,32,0.5,0.443337292898513
29,bernoulli,1,32,0.9,pca,32,0.5,0.4395364639943933
3,bernoulli,1,32,0.9,pca,32,0.5,0.4499247269458072
30,bernoulli,1,32,0.9,pca,32,0.5,0.4540907991835974
31,bernoulli,1,32,0.9,pca,32,0.5,0.4467864655777732
32,bernoulli,1,32,0.9,pca,32,0.5,0.4365778980802692
33,bernoulli,1,32,0.9,pca,32,0.5,0.449082146482279
34,bernoulli,1,32,0.9,pca,32,0.5,0.4385561966320074
35,bernoulli,1,32,0.9,pca,32,0.5,0.4392176357432928
36,bernoulli,1,32,0.9,pca,32,0.5,0.4371724946485191
37,bernoulli,1,32,0.9,pca,32,0.5,0.4451785639067254
38,bernoulli,1,32,0.9,pca,32,0.5,0.4565463468865243
39,bernoulli,1,32,0.9,pca,32,0.5,0.4587797967032748
4,bernoulli,1,32,0.9,pca,32,0.5,0.4505327329736235
40,bernoulli,1,32,0.9,pca,32,0.5,0.4512553612556993
41,bernoulli,1,32,0.9,pca,32,0.5,0.444273506222101
42,bernoulli,1,32,0.9,pca,32,0.5,0.4473273555350991
43,bernoulli,1,32,0.9,pca,32,0.5,0.4381498211129935
44,bernoulli,1,32,0.9,pca,32,0.5,0.4426613745374249
45,bernoulli,1,32,0.9,pca,32,0.5,0.4590255394190264
46,bernoulli,1,32,0.9,pca,32,0.5,0.4471351233251635
47,bernoulli,1,32,0.9,pca,32,0.5,0.4424154846387343
48,bernoulli,1,32,0.9,pca,32,0.5,0.4493020519475058
49,bernoulli,1,32,0.9,pca,32,0.5,0.4488591786822796
5,bernoulli,1,32,0.9,pca,32,0.5,0.4258047499864766
6,bernoulli,1,32,0.9,pca,32,0.5,0.444404227909171
7,bernoulli,1,32,0.9,pca,32,0.5,0.4443437345051227
8,bernoulli,1,32,0.9,pca,32,0.5,0.4524581211163479
9,bernoulli,1,32,0.9,pca,32,0.5,0.4433943276764756
