seed,model_type,n_samples,pre_revision,j_percentage,rmse_naive,rmse_rasch,rmse_2pl,rmse_mirt,auc_naive,auc_rasch,auc_2pl,auc_mirt,rmse_knn,auc_knn,agent_batch_size,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,baseline_embedding_type
15,bernoulli,1,32,0.3,0.4265894088362154,0.4876850761100101,0.5893140523875714,0.4278524749615177,0.5,0.5783173734610123,0.5982900136798907,0.6017783857729136,0.4492336104878976,0.5403214774281806,32,5,2,30,pca
18,bernoulli,1,32,0.3,0.4511944158298562,0.5009753429851598,0.4969846430551198,0.4419388722466004,0.5,0.6117216117216118,0.5688339438339438,0.6205738705738706,0.451296289637541,0.6116834554334554,32,22,2,30,pca
39,bernoulli,1,32,0.3,0.4474712715304327,0.5705655202962209,0.5703649104871018,0.4438266392464556,0.5,0.6092369477911647,0.6188755020080321,0.6369477911646586,0.4612688716139573,0.5707161981258367,32,10,2,30,pca
32,bernoulli,1,32,0.3,0.4439087039942787,0.5886818260359263,0.6143856431072168,0.4389940873738494,0.5,0.5958333333333333,0.5783730158730158,0.6407738095238095,0.4351581498109722,0.6676256613756613,32,13,2,30,pca
4,bernoulli,1,32,0.3,0.470740827261381,0.6629049422112236,0.6953245869132464,0.452374033334231,0.5,0.628953143152188,0.6139150638957016,0.6563831160449206,0.4438018439458315,0.6886214018329676,32,2,2,30,pca
10,bernoulli,1,32,0.3,0.4350392757969111,0.5237790601766619,0.5684082429727082,0.430194555559205,0.5,0.5704906204906205,0.5273448773448773,0.6302308802308803,0.3900293004204458,0.7707431457431457,32,6,2,30,pca
44,bernoulli,1,32,0.3,0.4405635114472297,0.5886750421774247,0.6058277665433004,0.4223706900768186,0.5,0.6501955207963029,0.6457874155705653,0.6800568787771063,0.4354297839779164,0.6515463917525773,32,8,2,30,pca
40,bernoulli,1,32,0.3,0.468280525346971,0.6634609639442789,0.6768039616074286,0.4528171874989048,0.5,0.5707570207570207,0.5801587301587301,0.6153235653235654,0.4926363699568137,0.4962759462759462,32,30,2,30,pca
7,bernoulli,1,32,0.3,0.4483866240720399,0.5829895885692752,0.5054451561068809,0.4339237675549472,0.5,0.6366157127621757,0.6420902950586562,0.66277995023107,0.4167679802586306,0.700568787771063,32,3,2,30,pca
31,bernoulli,1,32,0.3,0.4244216244160396,0.5073011024062325,0.5574283046124374,0.4187086099125229,0.5,0.5947063688999172,0.6197959746346843,0.6143507030603805,0.4053799592631396,0.6703542872897712,32,16,2,30,pca
48,bernoulli,1,32,0.3,0.466260865649924,0.5064996915987663,0.601321828679598,0.4479950699460441,0.5,0.6645888594164456,0.6710875331564987,0.6712864721485411,0.4381293130354878,0.7076259946949602,32,2,2,30,pca
43,bernoulli,1,32,0.3,0.4560964103743985,0.5314446821843412,0.6010272133960955,0.4526976839589845,0.5,0.5881578122059837,0.5783729536473687,0.5974408831462084,0.443553898691797,0.6454556858809508,32,20,2,30,pca
47,bernoulli,1,32,0.3,0.4654225024310249,0.665698336649062,0.636120216495566,0.4472219454163563,0.5,0.5324767561983471,0.5830965909090908,0.5996255165289257,0.4861793137192295,0.6072443181818181,32,26,2,30,pca
28,bernoulli,1,32,0.3,0.4668339032286915,0.6253389393155947,0.6381297245654026,0.4576128169399315,0.5,0.6124127945241542,0.6005660128998288,0.6211662498354614,0.4633590484962734,0.6204093721205739,32,9,2,30,pca
20,bernoulli,1,32,0.3,0.4694218271620711,0.6715555984334148,0.6326168370047173,0.4536001739414998,0.5,0.5840200207532198,0.5762375633278398,0.6136543978514314,0.4434653336202042,0.6388634560214856,32,11,2,30,pca
5,bernoulli,1,32,0.3,0.4495933463572804,0.5218082522348342,0.6349844218017783,0.4385876759053133,0.5,0.5926282051282051,0.6083653846153847,0.6403205128205128,0.4489336518881241,0.6352884615384615,32,18,2,30,pca
13,bernoulli,1,32,0.3,0.4616501358609623,0.6170375496954966,0.686837006716527,0.458455661863782,0.5,0.5744641192917055,0.5164026095060578,0.5650823237030134,0.4553108111620537,0.6475924200062132,32,19,2,30,pca
21,bernoulli,1,32,0.3,0.4591530834751637,0.6281604016704218,0.6316143985887581,0.4485640191165011,0.5,0.6279680156259537,0.6255264603552464,0.6325459317585302,0.4555283476375997,0.6280900933894892,32,6,2,30,pca
33,bernoulli,1,32,0.3,0.4387149969631004,0.4292030898474014,0.5422874952115054,0.4163935560971917,0.5,0.684065524944155,0.7161578555472822,0.6795234549516008,0.3927057732448896,0.7551005212211468,32,3,2,30,pca
49,bernoulli,1,32,0.3,0.4502887422011271,0.5426858672789971,0.6083143736440944,0.4454380326934922,0.5,0.5351473922902494,0.5244472789115646,0.6144416099773241,0.4079018900451302,0.744437358276644,32,7,2,30,pca
37,bernoulli,1,32,0.3,0.4537515419284904,0.5066883849939353,0.5723158257764712,0.4481166589032485,0.5,0.5943950786056049,0.569172932330827,0.6345181134654818,0.4351100698516138,0.6848257006151743,32,15,2,30,pca
17,bernoulli,1,32,0.3,0.4410836551658359,0.5264555055486738,0.4585935673883909,0.4276788057087143,0.5,0.6566944959802102,0.6315708101422387,0.6544526901669759,0.4410588070159555,0.6029298082869512,32,25,2,30,pca
1,bernoulli,1,32,0.3,0.4732566362128295,0.6021354968387667,0.6528916028617866,0.4540308907592957,0.5,0.6421290228629678,0.6205766710353866,0.6755497305956022,0.4525448274800879,0.659421872724625,32,2,2,30,pca
29,bernoulli,1,32,0.3,0.4330841024777456,0.5188377742734535,0.7094517788109191,0.4250588544597544,0.5,0.6548476081544774,0.5677857767610845,0.671129650810738,0.4183096164209003,0.684686806162955,32,6,2,30,pca
9,bernoulli,1,32,0.3,0.4739658718417876,0.6377980498527817,0.6723443321599618,0.4580494387973095,0.5,0.6172213740458016,0.5709312977099236,0.6404885496183206,0.4474114092986123,0.6724274809160306,32,4,2,30,pca
45,bernoulli,1,32,0.3,0.4500730600917976,0.5533226306676863,0.6870707559060918,0.4423852208895104,0.5,0.6294300179650498,0.6158745712885839,0.6440470357667809,0.4686783735864719,0.5753715498938429,32,3,2,30,pca
25,bernoulli,1,32,0.3,0.4344677064613245,0.5735671310046636,0.5762032193208829,0.4332785104801858,0.5,0.5710302794527653,0.5670103092783504,0.5823769694611942,0.4419268348646692,0.5953770342994229,32,13,2,30,pca
23,beta,1,32,0.5,0.4353949619736377,0.4458757652904979,0.6039019338988992,0.4312383408283404,0.5,0.6014569469651139,0.554244807420851,0.5914876991328896,0.3965880347734246,0.7191596087920951,32,9,2,30,pca
16,beta,1,32,0.5,0.4368752719403513,0.4603169677061766,0.5505635527965446,0.4236136742116518,0.5,0.5992700364981751,0.5896455177241139,0.6058197090145493,0.4324446219894175,0.6211689415529223,32,29,2,30,pca
49,beta,1,32,0.5,0.448857717974355,0.4675193526602368,0.5241064949198747,0.4467123015539752,0.5,0.5512430426716141,0.5557204700061843,0.5751144094001237,0.4273841504068286,0.6803463203463205,32,21,2,30,pca
47,beta,1,32,0.5,0.4592477083631808,0.4549638006985393,0.6188026251714414,0.4463556018867105,0.5,0.6494028060293121,0.6160486100245136,0.6456475251655975,0.4511968927754538,0.6102592186929536,32,7,2,30,pca
15,beta,1,32,0.5,0.4541449577351918,0.4502707891848835,0.5589192649087403,0.4393709911310061,0.5,0.6507526564344746,0.6224419519874066,0.6630017709563164,0.4373284241886118,0.6785099370326643,32,5,2,30,pca
43,beta,1,32,0.5,0.4442876265535699,0.4340442859901057,0.5683352540655858,0.4357988458352038,0.5,0.6503995433789955,0.5942299709422997,0.6212899543378996,0.439404870668849,0.6126893939393939,32,18,2,30,pca
35,beta,1,32,0.5,0.4547907040327051,0.4859497252763289,0.6231330883683462,0.451814416884212,0.5,0.6255041338979632,0.577485380116959,0.6152450090744102,0.4393793171254068,0.6585375075620085,32,4,2,30,pca
27,beta,1,32,0.5,0.4489380000644189,0.4707142365596389,0.60768134165618,0.4389615679354532,0.5,0.6157425081122352,0.5974899790036267,0.634997136858179,0.4492412727348899,0.6276961252147356,32,17,2,30,pca
31,beta,1,32,0.5,0.4374394885858823,0.4359049159352342,0.5677184591061087,0.4321418027515902,0.5,0.5822265624999999,0.5833984375000001,0.5954799107142857,0.4209878742404036,0.6592912946428571,32,28,2,30,pca
3,beta,1,32,0.5,0.4484575207324937,0.4819401486462154,0.6174432490212746,0.4417913495569057,0.5,0.6156031468531468,0.6271124708624708,0.6281322843822843,0.4611007110525277,0.5790841103341103,32,4,2,30,pca
39,beta,1,32,0.5,0.4607344681310241,0.4850507145351726,0.6228829290722457,0.4508427331735418,0.5,0.5786698208521229,0.5997634360907813,0.6337202138932012,0.4158378543620733,0.7401493309676942,32,2,2,30,pca
46,beta,1,32,0.5,0.4629697772248659,0.4748185250303107,0.6234918757079901,0.4562865327553174,0.5,0.5943427463223121,0.5958327420651814,0.6277612222695237,0.4493189658457084,0.6574428834965234,32,8,2,30,pca
7,beta,1,32,0.5,0.4645556350399907,0.4909061525317919,0.6515386947564381,0.4583617349696844,0.5,0.5837604846225536,0.6059179869524698,0.6286346691519106,0.4274951492279755,0.7193150046598322,32,3,2,30,pca
0,beta,1,32,0.5,0.4524473516385248,0.4556750201801604,0.5980044578494533,0.448446605337392,0.5,0.6104656722126602,0.572623828647925,0.6134777204054312,0.4333367144318257,0.6612043411742207,32,3,2,30,pca
19,beta,1,32,0.5,0.4459308881476653,0.4729506939005053,0.6330251454184547,0.4419688799785818,0.5,0.6055321143928739,0.5409282700421941,0.6207102672292546,0.4332145028989277,0.6446319737458978,32,10,2,30,pca
10,beta,1,32,0.5,0.4502427413351094,0.4645503264050665,0.6221445419602483,0.4469114508801355,0.5,0.6041666666666666,0.6142401960784314,0.6225245098039216,0.4569243607685802,0.6037990196078431,32,4,2,30,pca
26,beta,1,32,0.5,0.4563861924530545,0.4784744400673696,0.615909387768543,0.4448945610631377,0.5,0.6194233391778687,0.6094389246054939,0.6227474186635495,0.4548878906543091,0.5964591856614065,32,11,2,30,pca
30,beta,1,32,0.5,0.4329446108974633,0.4415440808373866,0.582246702115263,0.4225988535946282,0.5,0.62375050999592,0.6045746634026928,0.6255864953080376,0.4243605648894788,0.6518895348837208,32,11,2,30,pca
14,beta,1,32,0.5,0.4375521254141206,0.4448665594558056,0.5908802601059823,0.4309720518881765,0.5,0.597071129707113,0.5555648535564853,0.6136122733612274,0.42000940874324,0.6840446304044631,32,27,2,30,pca
22,beta,1,32,0.5,0.4543965683741174,0.456932252774734,0.6177445083198072,0.4372279138543328,0.5,0.6599134199134199,0.6110327767470625,0.672752009894867,0.4363812720733946,0.6651329622758195,32,5,2,30,pca
18,beta,1,32,0.5,0.4494969874621591,0.4568426117851867,0.6309973976154135,0.4366272327159603,0.5,0.6288850038850039,0.5987519425019425,0.6362179487179487,0.4523208816624625,0.5911154817404817,32,19,2,30,pca
34,beta,1,32,0.5,0.4547874930634852,0.4567073587255755,0.5554335506569656,0.436823611559288,0.5,0.6393967734393267,0.6235445405658171,0.6474631751227495,0.4353500400412197,0.66620294599018,32,22,2,30,pca
2,beta,1,32,0.5,0.4376963106864908,0.4554157559954911,0.5616492354417092,0.4342971629103893,0.5,0.5655854753161975,0.5564055487556099,0.6072776417788657,0.4241218779449275,0.6671384128926969,32,9,2,30,pca
8,beta,1,32,0.5,0.4603443855694035,0.4700399293323286,0.657712555494059,0.451956310607181,0.5,0.5907228971745101,0.5877670716380394,0.6197458455522972,0.4448450378838813,0.6428105944234976,32,7,2,30,pca
38,beta,1,32,0.5,0.4406848684180132,0.4266520703074054,0.5575850923457536,0.4298844839615587,0.5,0.5968022245394509,0.5839148685864015,0.6304109515788349,0.4185504608724124,0.6539932087377344,32,12,2,30,pca
45,beta,1,32,0.5,0.4557422654222229,0.4631238744055368,0.6004645248133406,0.4451651747757222,0.5,0.6180540993919061,0.6046078842524638,0.6320245334451666,0.4217448033655425,0.7059918221849444,32,15,2,30,pca
6,beta,1,32,0.5,0.4502717985439579,0.4469703132512977,0.5784299664699767,0.4442438554193952,0.5,0.5874788015828152,0.5586772187676654,0.6115319389485585,0.451427750463304,0.6140616167326174,32,28,2,30,pca
42,beta,1,32,0.5,0.4292972873619813,0.440683465149559,0.5626449927909696,0.4258581144614801,0.5,0.5709435979684576,0.561320502539428,0.5885859395883454,0.4344032738080577,0.5898422881582464,32,7,2,30,pca
48,beta,1,32,0.5,0.4612199112142003,0.4651407366988946,0.5576493609711796,0.4458981895362542,0.5,0.6323987538940811,0.5841863225040795,0.626885229688968,0.4541442850996698,0.6108515057113187,32,21,2,30,pca
33,beta,1,32,0.5,0.4345904913514248,0.4351797909079161,0.5916670099669342,0.4282853397089224,0.5,0.590081846372833,0.5623506684967718,0.5990036093742057,0.4391708993647448,0.6006049514513752,32,22,2,30,pca
28,beta,1,32,0.5,0.4493422297067257,0.4680486996073426,0.4849164920125226,0.4403221692715014,0.5,0.5953010773374374,0.5853212774143902,0.6037658714890343,0.4503070419584325,0.595914293959215,32,5,2,30,pca
20,beta,1,32,0.5,0.4472340401903874,0.4473842147129699,0.5943690636435651,0.4391652329829856,0.5,0.6014117647058823,0.5514248366013073,0.6042875816993464,0.4381239222786745,0.6675424836601308,32,9,2,30,pca
36,beta,1,32,0.5,0.4482161570451868,0.4326171186115563,0.5727258335528244,0.4334283977397149,0.5,0.6514986914226458,0.6634240284430399,0.6641647326057972,0.4183538392000785,0.7029405955261467,32,6,2,30,pca
24,beta,1,32,0.5,0.4412104248206008,0.4466018749093496,0.5558343502370902,0.4370883810474923,0.5,0.5979087452471483,0.5557305812058664,0.6023628462791961,0.4378606978304132,0.6035985877240629,32,5,2,30,pca
40,beta,1,32,0.5,0.4585950945650889,0.4746229538721482,0.650592761088409,0.4450972856840368,0.5,0.6520793156307175,0.6356376403105375,0.6363546457004401,0.438612392261734,0.6712777530534539,32,4,2,30,pca
9,beta,1,32,0.5,0.4482844380597434,0.4464968775536437,0.6001547653549332,0.4384343524148295,0.5,0.6159703055106119,0.5409250975540116,0.6239887693918341,0.4304383566592928,0.6512444084895784,32,5,2,30,pca
32,beta,1,32,0.5,0.4551997533843641,0.4807417024470652,0.6556002488387185,0.448065912163207,0.5,0.6038724542886874,0.6075764332788266,0.6310638719587731,0.4344581373502141,0.68849412814033,32,3,2,30,pca
12,beta,1,32,0.5,0.4504193391935312,0.4586256207856754,0.6159804649212478,0.4429664214811398,0.5,0.638320019365771,0.5630355846042121,0.6418058581457273,0.4347225651148919,0.6654805131929314,32,7,2,30,pca
4,beta,1,32,0.5,0.4430961163392586,0.4348195764838444,0.5689891197240367,0.4371957572555331,0.5,0.5995911757678728,0.5495765749024396,0.5940561204173194,0.4150482715258206,0.6919615599033688,32,4,2,30,pca
29,beta,1,32,0.5,0.4417059733186192,0.4764946435865451,0.6467110734821759,0.436339337402098,0.5,0.5863228183283445,0.5770665438636886,0.6199401335482385,0.4152227915083905,0.7047432650241768,32,10,2,30,pca
41,beta,1,32,0.5,0.4415371456007773,0.4400079065121851,0.6095512819848837,0.433069943731139,0.5,0.5866578224201648,0.5999241921728419,0.6326873874727564,0.428480307863232,0.6574196910831043,32,13,2,30,pca
44,beta,1,32,0.5,0.4485828210714496,0.4749725114246902,0.6096221715983923,0.4389593953610273,0.5,0.6244107744107744,0.5944925444925444,0.6312169312169312,0.44131468776911,0.6484968734968735,32,26,2,30,pca
13,beta,1,32,0.5,0.4431392274356162,0.4485145190354389,0.5679788790590632,0.4385042075637117,0.5,0.6263060330299967,0.5805246601505449,0.6356589147286822,0.4517099054104692,0.6210959442759241,32,8,2,30,pca
21,beta,1,32,0.5,0.4532163626544768,0.4541731255039965,0.5917209035120543,0.444890458067005,0.5,0.6012265512265511,0.6020683020683021,0.6376382876382877,0.4486813191425078,0.6202861952861953,32,14,2,30,pca
25,beta,1,32,0.5,0.4439123461156034,0.4867492905000787,0.6676778327137061,0.4332114071823942,0.5,0.5458919319022946,0.5349617567234147,0.5785714285714285,0.4208600586566431,0.6530964717493215,32,2,2,30,pca
37,beta,1,32,0.5,0.4653241215901247,0.4963406376497626,0.6449124682714896,0.4484370022282513,0.5,0.6155008273182897,0.6246133186254526,0.6501282942855087,0.4337558443351818,0.6854991487014701,32,19,2,30,pca
5,beta,1,32,0.5,0.4691419393376497,0.530431959087099,0.6102723337249062,0.4572807022494996,0.5,0.5506101772967995,0.5182362422288741,0.5793230485839281,0.4658680537488713,0.5803131475938291,32,21,2,30,pca
17,beta,1,32,0.5,0.447499376541641,0.4784529975857806,0.5535878577848777,0.4419014440174943,0.5,0.5830240230951644,0.5820187648211155,0.6110165996494485,0.4518492926411919,0.6070084544798433,32,10,2,30,pca
1,beta,1,32,0.5,0.4418123284697216,0.4517996247927056,0.6139658611635638,0.4359596588628442,0.5,0.5835913312693498,0.5644915456060967,0.6020004763038818,0.4217179147232224,0.6571564658251965,32,9,2,30,pca
11,beta,1,32,0.5,0.4548099038449831,0.4537413614412316,0.6268979580099171,0.4448116062021863,0.5,0.6307598784194528,0.6080243161094224,0.6585531914893616,0.4625634272359526,0.5929726443768997,32,10,2,30,pca
3,bernoulli,1,32,0.5,0.4496272841664109,0.5632355701902554,0.6662698076105745,0.4388141988860749,0.5,0.616064491064491,0.5813908313908314,0.6269667832167832,0.4658701328210647,0.5801767676767677,32,9,2,30,pca
31,bernoulli,1,32,0.5,0.4359575055088478,0.5013271540197974,0.5507794643941302,0.4337822616023419,0.5,0.5842912946428571,0.59296875,0.6097935267857142,0.4240601603219265,0.6515485491071429,32,28,2,30,pca
16,bernoulli,1,32,0.5,0.438626219224037,0.5996797004737178,0.6529012798824377,0.4232758646383405,0.5,0.6031198440077996,0.5963826808659567,0.6185940702964852,0.4361694402556712,0.622206389680516,32,8,2,30,pca
42,bernoulli,1,32,0.5,0.4286245723965866,0.5111875324745975,0.69488728840848,0.4270397799854634,0.5,0.5676557070302058,0.5693932103715583,0.5952419139267575,0.445799811906377,0.5788158246458166,32,7,2,30,pca
27,bernoulli,1,32,0.5,0.4496616502162248,0.5455598002627111,0.4723105309074196,0.4387441044055401,0.5,0.6163151364764268,0.6067474708913915,0.636786600496278,0.4516196567832755,0.6261094674556213,32,4,2,30,pca
7,bernoulli,1,32,0.5,0.4660917726705607,0.5599723822731719,0.642949840318574,0.4533116186541798,0.5,0.5867194780987884,0.6299161230195713,0.6283550792171482,0.4330769285412658,0.7145619757688724,32,3,2,30,pca
38,bernoulli,1,32,0.5,0.4389725155101644,0.4647041399656617,0.5602748888863054,0.4323324123008543,0.5,0.5984866714793723,0.6067217454078767,0.6229779952407689,0.4202021351106388,0.6530039303761932,32,5,2,30,pca
2,bernoulli,1,32,0.5,0.4375988984723497,0.5854112932585326,0.6870248409663756,0.434755076017355,0.5,0.5658404732762138,0.5251427988576092,0.5811148510811913,0.4313636339824196,0.6538147694818441,32,9,2,30,pca
14,bernoulli,1,32,0.5,0.4370944664043049,0.5052442898359211,0.6900571171298654,0.4320862140148714,0.5,0.5988563458856346,0.5553556485355648,0.6158716875871688,0.4270957987602154,0.6681589958158995,32,3,2,30,pca
34,bernoulli,1,32,0.5,0.456031635363467,0.556868228892595,0.6854032273603092,0.4376569534508562,0.5,0.6367781155015197,0.5851999064765022,0.6496142155716624,0.4371439131795013,0.6743628711713818,32,16,2,30,pca
11,bernoulli,1,32,0.5,0.4554650622262732,0.553824465246239,0.6489633702857747,0.4447358061341213,0.5,0.6293009118541033,0.5838297872340426,0.6413617021276595,0.4703790649250584,0.589386018237082,32,3,2,30,pca
19,bernoulli,1,32,0.5,0.4468625847218903,0.6017135826726989,0.4695526086452676,0.4387325227957067,0.5,0.6022503516174402,0.5796061884669479,0.6048054383497421,0.4391122979809097,0.6453586497890296,32,10,2,30,pca
6,bernoulli,1,32,0.5,0.4489781274289505,0.4742399434062535,0.5803494573440572,0.4469343399450382,0.5,0.5877897117015263,0.5614188807235726,0.6129451667608818,0.4590960103081183,0.5907716223855285,32,7,2,30,pca
18,bernoulli,1,32,0.5,0.4508557719177734,0.5748794802536541,0.5593115722669016,0.4352280172343465,0.5,0.6280837218337219,0.5884081196581197,0.6457604895104896,0.4567321222300701,0.5873518842268843,32,4,2,30,pca
43,bernoulli,1,32,0.5,0.4432214362713887,0.5566210826990364,0.56966556801903,0.436244747627578,0.5,0.6509443752594437,0.6050228310502284,0.6515670402656704,0.4436842110717893,0.6072021585720216,32,7,2,30,pca
30,bernoulli,1,32,0.5,0.4323559180926569,0.5814088142992535,0.5755733420007096,0.4228465584333309,0.5,0.6245410036719705,0.6105033659730722,0.6366279069767441,0.4286130997715407,0.6580987352101183,32,5,2,30,pca
40,bernoulli,1,32,0.5,0.4608422520391287,0.5706426892667187,0.6409133634295726,0.4407495998850286,0.5,0.6551451317806458,0.6371705483855016,0.6686940612174257,0.4448373334104981,0.6666048558571922,32,7,2,30,pca
22,bernoulli,1,32,0.5,0.4544195231015557,0.5429843378916916,0.6642698749545093,0.4356786075374606,0.5,0.6580086580086579,0.6345825602968461,0.6688188002473716,0.439556245360941,0.6607792207792207,32,2,2,30,pca
15,bernoulli,1,32,0.5,0.4542837782306151,0.5123901621652112,0.6445481038057463,0.4375794032111736,0.5,0.6547127115308933,0.6184081070444706,0.6530401416765053,0.43832608977861,0.672840417158599,32,5,2,30,pca
23,bernoulli,1,32,0.5,0.4357721575762639,0.5090615390419598,0.5820255919315875,0.4285943257226807,0.5,0.6001461988304093,0.5745866102036701,0.6104305303488606,0.4001765353338936,0.7129713651945957,32,2,2,30,pca
10,bernoulli,1,32,0.5,0.4509371522623203,0.5460602003714731,0.6141697467207399,0.445824562934221,0.5,0.6042892156862745,0.6222794117647059,0.6127205882352941,0.4586708621386048,0.6018382352941176,32,4,2,30,pca
20,bernoulli,1,32,0.5,0.4470020667066737,0.5700109546846804,0.5825768288302138,0.4392419943668891,0.5,0.5814117647058823,0.5726013071895425,0.622797385620915,0.4383539652894268,0.6697908496732027,32,9,2,30,pca
36,bernoulli,1,32,0.5,0.4469779476213452,0.4702691257791511,0.5826048872413683,0.4364113375718559,0.5,0.6502641844847169,0.672411238951163,0.6499432126808553,0.4217482129066471,0.7043355883660066,32,5,2,30,pca
47,bernoulli,1,32,0.5,0.4596073387006216,0.5938100784424226,0.4610627860799706,0.4436192024241226,0.5,0.6486986908673655,0.621864079695405,0.6532363219110208,0.4625057278098013,0.5922260470453242,32,2,2,30,pca
28,bernoulli,1,32,0.5,0.4509765565524425,0.5541920934546771,0.6513366234513074,0.4377687684517561,0.5,0.594651789149673,0.5521354367064256,0.6045714697960755,0.4531097573972263,0.6046315890727203,32,21,2,30,pca
32,bernoulli,1,32,0.5,0.4568474228725199,0.6470066738182437,0.6240615713678976,0.4452313298986254,0.5,0.6099796838610574,0.6249690302760023,0.6305683563748079,0.4387000179349897,0.6816312373024132,32,3,2,30,pca
12,bernoulli,1,32,0.5,0.4505363380836474,0.5486588946858472,0.6102834434643707,0.441002923125356,0.5,0.6164124909222949,0.5592108448317599,0.66560154926168,0.4433592405613095,0.6488501573468893,32,7,2,30,pca
26,bernoulli,1,32,0.5,0.4570617176561977,0.5840018789672672,0.6688955023939567,0.4452306270625691,0.5,0.6187171244886032,0.5925871809857783,0.6280196766023768,0.4590350346305025,0.5929889927917398,32,11,2,30,pca
39,bernoulli,1,32,0.5,0.4618601374370631,0.5695724650306283,0.6586307755059762,0.4496260248012916,0.5,0.5793844409945541,0.5559128656267711,0.6230994800522413,0.419142367740645,0.740223257189325,32,2,2,30,pca
1,bernoulli,1,32,0.5,0.4421801071088166,0.5345843802828607,0.5836830765307093,0.435372578595832,0.5,0.5871397951893308,0.5659442724458205,0.6229340319123601,0.4222942494333958,0.6518218623481782,32,22,2,30,pca
35,bernoulli,1,32,0.5,0.4554344223199064,0.5435902996781584,0.6048600613506719,0.4469165522590466,0.5,0.6254537205081669,0.5963651945956846,0.6288062109296227,0.4460707449785073,0.6421531558782012,32,4,2,30,pca
33,bernoulli,1,32,0.5,0.4341524837206701,0.4805524799613558,0.5378547351751064,0.4290243580278713,0.5,0.5898022469625337,0.5733567180112857,0.5923440597834375,0.4439629299093535,0.5955975801941945,32,21,2,30,pca
9,bernoulli,1,32,0.5,0.4478009780551525,0.5228241985628826,0.6020114263958276,0.4374144504555414,0.5,0.6173503378699915,0.5689064433234987,0.6375987436946798,0.4344512776426604,0.6455101360997431,32,4,2,30,pca
44,bernoulli,1,32,0.5,0.4488424134532351,0.6102441800069299,0.6393308826786736,0.4385844992004173,0.5,0.6253968253968254,0.6114718614718615,0.6409571909571911,0.4436109392114979,0.6537878787878788,32,16,2,30,pca
13,bernoulli,1,32,0.5,0.4423758062014168,0.4958211044465083,0.5181006043676354,0.4370491395411385,0.5,0.6270643747893495,0.595607235142119,0.6349005729693293,0.4578675500626606,0.6137231771711043,32,3,2,30,pca
37,bernoulli,1,32,0.5,0.4666607869862091,0.632366376377294,0.6675544926549123,0.448778982103221,0.5,0.6138461907388313,0.5861130428526894,0.6528860219179397,0.4350760442485705,0.6866502002350064,32,19,2,30,pca
48,bernoulli,1,32,0.5,0.4626503493819427,0.54022792941956,0.6393529777425889,0.4464017696509611,0.5,0.6300252188102655,0.5694506255253917,0.6337833160263067,0.4591309496003098,0.6005909113385749,32,21,2,30,pca
45,bernoulli,1,32,0.5,0.455626766871204,0.5461202044757764,0.6990782953625635,0.4456286395701426,0.5,0.6162455441392325,0.6199937093730341,0.6303732438666387,0.4243909728593497,0.7009200041937513,32,15,2,30,pca
24,bernoulli,1,32,0.5,0.4396116860754192,0.5549296535552029,0.6815703391315633,0.4406045198753736,0.5,0.5986692015209125,0.5929657794676806,0.6087724063009234,0.4361368639527607,0.6217680608365018,32,5,2,30,pca
4,bernoulli,1,32,0.5,0.4413430160195472,0.5084001515462546,0.5719616964943532,0.4381379347074089,0.5,0.5999362871326556,0.5677081950675622,0.6123868432928934,0.4212100298395135,0.6717194510074597,32,4,2,30,pca
25,bernoulli,1,32,0.5,0.4473422455437585,0.5613718906402267,0.6572284896845003,0.4331894785569335,0.5,0.5537626449543548,0.5594621268196398,0.5851838144584258,0.4257343161377064,0.6580064150012337,32,7,2,30,pca
8,bernoulli,1,32,0.5,0.4613527593406744,0.5322948167064447,0.4955938629144489,0.4498366542891212,0.5,0.5954941116231438,0.5862775217613927,0.6162779872457294,0.4528053241263817,0.6332099799841735,32,7,2,30,pca
41,bernoulli,1,32,0.5,0.4415198660946294,0.5161361761437528,0.5962055026550654,0.4336299537459306,0.5,0.5886477778830663,0.599521463091064,0.6294181749265612,0.4323695660305079,0.653510849995262,32,19,2,30,pca
46,bernoulli,1,32,0.5,0.4634120917219903,0.5500595288139538,0.6605722143906427,0.4546001363504846,0.5,0.5901329170805544,0.6018991533040066,0.6164325244785016,0.4536677267293202,0.6601272409062957,32,2,2,30,pca
17,bernoulli,1,32,0.5,0.4479513783274975,0.5202881311890333,0.637479736903667,0.4404551631892917,0.5,0.5877925559336014,0.5777915248994743,0.6050623775646975,0.4538795502733198,0.6144963398288483,32,4,2,30,pca
21,bernoulli,1,32,0.5,0.4529909889417574,0.49395914476967,0.5144093082801245,0.4455364065932108,0.5,0.6015151515151514,0.6056036556036555,0.6239778739778741,0.4554322465300718,0.6074434824434825,32,16,2,30,pca
49,bernoulli,1,32,0.5,0.4490714287716375,0.6018493018204988,0.5982161747591495,0.4461324404424437,0.5,0.5529251700680272,0.5564625850340136,0.5746196660482374,0.4321831793027807,0.6711688311688312,32,14,2,30,pca
29,bernoulli,1,32,0.5,0.4431514168251076,0.59434647464594,0.6495865442206024,0.4339891984535901,0.5,0.5860234860695371,0.580451300944048,0.6182592677872438,0.4223220893309737,0.6976283674879116,32,10,2,30,pca
