seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,1,32,0.9,raw,32,0.5502496201432603,0.6147103393919464
1,bernoulli,1,32,0.9,raw,32,0.6223610165894639,0.6043814217148367
10,bernoulli,1,32,0.9,raw,32,0.5890391804774662,0.6253803049793126
11,bernoulli,1,32,0.9,raw,32,0.567531179138322,0.6075072642468954
12,bernoulli,1,32,0.9,raw,32,0.6166732331191659,0.6875226060445215
13,bernoulli,1,32,0.9,raw,32,0.5927389346243257,0.6337024882337117
14,bernoulli,1,32,0.9,raw,32,0.5968115646357635,0.6379352719811914
15,bernoulli,1,32,0.9,raw,32,0.6418844774382654,0.5499677670310341
16,bernoulli,1,32,0.9,raw,32,0.63576606186124,0.6495726657021677
17,bernoulli,1,32,0.9,raw,32,0.5404363934611687,0.5491521021639043
18,bernoulli,1,32,0.9,raw,32,0.5454123730940339,0.6084480081756815
19,bernoulli,1,32,0.9,raw,32,0.533770348519611,0.6404357025710944
2,bernoulli,1,32,0.9,raw,32,0.5928600954492502,0.6337824322981157
20,bernoulli,1,32,0.9,raw,32,0.5797292268941237,0.591040704148425
21,bernoulli,1,32,0.9,raw,32,0.5787390443878992,0.6571858635780904
22,bernoulli,1,32,0.9,raw,32,0.6407324550501285,0.6154522948862954
23,bernoulli,1,32,0.9,raw,32,0.5254557291666666,0.6456507352886387
24,bernoulli,1,32,0.9,raw,32,0.5780106668966807,0.6242944072378166
25,bernoulli,1,32,0.9,raw,32,0.5521579368821237,0.6463148926374406
26,bernoulli,1,32,0.9,raw,32,0.5661459280819842,0.689466611389874
27,bernoulli,1,32,0.9,raw,32,0.6171801722422761,0.6030235877286872
28,bernoulli,1,32,0.9,raw,32,0.5856359950394688,0.6736003988491336
29,bernoulli,1,32,0.9,raw,32,0.5747924648786717,0.6423364898041217
3,bernoulli,1,32,0.9,raw,32,0.5541425397865909,0.5083824480541519
30,bernoulli,1,32,0.9,raw,32,0.5676578539886448,0.6331132950976449
31,bernoulli,1,32,0.9,raw,32,0.5696220930232558,0.5055681074974847
32,bernoulli,1,32,0.9,raw,32,0.5868654244306418,0.5025783459713161
33,bernoulli,1,32,0.9,raw,32,0.6380486183714023,0.656783749732946
34,bernoulli,1,32,0.9,raw,32,0.5821989845718479,0.5905250000437977
35,bernoulli,1,32,0.9,raw,32,0.6385972265379418,0.5297382667991964
36,bernoulli,1,32,0.9,raw,32,0.5165634152278206,0.5956918934247918
37,bernoulli,1,32,0.9,raw,32,0.5694976076555023,0.604791249879419
38,bernoulli,1,32,0.9,raw,32,0.5785630674356192,0.6450890872481715
39,bernoulli,1,32,0.9,raw,32,0.5902535964264358,0.6399440402659721
4,bernoulli,1,32,0.9,raw,32,0.5613827980966122,0.6179225504083391
40,bernoulli,1,32,0.9,raw,32,0.5938254935590994,0.6036078126490215
41,bernoulli,1,32,0.9,raw,32,0.5700994059886046,0.6081741433904105
42,bernoulli,1,32,0.9,raw,32,0.588824750047161,0.6617486021476021
43,bernoulli,1,32,0.9,raw,32,0.6344796933162953,0.5377464538929037
44,bernoulli,1,32,0.9,raw,32,0.6441183539024838,0.4599904822318571
45,bernoulli,1,32,0.9,raw,32,0.564496641051665,0.6680239604418932
46,bernoulli,1,32,0.9,raw,32,0.6299546485260771,0.5063098095072597
47,bernoulli,1,32,0.9,raw,32,0.6302349646944241,0.610915754862972
48,bernoulli,1,32,0.9,raw,32,0.6414509948028768,0.61487161750119
49,bernoulli,1,32,0.9,raw,32,0.5533577692468967,0.6297319808281049
5,bernoulli,1,32,0.9,raw,32,0.5890234219928543,0.5879089504693537
6,bernoulli,1,32,0.9,raw,32,0.5994757908704497,0.5262299537465033
7,bernoulli,1,32,0.9,raw,32,0.5594649929250691,0.6739024687956582
8,bernoulli,1,32,0.9,raw,32,0.6124947007361159,0.5129801803463382
9,bernoulli,1,32,0.9,raw,32,0.5816400341947787,0.5510022687138342
