seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,4,1.0,raw,4,0.6072567783094098,0.4571671406142786
1,beta,1,4,1.0,raw,4,0.5853658536585366,0.439075137869432
10,beta,1,4,1.0,raw,4,0.561038961038961,0.4652453699101904
11,beta,1,4,1.0,raw,4,0.4954481792717087,0.4634652092560291
12,beta,1,4,1.0,raw,4,0.5046082949308756,0.4556120331414336
13,beta,1,4,1.0,raw,4,0.3777310924369748,0.5450243016170746
14,beta,1,4,1.0,raw,4,0.443370907139023,0.4542528126177632
15,beta,1,4,1.0,raw,4,0.5581597222222222,0.5331268255956055
16,beta,1,4,1.0,raw,4,0.4671641791044776,0.4786481090016968
17,beta,1,4,1.0,raw,4,0.5706845238095238,0.5306339057381703
18,beta,1,4,1.0,raw,4,0.5162878787878789,0.4897220259559244
19,beta,1,4,1.0,raw,4,0.6434137291280149,0.4009890294726665
2,beta,1,4,1.0,raw,4,0.567258382642998,0.4649858017261223
20,beta,1,4,1.0,raw,4,0.5492063492063493,0.4140955174075671
21,beta,1,4,1.0,raw,4,0.6185719570847206,0.4577654134081456
22,beta,1,4,1.0,raw,4,0.5992592592592593,0.4399013183484243
23,beta,1,4,1.0,raw,4,0.5243628185907047,0.4431153688877206
24,beta,1,4,1.0,raw,4,0.5092658588738417,0.5248120039446559
25,beta,1,4,1.0,raw,4,0.54765625,0.4800227040891693
26,beta,1,4,1.0,raw,4,0.5482401656314699,0.55997946062909
27,beta,1,4,1.0,raw,4,0.4311688311688312,0.5227494913588557
28,beta,1,4,1.0,raw,4,0.3881673881673881,0.4854964226238324
29,beta,1,4,1.0,raw,4,0.5623381428042915,0.4339838249415938
3,beta,1,4,1.0,raw,4,0.3783037475345167,0.4941916609029657
30,beta,1,4,1.0,raw,4,0.5294117647058825,0.483111810960658
31,beta,1,4,1.0,raw,4,0.4754098360655738,0.6148004363919052
32,beta,1,4,1.0,raw,4,0.4453125,0.459726812625311
33,beta,1,4,1.0,raw,4,0.5700757575757576,0.4367981969806205
34,beta,1,4,1.0,raw,4,0.5123688155922039,0.4550276306691647
35,beta,1,4,1.0,raw,4,0.4861319340329835,0.4526590220399724
36,beta,1,4,1.0,raw,4,0.4544444444444445,0.4919621390646243
37,beta,1,4,1.0,raw,4,0.6670366259711432,0.4460622933381799
38,beta,1,4,1.0,raw,4,0.5040546308151943,0.4188535007274501
39,beta,1,4,1.0,raw,4,0.4262962962962963,0.4465980211603166
4,beta,1,4,1.0,raw,4,0.5599700149925038,0.5008158286500695
40,beta,1,4,1.0,raw,4,0.5755879059350504,0.4559565894017925
41,beta,1,4,1.0,raw,4,0.6246093749999999,0.4408836478122558
42,beta,1,4,1.0,raw,4,0.6562998405103668,0.4886168127957387
43,beta,1,4,1.0,raw,4,0.5085106382978724,0.4649185473105522
44,beta,1,4,1.0,raw,4,0.4086923370186809,0.4685739822517483
45,beta,1,4,1.0,raw,4,0.5680890538033394,0.448930498604161
46,beta,1,4,1.0,raw,4,0.4312643678160919,0.5082963252536432
47,beta,1,4,1.0,raw,4,0.5485869144405731,0.5099582819612015
48,beta,1,4,1.0,raw,4,0.4859375,0.588023249979068
49,beta,1,4,1.0,raw,4,0.5703125,0.4505443750599521
5,beta,1,4,1.0,raw,4,0.4427750773309766,0.5350232759653184
6,beta,1,4,1.0,raw,4,0.4928785607196401,0.4748198744911827
7,beta,1,4,1.0,raw,4,0.6259398496240602,0.5161791338091922
8,beta,1,4,1.0,raw,4,0.518888888888889,0.4793618951669875
9,beta,1,4,1.0,raw,4,0.6067708333333334,0.441960872496599
