seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
35,bernoulli,1,32,0.5,raw,32,0.5,0.4584175018130038
0,bernoulli,1,32,0.5,raw,32,0.5,0.4533885814009252
47,bernoulli,1,32,0.5,raw,32,0.5,0.461985479725305
15,bernoulli,1,32,0.5,raw,32,0.5,0.4606685500345683
43,bernoulli,1,32,0.5,raw,32,0.5,0.4390057639121613
34,bernoulli,1,32,0.5,raw,32,0.5,0.4562368580480074
18,bernoulli,1,32,0.5,raw,32,0.5,0.467896686157367
46,bernoulli,1,32,0.5,raw,32,0.5,0.4482027921630517
3,bernoulli,1,32,0.5,raw,32,0.5,0.4496218489864465
31,bernoulli,1,32,0.5,raw,32,0.5,0.4602831705957067
42,bernoulli,1,32,0.5,raw,32,0.5,0.4286245723965866
14,bernoulli,1,32,0.5,raw,32,0.5,0.4533422705555914
22,bernoulli,1,32,0.5,raw,32,0.5,0.4821260912316385
11,bernoulli,1,32,0.5,raw,32,0.5,0.4601557454752463
10,bernoulli,1,32,0.5,raw,32,0.5,0.4475942012798173
7,bernoulli,1,32,0.5,raw,32,0.5,0.4509300310358321
39,bernoulli,1,32,0.5,raw,32,0.5,0.4704605680556829
23,bernoulli,1,32,0.5,raw,32,0.5,0.4446309210892706
27,bernoulli,1,32,0.5,raw,32,0.5,0.4479564844959734
19,bernoulli,1,32,0.5,raw,32,0.5,0.4631045044547915
26,bernoulli,1,32,0.5,raw,32,0.5,0.4497817616287191
38,bernoulli,1,32,0.5,raw,32,0.5,0.4508984054833765
6,bernoulli,1,32,0.5,raw,32,0.5,0.4530322045642926
2,bernoulli,1,32,0.5,raw,32,0.5,0.4470932974183494
30,bernoulli,1,32,0.5,raw,32,0.5,0.4416021908026321
1,bernoulli,1,32,0.5,raw,32,0.5,0.44799498679132
36,bernoulli,1,32,0.5,raw,32,0.5,0.4511110999718609
32,bernoulli,1,32,0.5,raw,32,0.5,0.4647424892118225
20,bernoulli,1,32,0.5,raw,32,0.5,0.4521391601928982
4,bernoulli,1,32,0.5,raw,32,0.5,0.4497831862060837
16,bernoulli,1,32,0.5,raw,32,0.5,0.4408358373853286
40,bernoulli,1,32,0.5,raw,32,0.5,0.444875653472489
33,bernoulli,1,32,0.5,raw,32,0.5,0.440362658760592
48,bernoulli,1,32,0.5,raw,32,0.5,0.4551939919116307
44,bernoulli,1,32,0.5,raw,32,0.5,0.4609431735190674
17,bernoulli,1,32,0.5,raw,32,0.5,0.4526680911816096
8,bernoulli,1,32,0.5,raw,32,0.5,0.4455409384272946
12,bernoulli,1,32,0.5,raw,32,0.5,0.4745187712163144
24,bernoulli,1,32,0.5,raw,32,0.5,0.4515614334674634
28,bernoulli,1,32,0.5,raw,32,0.5,0.451353457682364
45,bernoulli,1,32,0.5,raw,32,0.5,0.4571555368041227
37,bernoulli,1,32,0.5,raw,32,0.5,0.4425299191462647
49,bernoulli,1,32,0.5,raw,32,0.5,0.4599380163487137
25,bernoulli,1,32,0.5,raw,32,0.5,0.4387150309285694
21,bernoulli,1,32,0.5,raw,32,0.5,0.4630127114040252
29,bernoulli,1,32,0.5,raw,32,0.5,0.4619023843785065
9,bernoulli,1,32,0.5,raw,32,0.5,0.4448885321578116
5,bernoulli,1,32,0.5,raw,32,0.5,0.4588309498288653
13,bernoulli,1,32,0.5,raw,32,0.5,0.4353104193282396
41,bernoulli,1,32,0.5,raw,32,0.5,0.4451097227494184
