n_samples,model_type,seed,lambda_tau,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count
54,beta,0,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,1086,0.3529684669287476,0.6202205882352941,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.7866886258125305, 0.8494118452072144, 0.8471517562866211, 0.3456466794013977, 0.8044126629829407, 0.26612478494644165, 0.8899030089378357, 0.8562442064285278, 0.7925530672073364, 0.9290473461151123, 0.7371256351470947, 0.8178468942642212, 1.118381381034851, 0.8485008478164673, 1.1217316389083862, 0.9342702031135559, 0.7646564841270447, 0.8576741814613342, 0.8824934959411621, 0.8687788844108582, 0.9023342728614807, 0.8218355774879456, 0.8980615735054016, 0.8736244440078735, 0.7075204253196716, 0.840246319770813, 0.827008068561554, 0.7638654112815857, 0.9294904470443726, 0.8396507501602173]",sae,32
54,beta,2,0.0535,train_items_only_refit_v1,train_items_only,106,none,,30.0,1002,0.248751862485421,0.5172284644194757,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6577693223953247, 0.6491441130638123, 0.5905636548995972, 0.7264845371246338, 0.5756540298461914, 0.6273137331008911, 0.6686968803405762, 0.5834225416183472, 0.574793815612793, 0.7457898855209351, 0.4757746756076813, 0.5050403475761414, 0.582526683807373, 0.5505114793777466, 0.5655732154846191, 0.5059840679168701, 0.6502008438110352, 0.5164399743080139, 0.5103620886802673, 0.5910469889640808, 0.6616486310958862, 0.5079994201660156, 0.5485932230949402, 0.497651070356369, 0.5788488984107971, 0.6335322260856628, 0.6211062073707581, 0.5302317142486572, 0.5591780543327332, 0.6242319345474243]",sae,32
54,beta,1,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,1002,0.3019183327590902,0.6221804511278196,29,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.28256988525390625, 0.2428363710641861, 0.22386868298053741, 0.2729790210723877, 0.311586856842041, 0.12198256701231003, 0.20186154544353485, 0.2628227174282074, 0.32588958740234375, 0.3121459484100342, 0.2969368100166321, 0.32151100039482117, 0.09605460613965988, 0.320400208234787, 0.33305421471595764, 0.3035746216773987, 0.34695965051651, 0.22304882109165192, 0.0, 0.22928236424922943, 0.1998041421175003, 0.2062596082687378, 0.3149367868900299, 0.36903896927833557, 0.25085872411727905, 0.008792474865913391, 0.2653665542602539, 0.33406609296798706, 0.3178366720676422, 0.1603284329175949]",sae,32
54,beta,4,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,1024,0.3351475498875348,0.5077479338842976,28,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 29]","[0.6026350259780884, 0.4729049801826477, 0.17574772238731384, 0.42527106404304504, 0.15951502323150635, 0.37103551626205444, 0.15185028314590454, 0.24242594838142395, 0.30781853199005127, 0.17910940945148468, 0.6683064103126526, 0.46864721179008484, 0.2803763747215271, 0.21605552732944489, 0.06282969564199448, 0.5160157084465027, 0.48516136407852173, 0.6577969789505005, 0.4401669502258301, 0.33616316318511963, 0.428318589925766, 0.45614632964134216, 0.0, 0.4210771322250366, 0.26038479804992676, 0.17196635901927948, 0.0, 0.4858621060848236, 0.31495264172554016, 0.20912066102027893]",sae,32
54,beta,3,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,929,0.3192243818662927,0.5507352941176471,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.0957931280136108, 0.6804231405258179, 1.1620887517929077, 1.004149079322815, 1.1089205741882324, 1.1342644691467285, 1.157111406326294, 1.0556806325912476, 1.0922558307647705, 1.0618116855621338, 0.9490787386894226, 1.102858066558838, 1.1346957683563232, 0.9441776871681213, 1.1307755708694458, 1.0606075525283813, 1.0970468521118164, 1.0606272220611572, 1.1180373430252075, 0.9823465943336487, 1.2473881244659424, 0.8286613821983337, 1.0540099143981934, 1.1656538248062134, 1.160776138305664, 0.9259166717529297, 0.9448404908180237, 0.9136185646057129, 0.997977614402771, 1.0801520347595215]",sae,32
54,beta,6,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,997,0.3302342423744919,0.7779535864978903,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.0741163492202759, 0.74248868227005, 0.8812210559844971, 0.8059340715408325, 0.7385855317115784, 0.7166877388954163, 1.0047857761383057, 1.1490652561187744, 1.0752465724945068, 1.0366270542144775, 0.8793097138404846, 0.9126842617988586, 0.8662352561950684, 0.9061346650123596, 1.1407300233840942, 1.006650686264038, 1.0617830753326416, 0.9510870575904846, 0.9442856907844543, 0.8352358937263489, 0.8147207498550415, 0.9668341279029846, 0.8280831575393677, 1.0016313791275024, 0.8941048383712769, 0.8725256323814392, 1.0701324939727783, 0.9218512773513794, 0.8823415637016296, 1.0062729120254517]",sae,32
54,beta,5,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,1015,0.3310319335679802,0.5555555555555556,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.6724972724914551, 0.5822582244873047, 0.5881389379501343, 0.6263918280601501, 0.47093483805656433, 0.5911173224449158, 0.5696585178375244, 0.6362784504890442, 0.6942434310913086, 0.7577880024909973, 0.5432382822036743, 0.7530116438865662, 0.6410064697265625, 0.7226422429084778, 0.4998445510864258, 0.670569121837616, 0.7091777324676514, 0.5357967019081116, 0.393775075674057, 0.6818097829818726, 0.6799823641777039, 0.4237978458404541, 0.6552414894104004, 0.4122995436191559, 0.42203381657600403, 0.4460873603820801, 0.6571163535118103, 0.7194567322731018, 0.7473365068435669, 0.5854010581970215]",sae,32
54,beta,10,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,1102,0.3118039485594514,0.5846153846153846,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.22384348511695862, 0.18328769505023956, 0.02016083523631096, 0.2558274567127228, 0.2602770924568176, 0.11958138644695282, 0.31029212474823, 0.14540433883666992, 0.06433980911970139, 0.1154685840010643, 0.16967758536338806, 0.2009594440460205, 0.12970267236232758, 0.301567018032074, 0.15719039738178253, 0.12116531282663345, 0.28221049904823303, 0.12099257856607437, 0.10489054769277573, 0.14421118795871735, 0.2121676802635193, 0.06323768198490143, 0.046353474259376526, 0.28361690044403076, 0.008987583220005035, 0.1195446252822876, 0.11498253047466278, 0.09851739555597305, 0.2415710687637329, 0.3253747522830963]",sae,32
54,beta,24,0.0535,train_items_only_refit_v1,train_items_only,105,none,,29.0,1064,0.2929617435889088,0.7568539325842697,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.711746096611023, 0.8114853501319885, 0.6248669028282166, 0.6217103600502014, 0.5937280654907227, 0.6121465563774109, 0.6636861562728882, 0.4766373634338379, 0.487833172082901, 0.6708430051803589, 0.26437312364578247, 0.5443342328071594, 0.6806541085243225, 0.7453243732452393, 0.7370700240135193, 0.6726304888725281, 0.6799951791763306, 0.4721681475639343, 0.7347180247306824, 0.6248508095741272, 0.6418557167053223, 0.729214072227478, 0.6437623500823975, 0.5469922423362732, 0.7106520533561707, 0.5677986741065979, 0.5309807062149048, 0.595258355140686, 0.2756577730178833, 0.4097469747066498]",sae,32
54,beta,13,0.0535,train_items_only_refit_v1,train_items_only,106,none,,29.0,984,0.2579791946191369,0.504,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4287981390953064, 0.3623819649219513, 0.4237058758735657, 0.35690999031066895, 0.40249893069267273, 0.3305136561393738, 0.3925829529762268, 0.29739415645599365, 0.29877564311027527, 0.25986388325691223, 0.3591604232788086, 0.15762418508529663, 0.2642086446285248, 0.40033960342407227, 0.29673200845718384, 0.33717310428619385, 0.3707805871963501, 0.33601704239845276, 0.28219297528266907, 0.4255046248435974, 0.3677986264228821, 0.24182265996932983, 0.25322607159614563, 0.33427533507347107, 0.32905423641204834, 0.34602922201156616, 0.3133377134799957, 0.3624565899372101, 0.39399605989456177, 0.3398740589618683]",sae,32
