seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
42,beta,1,4,0.1,raw,4,0.5,0.4080793384695066
0,beta,1,4,0.1,raw,4,0.5,0.4099205611483975
35,beta,1,4,0.1,raw,4,0.5,0.4607385432288018
43,beta,1,4,0.1,raw,4,0.5,0.4552068896528988
7,beta,1,4,0.1,raw,4,0.5,0.5010554677234956
21,beta,1,4,0.1,raw,4,0.5,0.4399380530294136
18,beta,1,4,0.1,raw,4,0.5,0.4907392660338092
46,beta,1,4,0.1,raw,4,0.5,0.5070443432356115
9,beta,1,4,0.1,raw,4,0.5,0.493174093918706
29,beta,1,4,0.1,raw,4,0.5,0.4385810506658473
2,beta,1,4,0.1,raw,4,0.5,0.377190589228434
33,beta,1,4,0.1,raw,4,0.5,0.4197344161941275
1,beta,1,4,0.1,raw,4,0.5,0.390183523566927
13,beta,1,4,0.1,raw,4,0.5,0.4901180509275537
25,beta,1,4,0.1,raw,4,0.5,0.4490571436234057
10,beta,1,4,0.1,raw,4,0.5,0.482396793099557
17,beta,1,4,0.1,raw,4,0.5,0.5218566537247747
5,beta,1,4,0.1,raw,4,0.5,0.4493322809470688
41,beta,1,4,0.1,raw,4,0.5,0.4817765433170695
15,beta,1,4,0.1,raw,4,0.5,0.3581619521911072
19,beta,1,4,0.1,raw,4,0.5,0.4594269424707536
39,beta,1,4,0.1,raw,4,0.5,0.3794661642076173
14,beta,1,4,0.1,raw,4,0.5,0.4983108419373765
26,beta,1,4,0.1,raw,4,0.5,0.4913790436022508
37,beta,1,4,0.1,raw,4,0.5,0.4913735395500548
44,beta,1,4,0.1,raw,4,0.5,0.429843059471294
34,beta,1,4,0.1,raw,4,0.5,0.4296734720887993
30,beta,1,4,0.1,raw,4,0.5,0.4410101539671163
8,beta,1,4,0.1,raw,4,0.5,0.4729823414185861
11,beta,1,4,0.1,raw,4,0.5,0.4857396774932714
38,beta,1,4,0.1,raw,4,0.5,0.3270431349080611
48,beta,1,4,0.1,raw,4,0.5,0.4441751210044481
31,beta,1,4,0.1,raw,4,0.5,0.4208522160545959
32,beta,1,4,0.1,raw,4,0.5,0.426535262471382
47,beta,1,4,0.1,raw,4,0.5,0.5069713374919943
22,beta,1,4,0.1,raw,4,0.5,0.4801758129033747
20,beta,1,4,0.1,raw,4,0.5,0.475091979256534
16,beta,1,4,0.1,raw,4,0.5,0.4736829278918797
27,beta,1,4,0.1,raw,4,0.5,0.5129780307735459
6,beta,1,4,0.1,raw,4,0.5,0.4443124282821831
23,beta,1,4,0.1,raw,4,0.5,0.4060876962255281
3,beta,1,4,0.1,raw,4,0.5,0.4137007014359246
12,beta,1,4,0.1,raw,4,0.5,0.5024937786836909
45,beta,1,4,0.1,raw,4,0.5,0.3497480405162267
24,beta,1,4,0.1,raw,4,0.5,0.5115054319285329
36,beta,1,4,0.1,raw,4,0.5,0.4632892743038109
28,beta,1,4,0.1,raw,4,0.5,0.4597982455003175
40,beta,1,4,0.1,raw,4,0.5,0.4086139564550519
49,beta,1,4,0.1,raw,4,0.5,0.4657835076145253
4,beta,1,4,0.1,raw,4,0.5,0.45189204681131656
