seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,0.1,raw,max,0.6499950368131548,0.4969921687668168
1,beta,1,max,1.0,0.1,raw,max,0.6608854915759195,0.48944237553391
38,beta,1,max,1.0,0.1,raw,max,0.659050316024539,0.4785522446925399
16,beta,1,max,1.0,0.1,raw,max,0.6822942977848314,0.4679647225794129
44,beta,1,max,1.0,0.1,raw,max,0.6356620290100226,0.4987050812076295
34,beta,1,max,1.0,0.1,raw,max,0.6881222871553626,0.4710804388591775
2,beta,1,max,1.0,0.1,raw,max,0.682358517993354,0.4620513066933298
22,beta,1,max,1.0,0.1,raw,max,0.6452985187717399,0.4910563838189928
12,beta,1,max,1.0,0.1,raw,max,0.6915472715638334,0.4585899606317452
28,beta,1,max,1.0,0.1,raw,max,0.673343719235639,0.4877424853590189
6,beta,1,max,1.0,0.1,raw,max,0.6562504494398183,0.4919557025582012
30,beta,1,max,1.0,0.1,raw,max,0.6268947557471265,0.5088184077317381
40,beta,1,max,1.0,0.1,raw,max,0.6766958550015295,0.4752307638733184
18,beta,1,max,1.0,0.1,raw,max,0.6904948550075757,0.4694657265744109
36,beta,1,max,1.0,0.1,raw,max,0.633696947935368,0.5062468822995483
46,beta,1,max,1.0,0.1,raw,max,0.6921790627872242,0.4722542905748899
24,beta,1,max,1.0,0.1,raw,max,0.6638306604797569,0.4770058773776304
14,beta,1,max,1.0,0.1,raw,max,0.6219862229479889,0.5091543222773797
8,beta,1,max,1.0,0.1,raw,max,0.67782789981404,0.4756390426407414
48,beta,1,max,1.0,0.1,raw,max,0.5856813157265774,0.5263939392425757
26,beta,1,max,1.0,0.1,raw,max,0.6466825686559765,0.4883249339589987
42,beta,1,max,1.0,0.1,raw,max,0.6747249854155221,0.4834447819235939
4,beta,1,max,1.0,0.1,raw,max,0.6631978942429761,0.488752351472276
20,beta,1,max,1.0,0.1,raw,max,0.6540180146280661,0.4776094224890911
32,beta,1,max,1.0,0.1,raw,max,0.6379385720262166,0.4990506398052322
10,beta,1,max,1.0,0.1,raw,max,0.6788487364473497,0.4705472189369826
29,beta,1,max,1.0,0.1,raw,max,0.7001573083334088,0.4633243315608995
7,beta,1,max,1.0,0.1,raw,max,0.7178192178192176,0.4468949293481015
9,beta,1,max,1.0,0.1,raw,max,0.6897009400418879,0.470761639768683
27,beta,1,max,1.0,0.1,raw,max,0.6199229716135363,0.5082387162572973
25,beta,1,max,1.0,0.1,raw,max,0.6144716083597275,0.5046834053841887
41,beta,1,max,1.0,0.1,raw,max,0.6568333428074727,0.4900219369619656
33,beta,1,max,1.0,0.1,raw,max,0.6754850579291485,0.4758362943381237
19,beta,1,max,1.0,0.1,raw,max,0.6668363551195855,0.4759952107917855
37,beta,1,max,1.0,0.1,raw,max,0.682556655725183,0.4765434417665977
35,beta,1,max,1.0,0.1,raw,max,0.7170600853346566,0.4514404422305528
13,beta,1,max,1.0,0.1,raw,max,0.6852173392225134,0.4777766223857768
31,beta,1,max,1.0,0.1,raw,max,0.6963561341282668,0.4576636121111488
15,beta,1,max,1.0,0.1,raw,max,0.6628479139655736,0.4882033629286356
21,beta,1,max,1.0,0.1,raw,max,0.6467133726647001,0.4955474819592796
47,beta,1,max,1.0,0.1,raw,max,0.7114077475139496,0.4463168079257525
3,beta,1,max,1.0,0.1,raw,max,0.6781518263436233,0.4777646926155677
49,beta,1,max,1.0,0.1,raw,max,0.6577021621782042,0.498920736177226
5,beta,1,max,1.0,0.1,raw,max,0.7377643227920311,0.4286645851189772
11,beta,1,max,1.0,0.1,raw,max,0.6412173312273823,0.4958820792554214
43,beta,1,max,1.0,0.1,raw,max,0.6757770578281069,0.4777851211907
45,beta,1,max,1.0,0.1,raw,max,0.6819109626254349,0.4696956632289261
17,beta,1,max,1.0,0.1,raw,max,0.6306488340192044,0.5046306991501005
39,beta,1,max,1.0,0.1,raw,max,0.6873974212171091,0.4614187411623983
23,beta,1,max,1.0,0.1,raw,max,0.6497253914117175,0.4890477077696789
