seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_knn,rmse_knn
0,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5623100797868019,0.3592013893395808
14,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6111480917966274,0.3370614434354248
6,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5987806862761893,0.3513376682640343
42,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5986042552498249,0.3416618516435397
18,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6063579974539609,0.3400750633608453
40,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5711802711336827,0.3575829523388704
26,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5806052765524261,0.3634538958091035
1,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5927810866816979,0.3496510677944032
15,beta,54,none,1.0,0.1,pca,none,,54,31.0,10.0,0.6607334564349209,0.3065022320277166
24,beta,54,none,1.0,0.1,pca,none,,54,29.0,,0.570281124497992,0.3570236739475447
7,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5988973063973064,0.3319118509469212
34,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.6258731895869231,0.3456573779338894
41,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.5886711965629666,0.3383990855619743
19,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6011726867887184,0.3508420662102643
43,beta,54,none,1.0,0.1,pca,none,,54,31.0,10.0,0.6268738739759555,0.3020382044505116
28,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6222234757320497,0.3561714269756989
48,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5659075441736193,0.3584553312208217
2,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.6155639194217528,0.2925502076218174
12,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5723814592935689,0.36395987836615
8,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5819143081761006,0.3460503789967453
20,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.6089162969566845,0.2977703296389601
10,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5901339342795039,0.3423596027730936
44,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5665018568571867,0.3333901366869265
4,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5557039846016834,0.360257330258013
16,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5901946731557719,0.3521453899605006
27,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6051315947602451,0.3422251606601079
46,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.564794083458805,0.351318974391672
22,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6106208182325062,0.3560141267759614
38,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.4999925103731332,0.3758506861435459
30,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5585918648741814,0.3521041089009667
49,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5833295017395436,0.3428801671986722
32,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6028079710144927,0.3363360546918462
36,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5692791567494051,0.3589538096303201
29,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.615920859770045,0.338280425390071
25,beta,54,none,1.0,0.1,pca,none,,54,31.0,10.0,0.6127911135705658,0.3253613068377131
35,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.5904654005373555,0.3160224281965043
23,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.5986401490885795,0.3311919881297365
3,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5902033506707423,0.3543962290963114
47,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5681205278486929,0.3491081395446855
13,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5872798442832399,0.3461701422914648
9,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.5837808417997097,0.3439213369094156
31,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5898927180935267,0.349676839616567
45,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5987760189896079,0.3539640417344079
11,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6296392371247377,0.3384996449237634
5,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5654369237023485,0.3596759655426231
39,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.60022468266469,0.351380014742035
17,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5866338382054671,0.3565716036370774
21,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.5650778800860046,0.3455193888017147
33,beta,54,none,1.0,0.1,pca,none,,54,29.0,10.0,0.6071302266671054,0.3597549834525892
37,beta,54,none,1.0,0.1,pca,none,,54,30.0,10.0,0.5827433445120689,0.3494436094820832
