seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,bernoulli,54,none,1.0,0.1,raw,54,50,0.5562430478309233,0.4349044372560285,9,2,30,2
46,bernoulli,54,none,1.0,0.1,raw,54,50,0.5018181818181818,0.496921494545845,24,2,30,2
37,bernoulli,54,none,1.0,0.1,raw,54,50,0.5794553079682684,0.4360651772684669,21,2,30,2
30,bernoulli,54,none,1.0,0.1,raw,54,50,0.5226394145440104,0.4479924588803405,12,2,30,2
11,bernoulli,54,none,1.0,0.1,raw,54,50,0.5554060033925805,0.4381611120494161,28,2,30,2
13,bernoulli,54,none,1.0,0.1,raw,54,50,0.5328504647122094,0.4362202899565994,17,2,30,2
3,bernoulli,54,none,1.0,0.1,raw,54,50,0.4884089505940459,0.4556908636799583,25,2,30,2
31,bernoulli,54,none,1.0,0.1,raw,54,50,0.5156091966478833,0.496619359116644,18,2,30,2
25,bernoulli,54,none,1.0,0.1,raw,54,50,0.5225285519262145,0.4400674721884313,4,2,30,2
8,bernoulli,54,none,1.0,0.1,raw,54,50,0.5101042394682448,0.4269402330132662,6,2,30,2
39,bernoulli,54,none,1.0,0.1,raw,54,50,0.5167754542052967,0.4972410976596894,21,2,30,2
2,bernoulli,54,none,1.0,0.1,raw,54,50,0.5424384181864235,0.4969214345719367,21,2,30,2
26,bernoulli,54,none,1.0,0.1,raw,54,50,0.5308003657585456,0.450315562839403,4,2,30,2
15,bernoulli,54,none,1.0,0.1,raw,54,50,0.4714630831949268,0.4940740065468292,29,2,30,2
1,bernoulli,54,none,1.0,0.1,raw,54,50,0.535303276948121,0.4617802625755156,29,2,30,2
47,bernoulli,54,none,1.0,0.1,raw,54,50,0.5345422568685236,0.4895091220397348,18,2,30,2
0,bernoulli,54,none,1.0,0.1,raw,54,50,0.4978690011662899,0.4620796858342884,26,2,30,2
17,bernoulli,54,none,1.0,0.1,raw,54,50,0.5717826346731184,0.4301307472791777,10,2,30,2
9,bernoulli,54,none,1.0,0.1,raw,54,20,0.528277027027027,0.4967983378643604,29,2,30,2
18,bernoulli,54,none,1.0,0.1,raw,54,50,0.5177836566725456,0.4499682931855979,23,2,30,2
48,bernoulli,54,none,1.0,0.1,raw,54,50,0.579506574688835,0.4029872710759278,6,2,30,2
22,bernoulli,54,none,1.0,0.1,raw,54,20,0.5156668416024114,0.4946314217596681,15,2,30,2
19,bernoulli,54,none,1.0,0.1,raw,54,50,0.4926434267165337,0.4967750766733166,29,2,30,2
29,bernoulli,54,none,1.0,0.1,raw,54,50,0.5081500319754904,0.4831006915255512,19,2,30,2
41,bernoulli,54,none,1.0,0.1,raw,54,50,0.5430710499248358,0.442926540079296,23,2,30,2
33,bernoulli,54,none,1.0,0.1,raw,54,50,0.5160752362840019,0.442079368418328,21,2,30,2
35,bernoulli,54,none,1.0,0.1,raw,54,10,0.5975356305516726,0.4449729461429205,4,2,30,2
21,bernoulli,54,none,1.0,0.1,raw,54,50,0.4791263013769408,0.4934317136332241,25,2,30,2
5,bernoulli,54,none,1.0,0.1,raw,54,20,0.5622876307312122,0.432760520595615,20,2,30,2
45,bernoulli,54,none,1.0,0.1,raw,54,50,0.5263331138907176,0.4637999636476526,19,2,30,2
27,bernoulli,54,none,1.0,0.1,raw,54,50,0.499376336421953,0.4302366735377232,15,2,30,2
7,bernoulli,54,none,1.0,0.1,raw,54,50,0.4984915719576044,0.4968518449678243,21,2,30,2
44,bernoulli,54,none,1.0,0.1,raw,54,50,0.5281799656799657,0.4117597570392395,17,2,30,2
23,bernoulli,54,none,1.0,0.1,raw,54,50,0.5206953167570048,0.4839304914798361,11,2,30,2
43,bernoulli,54,none,1.0,0.1,raw,54,50,0.5023208182047907,0.4973693278042695,29,2,30,2
6,bernoulli,54,none,1.0,0.1,raw,54,50,0.4824848724019994,0.4973003552123549,3,2,30,2
38,bernoulli,54,none,1.0,0.1,raw,54,50,0.4774768680331627,0.4970965875002769,13,2,30,2
20,bernoulli,54,none,1.0,0.1,raw,54,50,0.5379140706927394,0.4396914535214578,19,2,30,2
34,bernoulli,54,none,1.0,0.1,raw,54,50,0.5475976592577384,0.4338630836397824,18,2,30,2
14,bernoulli,54,none,1.0,0.1,raw,54,50,0.5393925190622463,0.4120687311026242,4,2,30,2
4,bernoulli,54,none,1.0,0.1,raw,54,50,0.5097469300088715,0.4826808651235112,11,2,30,2
12,bernoulli,54,none,1.0,0.1,raw,54,20,0.5139069952305246,0.4969379271240471,20,2,30,2
10,bernoulli,54,none,1.0,0.1,raw,54,50,0.5404114676173499,0.4231366436538128,14,2,30,2
28,bernoulli,54,none,1.0,0.1,raw,54,50,0.5319672647151401,0.4594807639303604,4,2,30,2
24,bernoulli,54,none,1.0,0.1,raw,54,50,0.4642156862745098,0.4614343228634432,14,2,30,2
49,bernoulli,54,none,1.0,0.1,raw,54,50,0.558060606060606,0.4334815799546161,3,2,30,2
36,bernoulli,54,none,1.0,0.1,raw,54,20,0.5075020992619438,0.4970878193288607,30,2,30,2
16,bernoulli,54,none,1.0,0.1,raw,54,5,0.5321121883656511,0.4340306392151499,13,2,30,2
40,bernoulli,54,none,1.0,0.1,raw,54,50,0.5353923001949318,0.4135611756124703,6,2,30,2
32,bernoulli,54,none,1.0,0.1,raw,54,50,0.5583031309775496,0.467094246861311,18,2,30,2
