seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,bernoulli,54,none,1.0,0.1,raw,54,50,0.5623995797800024,0.4564230531905375
46,bernoulli,54,none,1.0,0.1,raw,54,50,0.5658484848484848,0.4931978875070502
37,bernoulli,54,none,1.0,0.1,raw,54,50,0.5601752600388343,0.5000001788139024
30,bernoulli,54,none,1.0,0.1,raw,54,50,0.5580390790252125,0.4740740264567557
11,bernoulli,54,none,1.0,0.1,raw,54,50,0.5670993436094107,0.4919500989428619
13,bernoulli,54,none,1.0,0.1,raw,54,50,0.5050435753881796,0.5132872443233799
3,bernoulli,54,none,1.0,0.1,raw,54,50,0.5625517625623032,0.4853883111500415
31,bernoulli,54,none,1.0,0.1,raw,54,50,0.5517717815344603,0.5323989449011238
25,bernoulli,54,none,1.0,0.1,raw,54,50,0.5515199946725269,0.5276594276773087
8,bernoulli,54,none,1.0,0.1,raw,54,50,0.5538855596365746,0.5017022422467454
39,bernoulli,54,none,1.0,0.1,raw,54,50,0.5629859061239761,0.5233867677614281
2,bernoulli,54,none,1.0,0.1,raw,54,50,0.5559223024316109,0.5558276212285324
26,bernoulli,54,none,1.0,0.1,raw,54,50,0.5289043380039264,0.5114721912700149
15,bernoulli,54,none,1.0,0.1,raw,54,50,0.5479163521062962,0.4957590250491296
1,bernoulli,54,none,1.0,0.1,raw,54,50,0.550251256281407,0.504439315949547
47,bernoulli,54,none,1.0,0.1,raw,54,50,0.5834014640174922,0.5307905791155949
0,bernoulli,54,none,1.0,0.1,raw,54,50,0.5546464413759341,0.5081641520188469
17,bernoulli,54,none,1.0,0.1,raw,54,50,0.5453827940015784,0.4576936632663685
9,bernoulli,54,none,1.0,0.1,raw,54,20,0.5842398648648648,0.4721392018215016
18,bernoulli,54,none,1.0,0.1,raw,54,50,0.6179045006205501,0.480977788951645
48,bernoulli,54,none,1.0,0.1,raw,54,50,0.5926651994599693,0.4503572880101966
22,bernoulli,54,none,1.0,0.1,raw,54,20,0.518196681603488,0.5697348294918669
19,bernoulli,54,none,1.0,0.1,raw,54,50,0.5755504198715687,0.4052162221943133
29,bernoulli,54,none,1.0,0.1,raw,54,50,0.573327979297729,0.4601614610153496
41,bernoulli,54,none,1.0,0.1,raw,54,50,0.5573819131260385,0.3984843581826039
33,bernoulli,54,none,1.0,0.1,raw,54,50,0.5347726486860304,0.5221041307723953
35,bernoulli,54,none,1.0,0.1,raw,54,10,0.6001316499885361,0.4829597100578412
21,bernoulli,54,none,1.0,0.1,raw,54,50,0.5656393431329492,0.4471581842235491
5,bernoulli,54,none,1.0,0.1,raw,54,20,0.59144565553153,0.4930890470048756
45,bernoulli,54,none,1.0,0.1,raw,54,50,0.5633705094941202,0.5155021636762084
27,bernoulli,54,none,1.0,0.1,raw,54,50,0.5346059040152055,0.4591601258479538
7,bernoulli,54,none,1.0,0.1,raw,54,50,0.5063848806027327,0.4775864591266023
44,bernoulli,54,none,1.0,0.1,raw,54,50,0.5748248248248249,0.4669292693149893
23,bernoulli,54,none,1.0,0.1,raw,54,50,0.5120199891020677,0.5022419198916198
43,bernoulli,54,none,1.0,0.1,raw,54,50,0.5471678038010879,0.5498979939888429
6,bernoulli,54,none,1.0,0.1,raw,54,50,0.5656208892396738,0.5053231479181108
38,bernoulli,54,none,1.0,0.1,raw,54,50,0.55159311791102,0.5132616094492367
20,bernoulli,54,none,1.0,0.1,raw,54,50,0.5594966380852507,0.4778920372777915
34,bernoulli,54,none,1.0,0.1,raw,54,50,0.5349143610013176,0.5007773555419698
14,bernoulli,54,none,1.0,0.1,raw,54,50,0.5578102898465813,0.4895265339984317
4,bernoulli,54,none,1.0,0.1,raw,54,50,0.5533338002521362,0.4958907485492029
12,bernoulli,54,none,1.0,0.1,raw,54,20,0.5530604133545309,0.5521756910649221
10,bernoulli,54,none,1.0,0.1,raw,54,50,0.5701351752822341,0.4876951591176749
28,bernoulli,54,none,1.0,0.1,raw,54,50,0.5543279823733082,0.5064753607719045
24,bernoulli,54,none,1.0,0.1,raw,54,50,0.5391260162601625,0.5389453373617504
49,bernoulli,54,none,1.0,0.1,raw,54,50,0.5173106060606061,0.4760827479454317
36,bernoulli,54,none,1.0,0.1,raw,54,20,0.518451407610377,0.463344239042542
16,bernoulli,54,none,1.0,0.1,raw,54,5,0.5410457063711911,0.5169756856085417
40,bernoulli,54,none,1.0,0.1,raw,54,50,0.5551030353661932,0.4074989889577013
32,bernoulli,54,none,1.0,0.1,raw,54,50,0.49313315883083325,0.4703298331073438
