seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2544580918349394
0,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2819069633419888
1,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2790880155912861
22,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2836860879475072
9,beta,54,none,1.0,0.1,raw,54,20,0.5,0.2574013408059838
37,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2669884665396645
25,beta,54,none,1.0,0.1,raw,54,50,0.5,0.284365327901159
38,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2764726174843901
13,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2576526666580597
43,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2782524561563686
7,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2596438559892248
2,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2490671306500318
21,beta,54,none,1.0,0.1,raw,54,50,0.5,0.256787618290944
39,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2835676281040505
17,beta,54,none,1.0,0.1,raw,54,20,0.5,0.2639036784433546
30,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2555798029640743
5,beta,54,none,1.0,0.1,raw,54,20,0.5,0.2614827586666285
19,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2600664533687293
18,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2529163872598385
3,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2600845301060845
15,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2718695645501511
46,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2619612836832921
33,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2883974104905239
6,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2742956591616949
31,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2548261557562655
35,beta,54,none,1.0,0.1,raw,54,10,0.5,0.2641439097938409
27,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2631159113267974
11,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2601048971590339
26,beta,54,none,1.0,0.1,raw,54,50,0.5,0.270830739754705
47,beta,54,none,1.0,0.1,raw,54,20,0.5,0.2460044744320166
41,beta,54,none,1.0,0.1,raw,54,50,0.5,0.252748638145634
34,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2586689076300968
23,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2749871754907135
29,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2810131241085536
48,beta,54,none,1.0,0.1,raw,54,50,0.5,0.252238843505728
10,beta,54,none,1.0,0.1,raw,54,5,0.5,0.2710679654878091
14,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2691204977053146
24,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2887903427246315
28,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2916359913680404
44,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2458788448100036
20,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2626918239432773
8,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2637297107702874
32,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2562485857668672
36,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2632380271771934
49,beta,54,none,1.0,0.1,raw,54,50,0.5,0.257914522965314
4,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2610997951636429
16,beta,54,none,1.0,0.1,raw,54,5,0.5,0.2758063837112745
12,beta,54,none,1.0,0.1,raw,54,20,0.5,0.2594369515578856
40,beta,54,none,1.0,0.1,raw,54,50,0.5,0.2679752688268378
45,beta,54,none,1.0,0.1,raw,54,20,0.5,0.27926539530446104
