seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
1,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5532154291945244,0.4866414267410432,2.0
4,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5885259559309374,0.4996676830778075,2.0
2,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,10,0.5170678114708525,0.4534329321727807,2.0
0,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,10,0.5250329059620729,0.5008884820972892,2.0
6,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5159534373768695,0.4919979093611888,2.0
3,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5905405181324239,0.4890148602764984,2.0
5,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5570176654286084,0.4787534161836737,2.0
45,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5616047042472809,0.4963285836521349,2.0
9,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,5,0.566799709724238,0.4651219633342112,2.0
23,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,50,0.4858162017354842,0.4954137121095883,2.0
32,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5272524770777877,0.4440579729164869,2.0
48,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.604768986464346,0.4433212095798253,2.0
13,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5771038054569464,0.4818030647287246,2.0
7,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.5590867003367004,0.4431911603125254,2.0
44,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.6090227877029907,0.433745744200614,2.0
25,bernoulli,54,none,1.0,0.1,raw,none,,54,31.0,50,0.4904055690072639,0.5064261071285264,2.0
8,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5315998427672955,0.4715870199534064,2.0
37,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,50,0.5347529867465279,0.473060561091597,2.0
24,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.503997718448545,0.5192431748299323,2.0
33,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5601797641626124,0.4703125342182134,2.0
10,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,10,0.551292194092827,0.459059347968969,2.0
29,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5405535894843275,0.4654237990941311,2.0
17,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5071946801747712,0.4868462954177392,2.0
21,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5373944775441649,0.4338232756016826,2.0
49,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.548107575827241,0.4757652023189774,2.0
43,bernoulli,54,none,1.0,0.1,raw,none,,54,31.0,10,0.4849976771327887,0.492421140166383,2.0
41,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,20,0.621310826045888,0.4241572214260344,2.0
30,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.5471884694932782,0.4543162504936913,2.0
40,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5683081790629095,0.4604398983348833,2.0
26,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.5401276722090262,0.4967654779275786,2.0
11,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5501494681264073,0.4626394306540939,2.0
19,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5743047996041564,0.4481661530542936,2.0
36,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5494762378050375,0.4890996559336841,2.0
16,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5325510850361679,0.4806920284860945,2.0
34,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,5,0.5916325152517115,0.4345875425887717,2.0
28,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.515610375718679,0.5261017195412647,2.0
38,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,20,0.5322977675918852,0.4725473609530547,2.0
12,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5624129418026567,0.4665284442417348,2.0
35,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,5,0.5010493421431949,0.4648443911251487,2.0
14,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,5,0.5798194135014219,0.4448569963021872,2.0
31,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.5832557865913661,0.4321460957529658,2.0
20,bernoulli,54,none,1.0,0.1,raw,none,,54,30.0,5,0.5441330850429673,0.4400028435658556,2.0
46,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,20,0.6029914263201829,0.463051779978315,2.0
47,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.6199375546845972,0.4316080348627173,2.0
39,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5317537746806039,0.4778655170843857,2.0
22,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,10,0.5499742995539448,0.4956381049474092,2.0
27,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.521027120137804,0.4984973291585726,2.0
15,bernoulli,54,none,1.0,0.1,raw,none,,54,31.0,50,0.5123643479807863,0.4749150959477999,2.0
42,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5253368196406172,0.4594092492551306,2.0
18,bernoulli,54,none,1.0,0.1,raw,none,,54,29.0,50,0.5654895039281023,0.4555727681229909,2.0
