seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,beta,1,max,1.0,0.1,raw,max,50,0.5958342288714521,0.5489219503874732
46,beta,1,max,1.0,0.1,raw,max,50,0.6177302341835171,0.5349667902915648
17,beta,1,max,1.0,0.1,raw,max,50,0.5550857338820302,0.5389395310944165
1,beta,1,max,1.0,0.1,raw,max,50,0.5994503801109513,0.5739966501460535
41,beta,1,max,1.0,0.1,raw,max,50,0.5686154659183971,0.4982311132404834
34,beta,1,max,1.0,0.1,raw,max,50,0.6185879870995902,0.4886814308604384
37,beta,1,max,1.0,0.1,raw,max,50,0.628870807915028,0.4782241400613292
39,beta,1,max,1.0,0.1,raw,max,50,0.6041720341611202,0.4782328490249338
13,beta,1,max,1.0,0.1,raw,max,50,0.5704076649792418,0.5384482048684156
44,beta,1,max,1.0,0.1,raw,max,50,0.6182397713458736,0.5096608781440121
5,beta,1,max,1.0,0.1,raw,max,50,0.6601781107701783,0.4367200506801719
21,beta,1,max,1.0,0.1,raw,max,5,0.6522928079786487,0.4753065287198016
33,beta,1,max,1.0,0.1,raw,max,50,0.6196397601720807,0.4831946357591925
19,beta,1,max,1.0,0.1,raw,max,50,0.5989646478562768,0.4714479370701566
9,beta,1,max,1.0,0.1,raw,max,50,0.6164778262140178,0.48705993499335
29,beta,1,max,1.0,0.1,raw,max,50,0.6426096847480496,0.475168957902546
27,beta,1,max,1.0,0.1,raw,max,50,0.5943615054830244,0.5510350177077713
48,beta,1,max,1.0,0.1,raw,max,5,0.5702161508126196,0.5142159427182521
7,beta,1,max,1.0,0.1,raw,max,50,0.599116197350193,0.4734156789251757
25,beta,1,max,1.0,0.1,raw,max,50,0.6059385197715712,0.5030121967076916
35,beta,1,max,1.0,0.1,raw,max,50,0.6405868571522192,0.4714815185510915
15,beta,1,max,1.0,0.1,raw,max,50,0.5877301858352043,0.5229949218838986
3,beta,1,max,1.0,0.1,raw,max,50,0.6296433403025459,0.4615384564758875
14,beta,1,max,1.0,0.1,raw,max,50,0.5816498676727293,0.5118026955741892
31,beta,1,max,1.0,0.1,raw,max,50,0.631990743715243,0.45577393084885
11,beta,1,max,1.0,0.1,raw,max,50,0.6100220653163886,0.5192217657947001
2,beta,1,max,1.0,0.1,raw,max,50,0.6332159789042556,0.4687383968188743
18,beta,1,max,1.0,0.1,raw,max,50,0.638908598535668,0.4798370954374459
23,beta,1,max,1.0,0.1,raw,max,50,0.6119708074114554,0.4718493517795729
6,beta,1,max,1.0,0.1,raw,max,50,0.5884249471458775,0.5441756248856436
30,beta,1,max,1.0,0.1,raw,max,50,0.5923936469265367,0.5229837814008114
22,beta,1,max,1.0,0.1,raw,max,50,0.6086382074424408,0.4901958465634059
47,beta,1,max,1.0,0.1,raw,max,50,0.5842986900896564,0.4926116871422747
10,beta,1,max,1.0,0.1,raw,max,50,0.5809900732017288,0.5372813278994273
26,beta,1,max,1.0,0.1,raw,max,5,0.6053834199390532,0.5359194805352357
43,beta,1,max,1.0,0.1,raw,max,50,0.5908260244984743,0.4960212354151973
38,beta,1,max,1.0,0.1,raw,max,50,0.5993982203197865,0.5037293530248775
20,beta,1,max,1.0,0.1,raw,max,50,0.6261663354577738,0.4450102164938777
24,beta,1,max,1.0,0.1,raw,max,50,0.5919997557798762,0.5213874984080903
0,beta,1,max,1.0,0.1,raw,max,50,0.5952165147475107,0.5335092189961156
32,beta,1,max,1.0,0.1,raw,max,50,0.5913749825686795,0.5141631703229557
28,beta,1,max,1.0,0.1,raw,max,50,0.6213968005401388,0.4824581673133135
40,beta,1,max,1.0,0.1,raw,max,50,0.6264211787498726,0.4592577505667293
16,beta,1,max,1.0,0.1,raw,max,50,0.6230078011489372,0.508239889024623
36,beta,1,max,1.0,0.1,raw,max,50,0.6054549371633753,0.5253361386546559
49,beta,1,max,1.0,0.1,raw,max,50,0.6003534932186679,0.5355067532324577
12,beta,1,max,1.0,0.1,raw,max,50,0.5935343573880104,0.4861700881270487
45,beta,1,max,1.0,0.1,raw,max,50,0.6409421236053202,0.4550338035906386
8,beta,1,max,1.0,0.1,raw,max,50,0.5750474585464125,0.5394936371658754
4,beta,1,max,1.0,0.1,raw,max,50,0.6201861511287741,0.49053388162516864
