seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,bernoulli,54,none,1.0,0.1,raw,54,50,0.5334553825237919,0.465362659899368
46,bernoulli,54,none,1.0,0.1,raw,54,50,0.5146060606060606,0.446650352565601
37,bernoulli,54,none,1.0,0.1,raw,54,50,0.4928358489067903,0.480885379314335
30,bernoulli,54,none,1.0,0.1,raw,54,50,0.4846828374840953,0.444226865690943
11,bernoulli,54,none,1.0,0.1,raw,54,50,0.5477911350394572,0.4410161007387824
13,bernoulli,54,none,1.0,0.1,raw,54,50,0.4717656306020574,0.4721023687574742
3,bernoulli,54,none,1.0,0.1,raw,54,50,0.5582338237287114,0.4430307859547637
31,bernoulli,54,none,1.0,0.1,raw,54,50,0.5073146944083226,0.4124725693916682
25,bernoulli,54,none,1.0,0.1,raw,54,50,0.5061432424333233,0.4873117970041642
8,bernoulli,54,none,1.0,0.1,raw,54,50,0.552339068238933,0.4491534144116239
39,bernoulli,54,none,1.0,0.1,raw,54,50,0.5036828392854668,0.4734518905064083
2,bernoulli,54,none,1.0,0.1,raw,54,50,0.4843789577001013,0.4559566711045258
26,bernoulli,54,none,1.0,0.1,raw,54,50,0.5034894978888201,0.4880026213085016
15,bernoulli,54,none,1.0,0.1,raw,54,50,0.5054431526498565,0.4606377710101503
1,bernoulli,54,none,1.0,0.1,raw,54,50,0.5027036591407743,0.4783543529056855
47,bernoulli,54,none,1.0,0.1,raw,54,50,0.5411683620115981,0.393381407195533
0,bernoulli,54,none,1.0,0.1,raw,54,50,0.5000755928640336,0.4866202522651796
17,bernoulli,54,none,1.0,0.1,raw,54,50,0.4754663676799269,0.4673256213805283
9,bernoulli,54,none,1.0,0.1,raw,54,20,0.500147804054054,0.4418791710307351
18,bernoulli,54,none,1.0,0.1,raw,54,50,0.5022454111960284,0.4371738239736942
48,bernoulli,54,none,1.0,0.1,raw,54,50,0.5950324573246288,0.4268219679177403
22,bernoulli,54,none,1.0,0.1,raw,54,20,0.5092177680890287,0.4846808790570018
19,bernoulli,54,none,1.0,0.1,raw,54,50,0.4412003387199208,0.4156639869588778
29,bernoulli,54,none,1.0,0.1,raw,54,50,0.5088304406668748,0.4742704052263027
41,bernoulli,54,none,1.0,0.1,raw,54,50,0.5866019859166074,0.405860145281739
33,bernoulli,54,none,1.0,0.1,raw,54,50,0.502683408252651,0.4680809809840874
35,bernoulli,54,none,1.0,0.1,raw,54,10,0.4732595205869518,0.4433922776436326
21,bernoulli,54,none,1.0,0.1,raw,54,50,0.5065015026651855,0.4165444930091593
5,bernoulli,54,none,1.0,0.1,raw,54,20,0.4963593839636379,0.4730939336124131
45,bernoulli,54,none,1.0,0.1,raw,54,50,0.4868366701519317,0.5055873537135867
27,bernoulli,54,none,1.0,0.1,raw,54,50,0.4912575730577334,0.4740017741769672
7,bernoulli,54,none,1.0,0.1,raw,54,50,0.5004110266888009,0.4326277789677223
44,bernoulli,54,none,1.0,0.1,raw,54,50,0.4979354354354354,0.4126510495281011
23,bernoulli,54,none,1.0,0.1,raw,54,50,0.4871339872092689,0.4963958451210524
43,bernoulli,54,none,1.0,0.1,raw,54,50,0.4985137453616885,0.5225048296308212
6,bernoulli,54,none,1.0,0.1,raw,54,50,0.5009372533543803,0.4797840356765168
38,bernoulli,54,none,1.0,0.1,raw,54,50,0.5010748566231463,0.5016456582601542
20,bernoulli,54,none,1.0,0.1,raw,54,50,0.4939007464067608,0.4480027866372651
34,bernoulli,54,none,1.0,0.1,raw,54,50,0.5179106137604161,0.4925300980099376
14,bernoulli,54,none,1.0,0.1,raw,54,50,0.5045531775990358,0.4391018798924712
4,bernoulli,54,none,1.0,0.1,raw,54,50,0.5346998490295871,0.4500766026676908
12,bernoulli,54,none,1.0,0.1,raw,54,20,0.4803656597774245,0.5199323840838237
10,bernoulli,54,none,1.0,0.1,raw,54,50,0.5098336304218657,0.464238341568723
28,bernoulli,54,none,1.0,0.1,raw,54,50,0.517824992130941,0.4982033577222013
24,bernoulli,54,none,1.0,0.1,raw,54,50,0.4722082735533238,0.5329264667147754
49,bernoulli,54,none,1.0,0.1,raw,54,50,0.4893068181818182,0.4548586696902202
36,bernoulli,54,none,1.0,0.1,raw,54,20,0.4944166998129079,0.4638671232524626
16,bernoulli,54,none,1.0,0.1,raw,54,5,0.5244321329639889,0.4930296157526452
40,bernoulli,54,none,1.0,0.1,raw,54,50,0.5539934906711222,0.4093730169350152
32,bernoulli,54,none,1.0,0.1,raw,54,50,0.4779690593644082,0.46296276061618763
