seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
42,beta,54,none,1.0,0.1,raw,2,0.3078017997818282,0.545107990359659,0.3025923980529833,0.7839607201309329
42,beta,54,none,1.0,0.1,raw,3,0.2928626313343199,0.5539488320355951,0.2863643607698776,0.8023731587561375
42,beta,54,none,1.0,0.1,raw,4,0.2656570863978707,0.5783200469657643,0.252636507592336,0.7880523731587561
42,beta,54,none,1.0,0.1,raw,5,0.266115353077514,0.5852258682486714,0.2534015922179476,0.776595744680851
42,beta,54,none,1.0,0.1,raw,6,0.355073625391283,0.4798966444197256,0.358683958321591,0.7561374795417348
42,beta,54,none,1.0,0.1,raw,7,0.3550676241456094,0.5243248671363243,0.3586794923153374,0.7414075286415711
42,beta,54,none,1.0,0.1,raw,8,0.269409110549344,0.5922552836484983,0.2635109304263826,0.7933715220949263
42,beta,54,none,1.0,0.1,raw,9,0.2722766622224471,0.5965733531083921,0.2521345535108047,0.8154664484451719
42,beta,54,none,1.0,0.1,raw,10,0.3209100244047337,0.4781161166728463,0.3186511124760428,0.7266775777414075
42,beta,54,none,1.0,0.1,raw,11,0.3057972310197522,0.52668860462242,0.3035727428760447,0.7414075286415712
42,beta,54,none,1.0,0.1,raw,12,0.2743387220682154,0.5828273699171919,0.2576162140128691,0.8011456628477905
42,beta,54,none,1.0,0.1,raw,13,0.3128911669627626,0.5533192745025336,0.309784162527104,0.7332242225859247
42,beta,54,none,1.0,0.1,raw,14,0.3103534287912131,0.5413074712643678,0.3074690810414139,0.782733224222586
42,beta,54,none,1.0,0.1,raw,15,0.2774931008538077,0.5773235693980966,0.272699559223335,0.7729132569558101
42,beta,54,none,1.0,0.1,raw,16,0.2784305822538471,0.5884470399208999,0.26585900994118,0.8040098199672667
42,beta,54,none,1.0,0.1,raw,17,0.3059212452756192,0.5233863243109628,0.3012412999309556,0.7810965630114567
42,beta,54,none,1.0,0.1,raw,18,0.2794635915355862,0.540654739834384,0.27150627432119,0.8567921440261865
42,beta,54,none,1.0,0.1,raw,19,0.3182032969001588,0.4695842602892103,0.3162270144262787,0.7094926350245498
42,beta,54,none,1.0,0.1,raw,20,0.3155905959763734,0.5429605425781733,0.310342949663113,0.7815057283142389
42,beta,54,none,1.0,0.1,raw,21,0.2814820180302473,0.5578381844024224,0.2711031178331725,0.7786415711947626
42,beta,54,none,1.0,0.1,raw,22,0.3550732267102752,0.493808707205537,0.3586853500424081,0.7332242225859247
42,beta,54,none,1.0,0.1,raw,23,0.3155985164862203,0.5137652947719689,0.313097894431929,0.7328150572831423
42,beta,54,none,1.0,0.1,raw,24,0.2825447321813008,0.5641221727845754,0.2690421102686649,0.7545008183306056
42,beta,54,none,1.0,0.1,raw,25,0.3550786193575633,0.4834847361265604,0.3586746731206306,0.7250409165302782
42,beta,54,none,1.0,0.1,raw,26,0.3156879654954353,0.5388973859844272,0.3115562971716296,0.7688216039279869
42,beta,54,none,1.0,0.1,raw,27,0.2877252422025813,0.5270246261277963,0.2733814045723162,0.8269230769230769
42,beta,54,none,1.0,0.1,raw,28,0.3550797943982454,0.4940558954393771,0.3586716610910571,0.7393617021276596
42,beta,54,none,1.0,0.1,raw,29,0.2964408988387819,0.5739865282412556,0.2849214841580044,0.7892798690671032
42,beta,54,none,1.0,0.1,raw,30,0.3387163579606278,0.4273343838833271,0.3397183789919772,0.6914893617021277
0,beta,54,none,1.0,0.1,raw,2,0.3394094739795416,0.5123360354782509,0.3149701955485637,0.7002954833262981
0,beta,54,none,1.0,0.1,raw,3,0.375208141260488,0.5432067212855107,0.3643830316813272,0.7007176023638666
0,beta,54,none,1.0,0.1,raw,4,0.3752104248307709,0.4891902204431902,0.3643811709894001,0.7171802448290417
0,beta,54,none,1.0,0.1,raw,5,0.3088601085526569,0.5232142085787101,0.2713357944211911,0.7610806247361757
22,beta,54,none,1.0,0.1,raw,2,0.3680966059966389,0.4652617980703242,0.3565164573423315,0.8582524271844659
0,beta,54,none,1.0,0.1,raw,6,0.2978546392563296,0.5534621531727405,0.2725265587979347,0.7049387927395525
1,beta,54,none,1.0,0.1,raw,2,0.278374997839994,0.5509731757378442,0.2185924337209754,0.8791666666666667
24,beta,54,none,1.0,0.1,raw,2,0.2938749919941656,0.5495098039215687,0.2787654462520509,0.7096296296296296
28,beta,54,none,1.0,0.1,raw,2,0.3237346113811583,0.5295058231035568,0.3110950717677609,0.8879066478076378
2,beta,54,none,1.0,0.1,raw,2,0.28062237806306,0.55291445035461,0.2618153237331482,0.7888243831640058
38,beta,54,none,1.0,0.1,raw,2,0.2886884821346314,0.5612856187190415,0.2295347864100598,0.8396
9,beta,54,none,1.0,0.1,raw,2,0.2802439817042707,0.5445692567567567,0.2627624652783949,0.8122772277227723
22,beta,54,none,1.0,0.1,raw,3,0.3589580646623848,0.5259039468195336,0.3440473744101919,0.7910679611650485
43,beta,54,none,1.0,0.1,raw,2,0.3502915828221185,0.5027929617364242,0.341774138648085,0.7232323232323232
8,beta,54,none,1.0,0.1,raw,2,0.2669360399681896,0.5365209891596902,0.2627437504352706,0.7107007575757576
7,beta,54,none,1.0,0.1,raw,2,0.2893136196662826,0.5167523304814201,0.2734888164868147,0.8356290174471993
20,beta,54,none,1.0,0.1,raw,2,0.2899293916961903,0.5723621306520265,0.2524265159480185,0.8782608695652174
39,beta,54,none,1.0,0.1,raw,2,0.2980880423896306,0.5601830679471722,0.2611471167949903,0.8182978723404255
30,beta,54,none,1.0,0.1,raw,2,0.3264933275582281,0.5546271608139978,0.3246522785575052,0.9032634032634032
32,beta,54,none,1.0,0.1,raw,2,0.3729467207591986,0.4872772576260948,0.3571384536097031,0.8314185814185815
18,beta,54,none,1.0,0.1,raw,2,0.2758282640275609,0.5888774577046183,0.2817039138221773,0.8764705882352941
3,beta,54,none,1.0,0.1,raw,2,0.2951128638081439,0.5280007227935972,0.2754308116621016,0.8090277777777778
15,beta,54,none,1.0,0.1,raw,2,0.3080496034590849,0.5575985203080175,0.2868223637139775,0.8104166666666667
37,beta,54,none,1.0,0.1,raw,2,0.2994596502606767,0.5760879764972533,0.2997526316228969,0.7491496598639455
19,beta,54,none,1.0,0.1,raw,2,0.3323497478802951,0.5593818361442382,0.3142567963521495,0.8853174603174603
1,beta,54,none,1.0,0.1,raw,3,0.2819227939990957,0.5468964541014933,0.2401761938213928,0.8691666666666666
0,beta,54,none,1.0,0.1,raw,7,0.294274624093995,0.5613274106924306,0.2451516845258567,0.774166314900802
13,beta,54,none,1.0,0.1,raw,2,0.259922410501766,0.5770498359028104,0.2779429102183003,0.7333034513671
17,beta,54,none,1.0,0.1,raw,2,0.2985842089523506,0.5986803767823027,0.2798330855134643,0.8568672839506173
25,beta,54,none,1.0,0.1,raw,2,0.2959203428714897,0.5697033263410249,0.2567721385548647,0.7746697746697747
21,beta,54,none,1.0,0.1,raw,2,0.3294514570404303,0.5367098090883257,0.3107794364696004,0.8244660194174758
4,beta,54,none,1.0,0.1,raw,2,0.287292655521726,0.5782906102628753,0.274825619006824,0.7440776699029126
36,beta,54,none,1.0,0.1,raw,2,0.3238454531093194,0.4958309394381343,0.3303871288461864,0.8180392156862746
49,beta,54,none,1.0,0.1,raw,2,0.2844282812989638,0.5503787878787879,0.2476976519493578,0.8435679067682653
5,beta,54,none,1.0,0.1,raw,2,0.2775051292168783,0.5771589956312607,0.2309362228729903,0.8065268065268065
31,beta,54,none,1.0,0.1,raw,2,0.3101758960295859,0.5441861725184222,0.2717270212740735,0.7872260015117158
6,beta,54,none,1.0,0.1,raw,2,0.2856361061875172,0.5931564062088924,0.28590584564097,0.7761538461538462
24,beta,54,none,1.0,0.1,raw,3,0.2902621429221359,0.5188845050215208,0.2655544748366306,0.7122222222222222
28,beta,54,none,1.0,0.1,raw,3,0.311357184744627,0.5629272898961285,0.2953863339237308,0.827086280056577
16,beta,54,none,1.0,0.1,raw,2,0.3651444839586387,0.5344979224376731,0.3634428464737354,0.7695238095238095
27,beta,54,none,1.0,0.1,raw,2,0.3645827861055172,0.4786358101686861,0.3595270581521202,0.7022680412371134
9,beta,54,none,1.0,0.1,raw,3,0.2919160111999195,0.5562246621621623,0.2764780475962792,0.7976237623762377
38,beta,54,none,1.0,0.1,raw,3,0.3093505705233649,0.5204786494388948,0.2787157294884602,0.7876000000000001
2,beta,54,none,1.0,0.1,raw,3,0.2904676873001432,0.5285112715298885,0.2741086760651571,0.7525399129172715
22,beta,54,none,1.0,0.1,raw,4,0.3680925780495543,0.4940690054230081,0.3565091846668625,0.8718446601941747
35,beta,54,none,1.0,0.1,raw,2,0.2767187652286329,0.5589207659366748,0.2659627506178725,0.8459405940594059
43,beta,54,none,1.0,0.1,raw,3,0.3417075340129235,0.4774701086595113,0.3305382315096813,0.6979797979797979
7,beta,54,none,1.0,0.1,raw,3,0.3016395707545497,0.5211698697484357,0.2854333993898265,0.8112947658402204
8,beta,54,none,1.0,0.1,raw,3,0.3397951420189755,0.5133384883046588,0.3508968409205005,0.7009943181818181
39,beta,54,none,1.0,0.1,raw,3,0.3168519260349761,0.5021896090577751,0.2830549312774862,0.8451063829787234
20,beta,54,none,1.0,0.1,raw,3,0.3690121139383239,0.5140066929862439,0.3496063168354646,0.851304347826087
30,beta,54,none,1.0,0.1,raw,3,0.2893487312183937,0.603828480197097,0.2745427681683758,0.891996891996892
11,beta,54,none,1.0,0.1,raw,2,0.3643932142007444,0.4969798657718121,0.3611288810090977,0.7928971962616822
12,beta,54,none,1.0,0.1,raw,2,0.332984509589638,0.5347098569157392,0.3336977258384702,0.811923076923077
18,beta,54,none,1.0,0.1,raw,3,0.2775117472791208,0.6023866679730877,0.2756032190777812,0.8831372549019608
46,beta,54,none,1.0,0.1,raw,2,0.2863476568328335,0.5520227272727273,0.2423350669072645,0.8282393456736978
26,beta,54,none,1.0,0.1,raw,2,0.3574982024861209,0.4845426673479816,0.3677790725932677,0.747874149659864
32,beta,54,none,1.0,0.1,raw,3,0.3764936779968175,0.5081923890063426,0.3615008585683564,0.8056943056943057
3,beta,54,none,1.0,0.1,raw,3,0.2786305087620147,0.551777620503245,0.2407588196492719,0.8317901234567902
15,beta,54,none,1.0,0.1,raw,3,0.3022396475207738,0.5408689415672656,0.2733760764750988,0.8620833333333333
1,beta,54,none,1.0,0.1,raw,4,0.2935788223994904,0.5514473777337391,0.2629049237742788,0.8233333333333334
19,beta,54,none,1.0,0.1,raw,3,0.3351578981407919,0.5381853785900783,0.3192189436849864,0.8615079365079364
