seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4391856926875007,2.0
1,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4519151452409553,2.0
3,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4485951615022026,2.0
0,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4574526124134326,2.0
4,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4576782960748968,2.0
32,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4557449792207678,2.0
6,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4516394368136101,2.0
8,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4459251238756948,2.0
12,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4381268302345956,2.0
5,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4353777638385149,2.0
44,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4459931709489466,2.0
20,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4325803478391228,2.0
36,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.4718491149269915,2.0
16,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4444273969821351,2.0
48,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4573398591486318,2.0
40,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.4412612001548345,2.0
28,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4568375723207341,2.0
24,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4439780502231311,2.0
22,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4492889515299659,2.0
38,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.4406275843821819,2.0
35,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4465375579905279,2.0
42,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4527757877502447,2.0
30,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.462442301682333,2.0
18,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.5,0.4489775798091565,2.0
14,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.5,0.4440858409580769,2.0
26,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4537096691072809,2.0
15,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4510019486040535,2.0
31,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4404648388286044,2.0
47,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4352443311432768,2.0
34,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.45181072302936,2.0
10,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4485494852632251,2.0
46,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4487549585211908,2.0
7,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4401952622918244,2.0
23,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4402164357413539,2.0
43,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.44976554431951,2.0
27,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4660258449511381,2.0
19,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4403524902084921,2.0
11,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4578415786569822,2.0
39,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4384823057482478,2.0
9,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4452834203494389,2.0
17,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4660698564155258,2.0
33,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4458600074893254,2.0
37,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.4542453497206168,2.0
25,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5,0.4437862475460129,2.0
49,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.5,0.4617837960113083,2.0
45,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5,0.4359502934045041,2.0
41,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.5,0.4522298488281708,2.0
29,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4473007721396864,2.0
21,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4448257094524709,2.0
13,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5,0.4637926543739354,2.0
