seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,beta,54,none,1.0,0.1,raw,none,,2,0.3203185592636508,0.5591120888353351,0.3248730228036596,0.7248592115848753
1,beta,54,none,1.0,0.1,raw,none,,2,0.3320091464595314,0.5440902396746993,0.3014052964626039,0.709106480159863
3,beta,54,none,1.0,0.1,raw,none,,3,0.3229192405516068,0.5597173320657312,0.3288854914115107,0.7152051488334674
5,beta,54,none,1.0,0.1,raw,none,,2,0.3035713930089914,0.5842133710294362,0.3029796837008796,0.7310924369747899
1,beta,54,none,1.0,0.1,raw,none,,3,0.3283571716169319,0.562366684478272,0.2989060418765853,0.6500142734798744
2,beta,54,none,1.0,0.1,raw,none,,2,0.3008905063709541,0.5384313117488558,0.2781003115979739,0.8355297157622739
7,beta,54,none,1.0,0.1,raw,none,,2,0.3144157103084077,0.5367382154882154,0.2861054052565306,0.6380952380952382
6,beta,54,none,1.0,0.1,raw,none,,2,0.337925572875719,0.5289688725952066,0.3429896984784648,0.7323446327683616
3,beta,54,none,1.0,0.1,raw,none,,4,0.3033986218352315,0.5896146894466585,0.3104081233766971,0.7492625368731564
5,beta,54,none,1.0,0.1,raw,none,,3,0.3131937908514458,0.5753021231775598,0.3136466209725218,0.7070179423120599
1,beta,54,none,1.0,0.1,raw,none,,4,0.3378764243256427,0.5634223479171283,0.3097352271540489,0.6859834427633458
2,beta,54,none,1.0,0.1,raw,none,,3,0.3054004544061754,0.5302382276207176,0.2840361871901975,0.8098191214470284
6,beta,54,none,1.0,0.1,raw,none,,3,0.370906601947036,0.5140904185154095,0.3853628297097279,0.7076271186440678
7,beta,54,none,1.0,0.1,raw,none,,3,0.3526188767978936,0.5248190235690235,0.3232257758177945,0.6677740863787376
3,beta,54,none,1.0,0.1,raw,none,,5,0.3050773034469347,0.5924861402063907,0.3039472954301384,0.757843925985519
0,beta,54,none,1.0,0.1,raw,none,,2,0.3226954627974672,0.5619891450949804,0.3033254697893039,0.6594837261503929
5,beta,54,none,1.0,0.1,raw,none,,4,0.3285066111231793,0.5479585897222684,0.3299791311760194,0.7170111287758347
1,beta,54,none,1.0,0.1,raw,none,,5,0.3726081065302974,0.5473658373409446,0.3595965573224557,0.6574364830145588
4,beta,54,none,1.0,0.1,raw,none,,2,0.304943197503238,0.5629817958956974,0.2961369425087223,0.7368697478991596
2,beta,54,none,1.0,0.1,raw,none,,4,0.3031944224900813,0.5394952097857235,0.2823115949998377,0.7968992248062016
6,beta,54,none,1.0,0.1,raw,none,,4,0.3256314992347587,0.5421641854967194,0.3259574505121375,0.6935028248587571
7,beta,54,none,1.0,0.1,raw,none,,4,0.2991055839819232,0.5463236531986533,0.2716877402038425,0.6387596899224807
