seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3926373716978082
46,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3924151599513791
37,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.403792578161655
30,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3830327937700462
11,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.397366355495978
13,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4148019809133468
3,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3958818527233231
31,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3687125655747656
25,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4229127341903486
8,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3982690567299174
39,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4135193771517833
2,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3865435039444663
26,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4163117049134752
15,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3962014226890797
1,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4140910372706748
47,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3609564235399975
0,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4176607333940565
17,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3965171086371183
9,bernoulli,54,none,1.0,0.1,raw,54,20,0.5,0.3826929606425477
18,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3816389273192833
48,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3677533233863247
22,bernoulli,54,none,1.0,0.1,raw,54,20,0.5,0.4175975791460422
19,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3693670355556201
29,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4034320039323069
41,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3611471393027219
33,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4099655434620962
35,bernoulli,54,none,1.0,0.1,raw,54,10,0.5,0.3962619890691715
21,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3746353005198208
5,bernoulli,54,none,1.0,0.1,raw,54,20,0.5,0.4021136357281997
45,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4256429360093358
27,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3993616046360451
7,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.38146757811895
44,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3656159513935128
23,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4134448681244722
43,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4231416266821685
6,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4179707821235099
38,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4008226622365852
20,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3889013408567149
34,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3792075502795309
14,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3783014524186921
4,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3969811770567499
12,bernoulli,54,none,1.0,0.1,raw,54,20,0.5,0.3902074489525778
10,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3956056261968664
28,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4290225692916681
24,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.4453060752003632
49,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3923648045890206
36,bernoulli,54,none,1.0,0.1,raw,54,20,0.5,0.4037376442958498
16,bernoulli,54,none,1.0,0.1,raw,54,5,0.5,0.4128222875423857
40,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.3743590599576827
32,bernoulli,54,none,1.0,0.1,raw,54,50,0.5,0.37314370780959794
