seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,beta,54,none,1.0,0.1,raw,54,50,0.5172491039426523,0.3193697546921974
0,beta,54,none,1.0,0.1,raw,54,50,0.5233401966854329,0.3438622334799547
1,beta,54,none,1.0,0.1,raw,54,50,0.5066954490763678,0.3508774016019186
22,beta,54,none,1.0,0.1,raw,54,50,0.5228963976693176,0.3775823806090337
9,beta,54,none,1.0,0.1,raw,54,20,0.505920608108108,0.3466262776240874
37,beta,54,none,1.0,0.1,raw,54,50,0.605094667850466,0.3626532099315757
25,beta,54,none,1.0,0.1,raw,54,50,0.5707721506343023,0.3669041900135067
38,beta,54,none,1.0,0.1,raw,54,50,0.5270856352552973,0.3720255947524334
13,beta,54,none,1.0,0.1,raw,54,50,0.5269450343363027,0.3321956900504782
43,beta,54,none,1.0,0.1,raw,54,50,0.4954049129526925,0.3354581584599871
7,beta,54,none,1.0,0.1,raw,54,50,0.4576921849061422,0.3300622676674463
2,beta,54,none,1.0,0.1,raw,54,50,0.5772701367781155,0.3141500659350287
21,beta,54,none,1.0,0.1,raw,54,50,0.5597061837471045,0.3333503885177641
39,beta,54,none,1.0,0.1,raw,54,50,0.5881490874319212,0.3615474756823498
17,beta,54,none,1.0,0.1,raw,54,20,0.5380581106300113,0.3444178985143255
30,beta,54,none,1.0,0.1,raw,54,50,0.4957492847938667,0.3319912718098107
5,beta,54,none,1.0,0.1,raw,54,20,0.5504905638174249,0.3444086397290771
19,beta,54,none,1.0,0.1,raw,54,50,0.5800666854844401,0.3498373513703561
18,beta,54,none,1.0,0.1,raw,54,50,0.5621039911163368,0.3180949042872974
3,beta,54,none,1.0,0.1,raw,54,50,0.4038157478655001,0.3278946635734009
15,beta,54,none,1.0,0.1,raw,54,50,0.4823644873924204,0.3528740049936642
46,beta,54,none,1.0,0.1,raw,54,50,0.5616439393939394,0.3060477898069352
33,beta,54,none,1.0,0.1,raw,54,50,0.5114396035039188,0.3845305910999988
6,beta,54,none,1.0,0.1,raw,54,50,0.5742633517495396,0.3385271350480565
31,beta,54,none,1.0,0.1,raw,54,50,0.5231812599335356,0.2828048272962537
35,beta,54,none,1.0,0.1,raw,54,10,0.5146479102413336,0.3162249057222265
27,beta,54,none,1.0,0.1,raw,54,50,0.4973420052268947,0.3316022457565582
11,beta,54,none,1.0,0.1,raw,54,50,0.5571649826683382,0.3072222642058293
26,beta,54,none,1.0,0.1,raw,54,50,0.3898354086544926,0.3523167466602523
47,beta,54,none,1.0,0.1,raw,54,20,0.4469341192128529,0.2943320154486911
41,beta,54,none,1.0,0.1,raw,54,50,0.5583115752828546,0.2933614260910399
34,beta,54,none,1.0,0.1,raw,54,50,0.5768526598566124,0.318191203065663
23,beta,54,none,1.0,0.1,raw,54,50,0.5524893171585076,0.3707836059739808
29,beta,54,none,1.0,0.1,raw,54,50,0.5315441931022175,0.3457954843713874
48,beta,54,none,1.0,0.1,raw,54,50,0.5365815316898153,0.3085748328675997
10,beta,54,none,1.0,0.1,raw,54,5,0.5760026737967915,0.3434186226826032
14,beta,54,none,1.0,0.1,raw,54,50,0.5126593402914368,0.3214010373973839
24,beta,54,none,1.0,0.1,raw,54,50,0.5169655667144907,0.4048888254340219
28,beta,54,none,1.0,0.1,raw,54,50,0.5712621970412338,0.4085447898400404
44,beta,54,none,1.0,0.1,raw,54,50,0.5535669598169599,0.2739900183878287
20,beta,54,none,1.0,0.1,raw,54,50,0.516300660045648,0.3525099914061398
8,beta,54,none,1.0,0.1,raw,54,50,0.5210077473270978,0.3576047877480306
32,beta,54,none,1.0,0.1,raw,54,50,0.50889291586966,0.3355808138753169
36,beta,54,none,1.0,0.1,raw,54,50,0.5067176382198258,0.3659442795435763
49,beta,54,none,1.0,0.1,raw,54,50,0.5394734848484849,0.3304941275842461
4,beta,54,none,1.0,0.1,raw,54,50,0.6413207576535773,0.3647126331837825
16,beta,54,none,1.0,0.1,raw,54,5,0.4551038781163434,0.3548470814530451
12,beta,54,none,1.0,0.1,raw,54,20,0.4991017488076311,0.3304614262411882
40,beta,54,none,1.0,0.1,raw,54,50,0.4744065023670287,0.3257619943577012
45,beta,54,none,1.0,0.1,raw,54,20,0.5893131446126837,0.36029393425360934
