seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
2,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6181831570679159,0.4366099977971091,28,2,30,2,2.0
1,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6066834035340045,0.4467331494428659,6,2,30,2,2.0
3,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6529934817365637,0.4372034600584706,2,2,30,2,2.0
0,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5604375819353691,0.4554086720805256,26,2,30,2,2.0
4,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6371060330076724,0.4452143276485222,22,2,30,2,2.0
32,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.603894157021336,0.4469248710494291,23,2,30,2,2.0
6,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5817236196804303,0.4481224947424414,7,2,30,2,2.0
8,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6370589502944366,0.4376602730775523,9,2,30,2,2.0
12,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5668375325506352,0.4429178097615364,21,2,30,2,2.0
5,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6089583332094719,0.4395535163650219,23,2,30,2,2.0
44,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6046580626019878,0.440639454354277,9,2,30,2,2.0
20,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6465761035723525,0.4301000868398316,30,2,30,2,2.0
36,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5915899461400359,0.4604666131173559,14,2,30,2,2.0
16,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6486516434143678,0.4344506945625238,5,2,30,2,2.0
48,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5711288539674952,0.4492217188198008,26,2,30,2,2.0
40,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.6271715993677986,0.4385150136421763,20,2,30,2,2.0
28,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6257551060837713,0.446959244850054,18,2,30,2,2.0
24,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5882000976880495,0.4433252262626668,20,2,30,2,2.0
22,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6016324171544769,0.4424470597996608,21,2,30,2,2.0
38,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.6271097536284855,0.4353087591159774,9,2,30,2,2.0
35,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6713767293374745,0.4417520029770627,24,2,30,2,2.0
42,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6364009624122235,0.4467510111401882,7,2,30,2,2.0
30,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5937706927786107,0.455979628992566,12,2,30,2,2.0
18,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.6338358002237089,0.4489739953721926,18,2,30,2,2.0
14,beta,1,max,1.0,0.1,raw,none,,max,286.0,10,0.5856684873397526,0.4435393350515125,19,2,30,2,2.0
26,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6027076492436885,0.4449084104890233,14,2,30,2,2.0
15,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6059905633030811,0.4467235762130948,24,2,30,2,2.0
31,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6624004068020732,0.4359256312077446,12,2,30,2,2.0
47,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6441504827925444,0.4233983229358869,5,2,30,2,2.0
34,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6531414437789471,0.4391435168309694,19,2,30,2,2.0
10,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6244026983978264,0.4387072697505593,30,2,30,2,2.0
46,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.6199032652611826,0.4457882966114056,21,2,30,2,2.0
7,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6133369124539103,0.4426303869704434,6,2,30,2,2.0
23,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6261687837826088,0.4335203538239047,4,2,30,2,2.0
43,beta,1,max,1.0,0.1,raw,none,,max,286.0,20,0.5885992268951665,0.4476839466414614,26,2,30,2,2.0
27,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5995528501472949,0.4555159333328482,13,2,30,2,2.0
19,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6141918329108343,0.4380507578778903,15,2,30,2,2.0
11,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.592435363051104,0.4525522854930724,21,2,30,2,2.0
39,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.5889611512679215,0.4430277756482565,29,2,30,2,2.0
9,beta,1,max,1.0,0.1,raw,none,,max,286.0,50,0.6050116287565146,0.4445725534086141,27,2,30,2,2.0
17,beta,1,max,1.0,0.1,raw,none,,max,286.0,5,0.5165209190672154,0.4564932076981907,16,2,30,2,2.0
