seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,54,none,1.0,0.1,raw,54,50,0.5961523606476332,0.289400238477204
0,beta,54,none,1.0,0.1,raw,54,50,0.5807547767490748,0.2978433326459712
1,beta,54,none,1.0,0.1,raw,54,50,0.5506051383678958,0.2944273434002439
22,beta,54,none,1.0,0.1,raw,54,50,0.4935071925504286,0.3067025893467734
9,beta,54,none,1.0,0.1,raw,54,20,0.5964991554054054,0.2744824198771936
37,beta,54,none,1.0,0.1,raw,54,50,0.5844648000173238,0.2877850270283891
25,beta,54,none,1.0,0.1,raw,54,50,0.5743881730096895,0.3085575203210758
38,beta,54,none,1.0,0.1,raw,54,50,0.5468539773453297,0.3245529038464934
13,beta,54,none,1.0,0.1,raw,54,50,0.6012093549187788,0.2687326708462969
43,beta,54,none,1.0,0.1,raw,54,50,0.5679886685552408,0.2938343738559844
7,beta,54,none,1.0,0.1,raw,54,50,0.5218362916613459,0.2824297902540031
2,beta,54,none,1.0,0.1,raw,54,50,0.5834204027355623,0.274059038847204
21,beta,54,none,1.0,0.1,raw,54,50,0.5945645715466688,0.2695982200240484
39,beta,54,none,1.0,0.1,raw,54,50,0.5269543646669161,0.3082626473855679
17,beta,54,none,1.0,0.1,raw,54,20,0.5695328578067258,0.2925696515637601
30,beta,54,none,1.0,0.1,raw,54,50,0.5434026792877924,0.2694593693072454
5,beta,54,none,1.0,0.1,raw,54,20,0.6047688392686406,0.2854685967021628
19,beta,54,none,1.0,0.1,raw,54,50,0.6042975089972479,0.2683831655515377
18,beta,54,none,1.0,0.1,raw,54,50,0.6354595336076818,0.2685806955401707
3,beta,54,none,1.0,0.1,raw,54,50,0.5662485506482555,0.2724618945908229
15,beta,54,none,1.0,0.1,raw,54,50,0.5720745885550356,0.2975148032616666
46,beta,54,none,1.0,0.1,raw,54,50,0.5477121212121212,0.2688427715086387
33,beta,54,none,1.0,0.1,raw,54,50,0.5173755186721992,0.3184567168092974
6,beta,54,none,1.0,0.1,raw,54,50,0.606958695080242,0.2751601858036264
31,beta,54,none,1.0,0.1,raw,54,50,0.4969115734720416,0.2628059296121186
35,beta,54,none,1.0,0.1,raw,54,10,0.5532997551901899,0.2797925458801006
27,beta,54,none,1.0,0.1,raw,54,50,0.5813287004038964,0.2981022514605029
11,beta,54,none,1.0,0.1,raw,54,50,0.6065270300169628,0.2706804378850455
26,beta,54,none,1.0,0.1,raw,54,50,0.5475956754430789,0.2856564511151425
47,beta,54,none,1.0,0.1,raw,54,20,0.549329784200019,0.2536124804120204
41,beta,54,none,1.0,0.1,raw,54,50,0.5149042645778938,0.2667000138149751
34,beta,54,none,1.0,0.1,raw,54,50,0.5260595794192633,0.2850859437781359
23,beta,54,none,1.0,0.1,raw,54,50,0.5786515242765781,0.2941194316427702
29,beta,54,none,1.0,0.1,raw,54,50,0.508915956513333,0.3129686060775144
48,beta,54,none,1.0,0.1,raw,54,50,0.565867100663942,0.2688152921452246
10,beta,54,none,1.0,0.1,raw,54,5,0.5592840166369578,0.2890543678789395
14,beta,54,none,1.0,0.1,raw,54,50,0.545586179766817,0.3035358034395422
24,beta,54,none,1.0,0.1,raw,54,50,0.5719213295074128,0.3089098096496758
28,beta,54,none,1.0,0.1,raw,54,50,0.5607428391564369,0.3296832256130448
44,beta,54,none,1.0,0.1,raw,54,50,0.5971685971685972,0.2528293955736631
20,beta,54,none,1.0,0.1,raw,54,50,0.5908950712479181,0.2812292038328574
8,beta,54,none,1.0,0.1,raw,54,50,0.5920831536528425,0.2762076790355375
32,beta,54,none,1.0,0.1,raw,54,50,0.5190023155139434,0.2625742920695392
36,beta,54,none,1.0,0.1,raw,54,50,0.5538000324096581,0.276794171149183
49,beta,54,none,1.0,0.1,raw,54,50,0.5323181818181818,0.277180462439307
4,beta,54,none,1.0,0.1,raw,54,50,0.5684580784734867,0.2840116862894727
16,beta,54,none,1.0,0.1,raw,54,5,0.5695879501385042,0.3096529853249103
12,beta,54,none,1.0,0.1,raw,54,20,0.5735214626391096,0.2665856884153448
40,beta,54,none,1.0,0.1,raw,54,50,0.5214250905040378,0.2820578073905367
45,beta,54,none,1.0,0.1,raw,54,20,0.6045644064077245,0.29224003763162976
