seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,0.05,pca,max,0.5908335073301135,0.5054823600905994
12,beta,1,max,1.0,0.05,pca,max,0.6198729113698813,0.4893523256303329
20,beta,1,max,1.0,0.05,pca,max,0.6143975182850826,0.4903943837963602
4,beta,1,max,1.0,0.05,pca,max,0.6391500386377436,0.4977420996331639
16,beta,1,max,1.0,0.05,pca,max,0.627828355563787,0.4869489269421422
36,beta,1,max,1.0,0.05,pca,max,0.586253500897666,0.5161868992959141
32,beta,1,max,1.0,0.05,pca,max,0.5993724724585134,0.5091873338108394
44,beta,1,max,1.0,0.05,pca,max,0.5955925145040043,0.5032429432495005
24,beta,1,max,1.0,0.05,pca,max,0.6163061027895365,0.4905959843602234
8,beta,1,max,1.0,0.05,pca,max,0.6152716033240353,0.4927050276545255
48,beta,1,max,1.0,0.05,pca,max,0.5462513444072659,0.5333130831400643
28,beta,1,max,1.0,0.05,pca,max,0.5967947452365567,0.515245355658258
40,beta,1,max,1.0,0.05,pca,max,0.6287479606403589,0.4904606513515018
17,beta,1,max,1.0,0.05,pca,max,0.5914550754458161,0.5148388041836133
7,beta,1,max,1.0,0.05,pca,max,0.638561708098132,0.4820462822695484
5,beta,1,max,1.0,0.05,pca,max,0.6434853539296082,0.4681595262189131
11,beta,1,max,1.0,0.05,pca,max,0.604011503653159,0.5091146939042566
37,beta,1,max,1.0,0.05,pca,max,0.6097361141217396,0.4989469883955648
6,beta,1,max,1.0,0.05,pca,max,0.5973425522428845,0.5017991182246544
43,beta,1,max,1.0,0.05,pca,max,0.584443704309269,0.5138728687721918
33,beta,1,max,1.0,0.05,pca,max,0.6169960445821521,0.4970289261831663
23,beta,1,max,1.0,0.05,pca,max,0.6058207923951046,0.4986440481734756
47,beta,1,max,1.0,0.05,pca,max,0.6654796643905188,0.4591584382845911
35,beta,1,max,1.0,0.05,pca,max,0.6663467007131507,0.4736623223933479
3,beta,1,max,1.0,0.05,pca,max,0.6182994096667076,0.4974568031717357
19,beta,1,max,1.0,0.05,pca,max,0.6035393475146038,0.4982289000339048
10,beta,1,max,1.0,0.05,pca,max,0.6281841070326032,0.4884070882768691
15,beta,1,max,1.0,0.05,pca,max,0.619604731261002,0.4990625086230789
39,beta,1,max,1.0,0.05,pca,max,0.6198388558887378,0.4746128914157284
31,beta,1,max,1.0,0.05,pca,max,0.6621744361579388,0.4770085326807121
29,beta,1,max,1.0,0.05,pca,max,0.6456708444129828,0.4797337500427706
27,beta,1,max,1.0,0.05,pca,max,0.5683070937060921,0.5254351231900252
1,beta,1,max,1.0,0.05,pca,max,0.6194562872405999,0.495530747667361
9,beta,1,max,1.0,0.05,pca,max,0.6408583361745652,0.4843939808233719
18,beta,1,max,1.0,0.05,pca,max,0.6118274405792881,0.5072649718303461
45,beta,1,max,1.0,0.05,pca,max,0.6441059491326496,0.4750682355155347
25,beta,1,max,1.0,0.05,pca,max,0.5853331353776754,0.5010886559556059
41,beta,1,max,1.0,0.05,pca,max,0.6053900149233313,0.5059280643443282
13,beta,1,max,1.0,0.05,pca,max,0.6205527859622875,0.4947364140496159
49,beta,1,max,1.0,0.05,pca,max,0.5922871209098494,0.5209821647347977
21,beta,1,max,1.0,0.05,pca,max,0.6047004495013345,0.505440999231812
38,beta,1,max,1.0,0.05,pca,max,0.6135162549338117,0.4972866913917219
22,beta,1,max,1.0,0.05,pca,max,0.5924839031404294,0.5108483461297041
42,beta,1,max,1.0,0.05,pca,max,0.6328379728196287,0.4998487005200274
26,beta,1,max,1.0,0.05,pca,max,0.5990538502784829,0.5061213871569487
2,beta,1,max,1.0,0.05,pca,max,0.6219788991550992,0.4954308563966954
46,beta,1,max,1.0,0.05,pca,max,0.6239656934551163,0.501666866864305
30,beta,1,max,1.0,0.05,pca,max,0.5829858508245878,0.52277346381494
34,beta,1,max,1.0,0.05,pca,max,0.6234944470040495,0.4917610985648173
14,beta,1,max,1.0,0.05,pca,max,0.5710329035043265,0.5120316342400979
