seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,1,max,1.0,1.0,raw,max,0.761742091546558,0.3836219948122331
4,bernoulli,1,max,1.0,1.0,raw,max,0.7255762556224806,0.3796324113041365
16,bernoulli,1,max,1.0,1.0,raw,max,0.7470637119113575,0.3870615932565469
8,bernoulli,1,max,1.0,1.0,raw,max,0.7167095421493257,0.3785966611239377
20,bernoulli,1,max,1.0,1.0,raw,max,0.8031622046758375,0.3561422653592261
12,bernoulli,1,max,1.0,1.0,raw,max,0.7042329093799682,0.3738768766018761
32,bernoulli,1,max,1.0,1.0,raw,max,0.6951491660793987,0.3700720928168401
44,bernoulli,1,max,1.0,1.0,raw,max,0.6858018733018733,0.3601118081035837
24,bernoulli,1,max,1.0,1.0,raw,max,0.7136716881874701,0.4226560779507722
48,bernoulli,1,max,1.0,1.0,raw,max,0.7325183554955521,0.3525854275718697
28,bernoulli,1,max,1.0,1.0,raw,max,0.7047655020459553,0.4072201771772977
40,bernoulli,1,max,1.0,1.0,raw,max,0.7347187412976885,0.3573552679316499
36,bernoulli,1,max,1.0,1.0,raw,max,0.7562020300231287,0.3779575820603906
3,bernoulli,1,max,1.0,1.0,raw,max,0.6701953048532578,0.3853863970580488
2,bernoulli,1,max,1.0,1.0,raw,max,0.8047389501013171,0.3556527929390237
1,bernoulli,1,max,1.0,1.0,raw,max,0.7077110906645906,0.3945051883361168
11,bernoulli,1,max,1.0,1.0,raw,max,0.7257098606091894,0.3821542686119686
14,bernoulli,1,max,1.0,1.0,raw,max,0.786829264209848,0.3509953056005224
15,bernoulli,1,max,1.0,1.0,raw,max,0.7809565151743922,0.3668055678567463
5,bernoulli,1,max,1.0,1.0,raw,max,0.6708846329229365,0.3929236680064737
6,bernoulli,1,max,1.0,1.0,raw,max,0.7100203893712181,0.3963619475367481
7,bernoulli,1,max,1.0,1.0,raw,max,0.8203055165368408,0.3499352731628749
9,bernoulli,1,max,1.0,1.0,raw,max,0.7104560810810812,0.3669659778276187
19,bernoulli,1,max,1.0,1.0,raw,max,0.7632047844188837,0.3499486225600044
10,bernoulli,1,max,1.0,1.0,raw,max,0.7768902257872845,0.3698486924415342
18,bernoulli,1,max,1.0,1.0,raw,max,0.744892710170488,0.3638909463706991
29,bernoulli,1,max,1.0,1.0,raw,max,0.7322721932211961,0.3821554188898269
43,bernoulli,1,max,1.0,1.0,raw,max,0.7456975089441275,0.3962751127582573
27,bernoulli,1,max,1.0,1.0,raw,max,0.7469707769066287,0.3743824045471158
17,bernoulli,1,max,1.0,1.0,raw,max,0.734452566589707,0.3770544281659417
13,bernoulli,1,max,1.0,1.0,raw,max,0.7540300339226124,0.3844384482205672
38,bernoulli,1,max,1.0,1.0,raw,max,0.7096684480723987,0.383926328227945
22,bernoulli,1,max,1.0,1.0,raw,max,0.7411018260600433,0.3925909163635351
21,bernoulli,1,max,1.0,1.0,raw,max,0.7156087731535302,0.3601594324860874
35,bernoulli,1,max,1.0,1.0,raw,max,0.7647163238589718,0.3718515989810613
42,bernoulli,1,max,1.0,1.0,raw,max,0.8095414658262267,0.3572047882368411
30,bernoulli,1,max,1.0,1.0,raw,max,0.7441304471152677,0.3608491558272276
31,bernoulli,1,max,1.0,1.0,raw,max,0.7431774671290277,0.3505347063040921
26,bernoulli,1,max,1.0,1.0,raw,max,0.7140964957104052,0.3925763220294905
25,bernoulli,1,max,1.0,1.0,raw,max,0.8119168914194386,0.3812508747215867
49,bernoulli,1,max,1.0,1.0,raw,max,0.7355833333333333,0.370145006568615
39,bernoulli,1,max,1.0,1.0,raw,max,0.7776611372108815,0.3841343459740514
45,bernoulli,1,max,1.0,1.0,raw,max,0.6949295847371207,0.4028636203286666
41,bernoulli,1,max,1.0,1.0,raw,max,0.7332364111084738,0.3471649963852571
23,bernoulli,1,max,1.0,1.0,raw,max,0.7629484642519143,0.3829728588629336
37,bernoulli,1,max,1.0,1.0,raw,max,0.7089983181388364,0.3870553565035236
47,bernoulli,1,max,1.0,1.0,raw,max,0.7322321513451849,0.344814678309718
33,bernoulli,1,max,1.0,1.0,raw,max,0.651862897648686,0.3989156023685614
46,bernoulli,1,max,1.0,1.0,raw,max,0.7534621212121212,0.3719663700084344
34,bernoulli,1,max,1.0,1.0,raw,max,0.7417398148623444,0.3605774582345366
