Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19
0.0,0.0,2.2970167984325807,0.5712363198179546,0.0,0.0,0.0,0.0,16.805689488095073,1.6408288602037358,1.0523382366800953,0.0,0.0,0.0,1.2733975312112418,0.0,0.0,1.0544537341749487,1.4331141173568724
0.0,0.3031774194825721,0.6488271634591579,0.450970883701611,0.0,0.0,1.755080313443177,0.0,0.0,0.6095198502761486,0.0,0.0,0.11120464033470141,0.0,1.0335612869486759,26.59161910075695,0.11653362767739917,0.276371803577808,0.0
0.0,2.6245353726822698,1.4614476171208528,1.0181550480919372,0.0,0.0,2.90234224496757,0.0,0.0,0.316945414186191,0.6451944943259572,0.0,0.0,0.0,0.5239234987945744,0.0,24.964078267116133,0.5802975607424451,2.2533490539983774
0.0,0.5896033528862399,0.6674212094661464,1.0893020425743885,0.0,0.0,0.9357702438024134,0.0,0.0,0.5822390951600545,0.4759589217545333,22.241969588365986,0.09163828868639234,0.0,2.206099231193685,0.0,0.0,0.0,0.18357439536903172
0.0,1.08363378867667,1.0836863504305763,0.8994944355488366,0.0,0.0,0.0,0.0,0.0,0.8565240898719231,0.6239199544066827,0.0,17.93089836794663,0.0,0.45245506565369353,0.0,0.0,0.817194940957209,1.8321354145005566
0.0,0.603674613713496,0.7216790357676157,1.4184641233221928,0.0,0.0,3.0185412206228954,0.0,0.0,0.7664935000042378,0.860828722140651,0.0,0.0,11.34031439101723,1.0927696030948888,0.0,0.0,0.5175096544117945,0.7654213401022715
0.0,2.6958163890737956,1.4745377668765214,1.2685687632271445,15.465102307649065,0.0,0.3191256893867147,0.0,0.0,0.421337028669747,1.3917989728422842,0.0,0.0,0.0,1.0071151020525209,0.0,0.0,0.649667383849224,0.7481413084222046
0.0,2.332898344139311,1.0750864443899426,1.0045672713436757,0.0,9.51077883014562,1.3668894680781392,0.0,0.0,0.31783058448728035,2.2279605470834087,0.0,0.0,0.0,1.178266059562876,0.0,0.0,1.1272751569332362,0.4170813625110618
9.000978109434312,0.4525677832164903,0.6789388590392136,0.5219593738887823,0.0,0.0,0.562655819205671,0.0,0.0,1.8100856902116118,0.44789892668349196,0.0,0.0,0.0,0.5306935517107212,0.0,0.0,2.084581292625562,0.7548857867806108
0.0,0.7475751902763407,0.5871226153639161,0.6008776763259783,0.0,0.0,0.27665718632177244,5.9516002584754455,0.0,1.1780308961428778,1.090612876400436,0.020387502191509525,0.0,0.0,0.7364130899247933,0.11127802833611684,0.0,1.1365773596132038,1.0684845839039405
