Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19
0.03201828857994951,0.0,0.0,2.1346369376631875,0.0,0.0,0.0,0.0,0.0,0.0,21.38680774331555,0.0,0.0,0.0,5.785516014886892,0.0,0.0,0.0,0.8083267144770069
0.0,0.008805011733019834,0.2691616188688649,0.27234206488232054,0.0,0.0,0.0,0.0,0.0,0.624670571486599,0.0,0.0,0.18728773202124288,0.0,0.6934730770668571,28.21448676914224,0.2303837188015734,0.40270013748952216,0.0
0.0,0.0,0.0,0.1996324540544921,0.0,0.0,0.005195639019007098,0.0,0.008504336502852617,0.0,0.0,0.013401260454329635,0.0,0.0,0.0,0.011486361295527383,16.356663403123555,0.0,1.0413890528851286
0.0,0.0,0.0,1.241768054061856,0.2581230311823761,0.0009311624349641323,0.0,0.0,0.0,0.5913995545433777,0.0,33.03386335094776,0.12948371324051577,0.0,2.636048559140989,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.2262345179460352,0.2822036304167606,0.0,0.0,0.0,0.0,0.17557315988287203,0.0,0.0,41.61614099184516,0.0,0.0,0.0,0.0,0.0,2.3717269684844102
0.0,0.0,0.0,0.8256017531236526,17.846696194593438,0.0317707232486049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1680220613060573,0.35699870401177886,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.7036446852866147,0.0,0.7799853148230461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59205229949916,0.0,0.0,0.0,0.0,0.7167462909369088
0.5789543416712448,0.16218544641933394,0.0,1.2383093381992882,0.0,36.11463652914502,0.0,0.09308577421206261,0.0,0.0,0.0,0.013794292621102062,0.08008974181371423,0.0,0.2013770915599156,0.0,0.00026893076065977856,2.324404208128359,0.0
34.49029605276693,0.2658470373219263,0.0,0.3296252068593158,0.0,0.0,0.0,0.5598830045430906,0.0,2.0823306637820913,0.0,0.3490995916441463,0.23520304500321051,0.0,0.0,0.0,0.12691886653111756,1.649817642661215,0.0
0.0,0.0,0.0,0.5102774712774452,0.0,0.0004421602058986632,0.0,21.142048728730405,0.01067819901790526,0.6981231936828254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4596210839363012
0.030136062945989275,17.147249000379578,0.0,0.9099066598319181,0.0,0.0,0.0,0.0,0.28494301730604066,0.0,0.0,0.20550892168088222,0.0,0.0,0.0,0.0,0.0,0.0,0.5351828595228371
0.0011698704609779023,0.0,0.0,0.7743083349509251,0.0,0.009140025627227938,6.783945453882462,0.0,0.03464526241869239,0.43213678583149606,0.0,0.0,0.0,0.0,1.4036782656281026,0.0,0.0,0.0,0.0
0.006670644208543033,0.0,0.0,0.03896462535391931,0.0,0.019660793140710297,0.0,0.0,17.076748947825003,0.6194950373713508,0.0,0.0,0.0,0.0,0.4542268068677455,0.0,0.0,0.0,0.17877507547898827
0.04073211527457929,0.0,13.04862338112275,1.1768290453098338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6443462805962994
0.0,0.0,0.0,0.7881256751925166,0.0,0.0,0.0,0.0,0.0,3.516219724190419,0.0,0.0,0.0,0.0,1.403916579005774,0.12299613606724591,0.01813598352929766,4.413337535748184,2.7153253833534468
