seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,bernoulli,54,none,1.0,0.05,raw,54,50,0.4986404647138797,0.452589968805072,16,2,30,2
23,bernoulli,54,none,1.0,0.05,raw,54,50,0.4945474490234878,0.4654357090159094,16,2,30,2
37,bernoulli,54,none,1.0,0.05,raw,54,50,0.4754253376354331,0.4662398362522076,30,2,30,2
13,bernoulli,54,none,1.0,0.05,raw,54,20,0.4897025566066356,0.4973289401491655,4,2,30,2
25,bernoulli,54,none,1.0,0.05,raw,54,50,0.5215696067658908,0.4949437877979638,18,2,30,2
17,bernoulli,54,none,1.0,0.05,raw,54,50,0.4440838244731465,0.4889023607001188,30,2,30,2
1,bernoulli,54,none,1.0,0.05,raw,54,10,0.4823094344964258,0.4918723535527115,2,2,30,2
48,bernoulli,54,none,1.0,0.05,raw,54,50,0.5163997336834902,0.4801898860353261,6,2,30,2
15,bernoulli,54,none,1.0,0.05,raw,54,50,0.5141627661180734,0.4780041510748878,17,2,30,2
11,bernoulli,54,none,1.0,0.05,raw,54,50,0.5489047864886791,0.4164668577650283,7,2,30,2
43,bernoulli,54,none,1.0,0.05,raw,54,50,0.5442651185678756,0.443895763312289,7,2,30,2
22,bernoulli,54,none,1.0,0.05,raw,54,50,0.5124271661755009,0.497325809070073,26,2,30,2
6,bernoulli,54,none,1.0,0.05,raw,54,5,0.4827084977637463,0.4844626070597814,13,2,30,2
10,bernoulli,54,none,1.0,0.05,raw,54,5,0.5295491681521093,0.4563612958950134,30,2,30,2
18,bernoulli,54,none,1.0,0.05,raw,54,50,0.5124599908550526,0.4415620511991537,23,2,30,2
2,bernoulli,54,none,1.0,0.05,raw,54,20,0.5304228406788247,0.4480538232159824,29,2,30,2
32,bernoulli,54,none,1.0,0.05,raw,54,50,0.4933428974126648,0.490534777758688,6,2,30,2
20,bernoulli,54,none,1.0,0.05,raw,54,50,0.5228471408303004,0.4798745769062646,13,2,30,2
46,bernoulli,54,none,1.0,0.05,raw,54,50,0.503189393939394,0.496952320176786,8,2,30,2
47,bernoulli,54,none,1.0,0.05,raw,54,10,0.5122017302024907,0.4930705066736314,22,2,30,2
34,bernoulli,54,none,1.0,0.05,raw,54,50,0.5204643841007477,0.4417203781319222,14,2,30,2
5,bernoulli,54,none,1.0,0.05,raw,54,10,0.4660209169939543,0.4344393414933195,24,2,30,2
21,bernoulli,54,none,1.0,0.05,raw,54,50,0.4793674167075701,0.4935093794369072,25,2,30,2
14,bernoulli,54,none,1.0,0.05,raw,54,50,0.5560735539057726,0.4373705706561518,26,2,30,2
7,bernoulli,54,none,1.0,0.05,raw,54,50,0.4870227301749457,0.4968846242200503,13,2,30,2
33,bernoulli,54,none,1.0,0.05,raw,54,50,0.5084932572614107,0.4352744238221873,29,2,30,2
26,bernoulli,54,none,1.0,0.05,raw,54,50,0.4992133501869134,0.4556001934838993,14,2,30,2
38,bernoulli,54,none,1.0,0.05,raw,54,20,0.5127554663599942,0.4371653025883752,3,2,30,2
4,bernoulli,54,none,1.0,0.05,raw,54,50,0.4412304866850321,0.4830490853599778,8,2,30,2
30,bernoulli,54,none,1.0,0.05,raw,54,50,0.5142838618699905,0.4145891870471981,6,2,30,2
9,bernoulli,54,none,1.0,0.05,raw,54,50,0.4965118243243243,0.435973877568279,7,2,30,2
27,bernoulli,54,none,1.0,0.05,raw,54,50,0.5353038132573057,0.4276119387900322,20,2,30,2
44,bernoulli,54,none,1.0,0.05,raw,54,50,0.5668168168168168,0.4278422702938976,10,2,30,2
24,bernoulli,54,none,1.0,0.05,raw,54,50,0.4649001673840267,0.4729955259468394,14,2,30,2
41,bernoulli,54,none,1.0,0.05,raw,54,50,0.4662750217580505,0.4768413290833212,20,2,30,2
19,bernoulli,54,none,1.0,0.05,raw,54,10,0.5216992449368428,0.4438615047699035,14,2,30,2
31,bernoulli,54,none,1.0,0.05,raw,54,10,0.5511757693974859,0.433729219323619,4,2,30,2
35,bernoulli,54,none,1.0,0.05,raw,54,5,0.4427729333540424,0.4970140106751555,24,2,30,2
3,bernoulli,54,none,1.0,0.05,raw,54,50,0.4701998223132406,0.4940189618900054,10,2,30,2
39,bernoulli,54,none,1.0,0.05,raw,54,50,0.5451295056749679,0.435643087118321,3,2,30,2
29,bernoulli,54,none,1.0,0.05,raw,54,50,0.5172370201817398,0.4354071970492438,27,2,30,2
45,bernoulli,54,none,1.0,0.05,raw,54,50,0.556306393525152,0.4272654327375405,2,2,30,2
0,bernoulli,54,none,1.0,0.05,raw,54,5,0.4804142488949043,0.482529956278065,26,2,30,2
12,bernoulli,54,none,1.0,0.05,raw,54,20,0.4840779014308426,0.4939740016897244,16,2,30,2
8,bernoulli,54,none,1.0,0.05,raw,54,50,0.5251156151020833,0.4506735423445769,23,2,30,2
16,bernoulli,54,none,1.0,0.05,raw,54,20,0.5480090027700831,0.4230542302923191,5,2,30,2
36,bernoulli,54,none,1.0,0.05,raw,54,50,0.5158954641210354,0.4971074388350317,14,2,30,2
49,bernoulli,54,none,1.0,0.05,raw,54,50,0.5303636363636364,0.4335797109994506,7,2,30,2
40,bernoulli,54,none,1.0,0.05,raw,54,20,0.4665396129211918,0.4613112534579945,10,2,30,2
28,bernoulli,54,none,1.0,0.05,raw,54,50,0.564073024866226,0.44139710138343163,12,2,30,2
