seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,1,max,1.0,0.05,raw,max,5,0.6197312144411483,0.4452092569698927,4,2,30,2
0,beta,1,max,1.0,0.05,raw,max,50,0.5660442716266588,0.4543456539295463,24,2,30,2
5,beta,1,max,1.0,0.05,raw,max,5,0.6201914759150933,0.4290816110132002,8,2,30,2
41,beta,1,max,1.0,0.05,raw,max,50,0.585114211271644,0.4498306253684332,8,2,30,2
33,beta,1,max,1.0,0.05,raw,max,5,0.5944831847239758,0.4420830761707695,3,2,30,2
23,beta,1,max,1.0,0.05,raw,max,5,0.5699715124107296,0.4384813202257887,5,2,30,2
29,beta,1,max,1.0,0.05,raw,max,5,0.5649486781562253,0.4478494756411257,30,2,30,2
17,beta,1,max,1.0,0.05,raw,max,50,0.563159122085048,0.456579555738603,15,2,30,2
9,beta,1,max,1.0,0.05,raw,max,50,0.6402342798694657,0.4365427409774748,8,2,30,2
25,beta,1,max,1.0,0.05,raw,max,50,0.5850155815097418,0.4459006624838832,25,2,30,2
1,beta,1,max,1.0,0.05,raw,max,5,0.5451606482432712,0.4510317332941063,24,2,30,2
37,beta,1,max,1.0,0.05,raw,max,5,0.5993475108124569,0.448157142433452,4,2,30,2
18,beta,1,max,1.0,0.05,raw,max,5,0.5951041237400888,0.454344784808986,29,2,30,2
21,beta,1,max,1.0,0.05,raw,max,5,0.5890012642225031,0.4446435387623126,30,2,30,2
48,beta,1,max,1.0,0.05,raw,max,5,0.5785884470602295,0.4501821222255512,16,2,30,2
13,beta,1,max,1.0,0.05,raw,max,5,0.5597132050010359,0.455629497709955,21,2,30,2
46,beta,1,max,1.0,0.05,raw,max,5,0.6326305912990196,0.4414992783001609,11,2,30,2
35,beta,1,max,1.0,0.05,raw,max,50,0.5146260816038983,0.4554365980993465,18,2,30,2
15,beta,1,max,1.0,0.05,raw,max,50,0.6038609819856855,0.4459173879385295,3,2,30,2
7,beta,1,max,1.0,0.05,raw,max,50,0.4917823162856276,0.4697991075229571,26,2,30,2
14,beta,1,max,1.0,0.05,raw,max,10,0.58132815286146,0.4482995954331754,3,2,30,2
19,beta,1,max,1.0,0.05,raw,max,5,0.6153112256144606,0.4363210324058447,6,2,30,2
39,beta,1,max,1.0,0.05,raw,max,50,0.5910950285073595,0.4371714039171513,6,2,30,2
10,beta,1,max,1.0,0.05,raw,max,50,0.6108890874889188,0.4383605089786528,11,2,30,2
6,beta,1,max,1.0,0.05,raw,max,5,0.5786818109907811,0.4476603469528007,12,2,30,2
3,beta,1,max,1.0,0.05,raw,max,50,0.5979611978846391,0.4450224383462023,6,2,30,2
2,beta,1,max,1.0,0.05,raw,max,5,0.6207633818477648,0.4326122791709337,13,2,30,2
43,beta,1,max,1.0,0.05,raw,max,50,0.5922104137019206,0.4465803535474957,2,2,30,2
38,beta,1,max,1.0,0.05,raw,max,10,0.5941886097526261,0.4409400875250839,18,2,30,2
31,beta,1,max,1.0,0.05,raw,max,5,0.6505966668368998,0.4318318698506872,10,2,30,2
8,beta,1,max,1.0,0.05,raw,max,50,0.6193848791259879,0.4394136538263306,5,2,30,2
11,beta,1,max,1.0,0.05,raw,max,50,0.568917176333162,0.4531349805850842,19,2,30,2
27,beta,1,max,1.0,0.05,raw,max,5,0.5484583237492413,0.4597710219384913,10,2,30,2
44,beta,1,max,1.0,0.05,raw,max,5,0.5773412648069052,0.4432206966279668,21,2,30,2
30,beta,1,max,1.0,0.05,raw,max,5,0.5837257152673663,0.4579018671607933,13,2,30,2
26,beta,1,max,1.0,0.05,raw,max,50,0.5968132637131938,0.4476652900089268,2,2,30,2
34,beta,1,max,1.0,0.05,raw,max,5,0.6236353936807392,0.4436282716266619,10,2,30,2
22,beta,1,max,1.0,0.05,raw,max,50,0.5057737241454656,0.4588012005145057,25,2,30,2
47,beta,1,max,1.0,0.05,raw,max,50,0.5975700213914836,0.4375386731902349,26,2,30,2
12,beta,1,max,1.0,0.05,raw,max,50,0.5621769317369122,0.441260845575154,16,2,30,2
20,beta,1,max,1.0,0.05,raw,max,10,0.6117796941511253,0.4281065031914801,2,2,30,2
45,beta,1,max,1.0,0.05,raw,max,50,0.4921138496912719,0.465878976770638,22,2,30,2
49,beta,1,max,1.0,0.05,raw,max,50,0.6031365928134038,0.4559341369358456,2,2,30,2
36,beta,1,max,1.0,0.05,raw,max,50,0.5823414721723519,0.4609467133716548,29,2,30,2
32,beta,1,max,1.0,0.05,raw,max,5,0.5980543159949798,0.4483614328712395,10,2,30,2
4,beta,1,max,1.0,0.05,raw,max,5,0.619908442346967,0.4490636308957104,21,2,30,2
24,beta,1,max,1.0,0.05,raw,max,5,0.5891810485183979,0.4382375052749649,3,2,30,2
40,beta,1,max,1.0,0.05,raw,max,10,0.6180282578770266,0.4350966448685858,4,2,30,2
28,beta,1,max,1.0,0.05,raw,max,5,0.5753189049251952,0.4535435847847989,28,2,30,2
16,beta,1,max,1.0,0.05,raw,max,5,0.6027417382224365,0.4435852416520197,9,2,30,2
