seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
3,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.415377579807578
1,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.438176687622738
0,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4333716330506121
4,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4179116860768325
8,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4122136422544221
10,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.4128149239283399
2,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.3882561573847077
6,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.4254150390625
15,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5,0.4013670761219622
35,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5,0.4038534266389894
47,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.3989320005121178
43,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5,0.4204051054009801
38,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.4078342833858025
18,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4078687183318445
19,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3895250091481242
31,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3952618811545002
40,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4046655715244647
7,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.396474809954041
11,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4102879085856134
26,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4348829709128733
39,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4182502832303453
13,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.4395508551539266
45,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4333196065483096
41,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.379587053426581
25,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5,0.4229971478683956
14,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3958988846492641
49,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4161069707027154
37,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.4157157139269041
22,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.430312188092287
30,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.3991543361409177
34,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.4120104702688516
46,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4180460528609979
23,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.4190584221228309
5,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4192136958582161
42,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4111536342395284
48,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.39435613163882
16,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4218428034329181
27,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4142215351369405
12,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4186572527302876
17,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4083519988108115
21,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5,0.3922385649852967
33,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4246132254754943
24,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4499530098805633
20,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.3904746147591529
36,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4325002680209878
29,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4083578920602008
32,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.391267991155064
9,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.4099407356449738
28,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.4396237529534123
44,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5,0.39366511837807977
