seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,54,none,1.0,0.05,raw,54,50,0.5691663576813744,0.2930170019468628
1,beta,54,none,1.0,0.05,raw,54,50,0.545898506617595,0.2985847579184966
0,beta,54,none,1.0,0.05,raw,54,50,0.5422744092957625,0.3092653113801898
2,beta,54,none,1.0,0.05,raw,54,10,0.5715077254305978,0.2658157505201709
13,beta,54,none,1.0,0.05,raw,54,20,0.5806558371714609,0.2714534302783712
17,beta,54,none,1.0,0.05,raw,54,50,0.5661692569835287,0.28719311744999
19,beta,54,none,1.0,0.05,raw,54,5,0.5953355444217063,0.3087629264951836
29,beta,54,none,1.0,0.05,raw,54,50,0.5447508142595815,0.3028770971733345
5,beta,54,none,1.0,0.05,raw,54,10,0.5873159466337173,0.2774189726136009
9,beta,54,none,1.0,0.05,raw,54,50,0.5803420608108109,0.286266217688532
22,beta,54,none,1.0,0.05,raw,54,50,0.4855139746746868,0.3128214255973577
48,beta,54,none,1.0,0.05,raw,54,50,0.5760389118011503,0.2750661033597175
21,beta,54,none,1.0,0.05,raw,54,50,0.5845410628019323,0.2722284015183412
11,beta,54,none,1.0,0.05,raw,54,50,0.5978611992034811,0.2748838184680341
46,beta,54,none,1.0,0.05,raw,54,50,0.5254242424242425,0.2737075153679679
30,beta,54,none,1.0,0.05,raw,54,50,0.5423329092073166,0.2794923698376714
41,beta,54,none,1.0,0.05,raw,54,50,0.5102163937020334,0.2709499285442133
44,beta,54,none,1.0,0.05,raw,54,50,0.546957671957672,0.2501363382510087
25,beta,54,none,1.0,0.05,raw,54,50,0.5666966337029267,0.3074833291078291
14,beta,54,none,1.0,0.05,raw,54,50,0.5503402328481632,0.2869654573718783
37,beta,54,none,1.0,0.05,raw,54,50,0.5798595321105552,0.292972653680861
7,beta,54,none,1.0,0.05,raw,54,50,0.5140866428297791,0.2835697694628156
23,beta,54,none,1.0,0.05,raw,54,50,0.5672732226332845,0.3156497294114365
35,beta,54,none,1.0,0.05,raw,54,5,0.5420429415636764,0.2877323890719006
33,beta,54,none,1.0,0.05,raw,54,50,0.5241110534808668,0.3092216670441823
27,beta,54,none,1.0,0.05,raw,54,50,0.5840163934426229,0.2690771811552746
31,beta,54,none,1.0,0.05,raw,54,50,0.5034677069787603,0.2664680845481139
26,beta,54,none,1.0,0.05,raw,54,50,0.563221095661996,0.288802661614259
15,beta,54,none,1.0,0.05,raw,54,50,0.5578438773969501,0.2984574580883815
43,beta,54,none,1.0,0.05,raw,54,50,0.5590112915453058,0.3038242288243044
34,beta,54,none,1.0,0.05,raw,54,20,0.5078538062727787,0.284100144517943
47,beta,54,none,1.0,0.05,raw,54,10,0.5260576100389771,0.2532385777338715
3,beta,54,none,1.0,0.05,raw,54,50,0.5581848845788974,0.2769712175881064
6,beta,54,none,1.0,0.05,raw,54,5,0.5653380689292291,0.2948362718855855
38,beta,54,none,1.0,0.05,raw,54,20,0.5517622387083682,0.3372361896103567
39,beta,54,none,1.0,0.05,raw,54,50,0.5378608351002647,0.3066275648506653
18,beta,54,none,1.0,0.05,raw,54,50,0.6042687308119408,0.2980179118911359
10,beta,54,none,1.0,0.05,raw,54,5,0.5403891859774212,0.2894058765556843
45,beta,54,none,1.0,0.05,raw,54,50,0.5950315610115013,0.304865711619646
32,beta,54,none,1.0,0.05,raw,54,50,0.5321151716500554,0.2783627394077553
40,beta,54,none,1.0,0.05,raw,54,50,0.4649644945697577,0.2882217992046177
20,beta,54,none,1.0,0.05,raw,54,50,0.576105730676701,0.2770770093129239
12,beta,54,none,1.0,0.05,raw,54,20,0.5326629570747219,0.2914107156160813
36,beta,54,none,1.0,0.05,raw,54,50,0.5492332169531975,0.2794412093252295
49,beta,54,none,1.0,0.05,raw,54,50,0.5244696969696969,0.2781598749690629
8,beta,54,none,1.0,0.05,raw,54,20,0.5565584618358638,0.2902087604622711
4,beta,54,none,1.0,0.05,raw,54,50,0.5604426390250735,0.2911043223960738
16,beta,54,none,1.0,0.05,raw,54,10,0.5751731301939058,0.2906729069058703
28,beta,54,none,1.0,0.05,raw,54,50,0.5487881649354737,0.3201622610612324
24,beta,54,none,1.0,0.05,raw,54,50,0.5722202295552367,0.32427358738070483
