seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
1,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4855568986810957,0.5467641526237363,0.4811873760597316,0.6190476190476191
3,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4666170707670684,0.5601042455463495,0.4675700595705052,0.6565096952908587
0,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4649019285066434,0.5587168299777376,0.4560521389156907,0.5734126984126984
1,bernoulli,54,none,1.0,0.05,raw,none,,3,0.4935934482536106,0.5419159205341744,0.491680429018158,0.6202380952380953
4,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4473250070656643,0.5834219119576354,0.4360095590081638,0.6489874638379942
3,bernoulli,54,none,1.0,0.05,raw,none,,3,0.4616518143159508,0.5747129931074128,0.462326414164222,0.6463527239150507
1,bernoulli,54,none,1.0,0.05,raw,none,,4,0.4978308564493668,0.5213152784475231,0.4971876774037714,0.6071428571428572
0,bernoulli,54,none,1.0,0.05,raw,none,,3,0.4609199617573041,0.5557166999788752,0.4512970820826881,0.5972222222222223
4,bernoulli,54,none,1.0,0.05,raw,none,,3,0.4951632175454898,0.5383689084240666,0.4939583604325386,0.7270973963355833
8,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4975094457429319,0.4837755503144654,0.49682878123355,0.8170194003527337
3,bernoulli,54,none,1.0,0.05,raw,none,,4,0.4952946331760828,0.5424858638396188,0.4952044438327197,0.6200369344413665
1,bernoulli,54,none,1.0,0.05,raw,none,,5,0.465658435645138,0.5390921294425837,0.4559064211590463,0.5511904761904762
0,bernoulli,54,none,1.0,0.05,raw,none,,4,0.4562829894066732,0.5542582752400917,0.447817848823159,0.5625
4,bernoulli,54,none,1.0,0.05,raw,none,,4,0.4794756698094139,0.5791318337211641,0.4748230755225635,0.6624879459980714
8,bernoulli,54,none,1.0,0.05,raw,none,,3,0.497505656861967,0.522189465408805,0.4968362493219364,0.7433862433862434
3,bernoulli,54,none,1.0,0.05,raw,none,,5,0.4633209546011314,0.5683731393607084,0.4651387664922841,0.605724838411819
1,bernoulli,54,none,1.0,0.05,raw,none,,6,0.4978161745001651,0.5180744351331743,0.4971165064123772,0.6321428571428571
0,bernoulli,54,none,1.0,0.05,raw,none,,5,0.4575465468142452,0.5400904304587335,0.4458496300966055,0.6180555555555556
10,bernoulli,54,none,1.0,0.05,raw,none,,2,0.4975022423516351,0.5056059007799514,0.4971950501900276,0.6583261432269197
