seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2544776356094487
1,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2801188531096505
0,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2832241445173054
2,beta,54,none,1.0,0.05,raw,54,10,0.5,0.249321336768437
13,beta,54,none,1.0,0.05,raw,54,20,0.5,0.2578998331057203
17,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2648609757799512
19,beta,54,none,1.0,0.05,raw,54,5,0.5,0.2599725114522984
29,beta,54,none,1.0,0.05,raw,54,50,0.5,0.281010751159671
5,beta,54,none,1.0,0.05,raw,54,10,0.5,0.2620085919023348
9,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2573276353062739
22,beta,54,none,1.0,0.05,raw,54,50,0.5,0.284172910104797
48,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2497675604889935
21,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2566522296621758
11,beta,54,none,1.0,0.05,raw,54,50,0.5,0.26015251431919
46,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2621895981433017
30,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2554879586700603
41,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2525837126378411
44,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2428857137085972
25,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2850426225412467
14,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2695621251652688
37,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2673978685663923
7,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2596990313534671
23,beta,54,none,1.0,0.05,raw,54,50,0.5,0.27460794624836
35,beta,54,none,1.0,0.05,raw,54,5,0.5,0.2649105224156845
33,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2879356250763997
27,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2628430373041915
31,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2540145203023803
26,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2721982667372384
15,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2725469938712158
43,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2785847127436009
34,beta,54,none,1.0,0.05,raw,54,20,0.5,0.2586236244992921
47,beta,54,none,1.0,0.05,raw,54,10,0.5,0.2440297676170365
3,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2600702922738186
6,beta,54,none,1.0,0.05,raw,54,5,0.5,0.2741479363802284
38,beta,54,none,1.0,0.05,raw,54,20,0.5,0.2766422614690451
39,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2836401888234009
18,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2534054732871186
10,beta,54,none,1.0,0.05,raw,54,5,0.5,0.2723134643252189
45,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2785743089782873
32,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2563352164020332
40,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2693323147580586
20,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2631486434235814
12,beta,54,none,1.0,0.05,raw,54,20,0.5,0.2591733849800506
36,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2638960838731268
49,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2579593673607898
8,beta,54,none,1.0,0.05,raw,54,20,0.5,0.2639361434728227
4,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2610208115666111
16,beta,54,none,1.0,0.05,raw,54,10,0.5,0.2760451229646816
28,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2913831016407562
24,beta,54,none,1.0,0.05,raw,54,50,0.5,0.2912346700391263
