seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,1,max,1.0,0.05,raw,max,5,0.5907807807611628,0.53312064849938
0,beta,1,max,1.0,0.05,raw,max,50,0.5595613227406375,0.5134037609008657
5,beta,1,max,1.0,0.05,raw,max,5,0.5867818835698492,0.4618892219428976
41,beta,1,max,1.0,0.05,raw,max,50,0.5217375280241922,0.5248866730945692
33,beta,1,max,1.0,0.05,raw,max,5,0.6122177006422886,0.4880212625714032
23,beta,1,max,1.0,0.05,raw,max,5,0.5757319049628872,0.4672684621668971
29,beta,1,max,1.0,0.05,raw,max,5,0.5825448253121209,0.5240491737759568
17,beta,1,max,1.0,0.05,raw,max,50,0.5195720164609053,0.5419179779661409
9,beta,1,max,1.0,0.05,raw,max,50,0.6137097559787639,0.4820351691681788
25,beta,1,max,1.0,0.05,raw,max,50,0.6135673109223534,0.4693039323210393
1,beta,1,max,1.0,0.05,raw,max,5,0.5335762533388124,0.530758770861682
37,beta,1,max,1.0,0.05,raw,max,5,0.5820888685886517,0.5370246126743133
18,beta,1,max,1.0,0.05,raw,max,5,0.5752606579269445,0.4714572295028344
21,beta,1,max,1.0,0.05,raw,max,5,0.5793938755443181,0.4672666763270875
48,beta,1,max,1.0,0.05,raw,max,5,0.5622946044455067,0.4795620278890954
13,beta,1,max,1.0,0.05,raw,max,5,0.54473814967538,0.5663998044403595
46,beta,1,max,1.0,0.05,raw,max,5,0.5834335626340379,0.5181461887605596
35,beta,1,max,1.0,0.05,raw,max,50,0.5902064087590899,0.4805807587856872
15,beta,1,max,1.0,0.05,raw,max,50,0.5657274768364797,0.4904050491931847
7,beta,1,max,1.0,0.05,raw,max,50,0.5427816399118828,0.5084131356692826
14,beta,1,max,1.0,0.05,raw,max,10,0.5771751412429379,0.5064781263661198
19,beta,1,max,1.0,0.05,raw,max,5,0.576008486718836,0.4644018364669572
39,beta,1,max,1.0,0.05,raw,max,50,0.557748276437892,0.4734840552727962
10,beta,1,max,1.0,0.05,raw,max,50,0.5883877241157294,0.4893870687397244
6,beta,1,max,1.0,0.05,raw,max,5,0.5504638218923933,0.516594149386719
3,beta,1,max,1.0,0.05,raw,max,50,0.5761450006149305,0.4839013460260012
2,beta,1,max,1.0,0.05,raw,max,5,0.587660698209973,0.480323816164893
43,beta,1,max,1.0,0.05,raw,max,50,0.5872219026183964,0.4790609094452753
38,beta,1,max,1.0,0.05,raw,max,10,0.5938177595166518,0.466978907506007
31,beta,1,max,1.0,0.05,raw,max,5,0.5683351152889596,0.4589382391934972
8,beta,1,max,1.0,0.05,raw,max,50,0.5627015777545328,0.5014910816434129
11,beta,1,max,1.0,0.05,raw,max,50,0.5819063018293887,0.5280551491766515
27,beta,1,max,1.0,0.05,raw,max,5,0.5992570134768498,0.515856835236133
44,beta,1,max,1.0,0.05,raw,max,5,0.541208287772334,0.4993571380648207
30,beta,1,max,1.0,0.05,raw,max,5,0.5647816716641679,0.499956412203612
26,beta,1,max,1.0,0.05,raw,max,50,0.5590008312191658,0.5331191112018666
34,beta,1,max,1.0,0.05,raw,max,5,0.534828075365552,0.5696196070238532
22,beta,1,max,1.0,0.05,raw,max,50,0.5699680353549414,0.4845940494527818
47,beta,1,max,1.0,0.05,raw,max,50,0.5969574381887891,0.4970958081135249
12,beta,1,max,1.0,0.05,raw,max,50,0.5679739389605012,0.4913622734878842
20,beta,1,max,1.0,0.05,raw,max,10,0.5959827203029091,0.441123112029967
45,beta,1,max,1.0,0.05,raw,max,50,0.5783635157485869,0.4600668135353854
49,beta,1,max,1.0,0.05,raw,max,50,0.5884547531977616,0.5578508572253098
36,beta,1,max,1.0,0.05,raw,max,50,0.585700538599641,0.5948725178332726
32,beta,1,max,1.0,0.05,raw,max,5,0.5455647747873379,0.5558268973861056
4,beta,1,max,1.0,0.05,raw,max,5,0.6037547607219738,0.488333493298883
24,beta,1,max,1.0,0.05,raw,max,5,0.5474577363508086,0.4804705643038106
40,beta,1,max,1.0,0.05,raw,max,10,0.5807834964821047,0.4897530765358925
28,beta,1,max,1.0,0.05,raw,max,5,0.5910294913356104,0.4917827940508956
16,beta,1,max,1.0,0.05,raw,max,5,0.614763746211988,0.4759293086248106
