seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,bernoulli,54,none,1.0,0.05,raw,54,50,0.5026456865653195,0.4892554521027845
23,bernoulli,54,none,1.0,0.05,raw,54,50,0.498544552467808,0.4768528132195779
37,bernoulli,54,none,1.0,0.05,raw,54,50,0.5706850877382936,0.4530602441753399
13,bernoulli,54,none,1.0,0.05,raw,54,20,0.5138724178824567,0.484861391184831
25,bernoulli,54,none,1.0,0.05,raw,54,50,0.5386907734825026,0.4825563436430938
17,bernoulli,54,none,1.0,0.05,raw,54,50,0.5264109051479321,0.502430759090982
1,bernoulli,54,none,1.0,0.05,raw,54,10,0.5618798216434284,0.5255220100029235
48,bernoulli,54,none,1.0,0.05,raw,54,50,0.5533372787631078,0.4529914001296947
15,bernoulli,54,none,1.0,0.05,raw,54,50,0.52941265287634,0.4914826538414774
11,bernoulli,54,none,1.0,0.05,raw,54,50,0.5502544435430341,0.4876779109369486
43,bernoulli,54,none,1.0,0.05,raw,54,50,0.5383300748779741,0.4838399546917306
22,bernoulli,54,none,1.0,0.05,raw,54,50,0.5164776014963735,0.5432986073961811
6,bernoulli,54,none,1.0,0.05,raw,54,5,0.5260490660352538,0.5031614787933705
10,bernoulli,54,none,1.0,0.05,raw,54,5,0.5653334818775995,0.4807480411261504
18,bernoulli,54,none,1.0,0.05,raw,54,50,0.6061875367430923,0.4672768332000247
2,bernoulli,54,none,1.0,0.05,raw,54,20,0.5411363348530902,0.496093855129441
32,bernoulli,54,none,1.0,0.05,raw,54,50,0.4857545555219974,0.4724697028644449
20,bernoulli,54,none,1.0,0.05,raw,54,50,0.5567862870890137,0.4834061747230384
46,bernoulli,54,none,1.0,0.05,raw,54,50,0.5568106060606061,0.4723042525151488
47,bernoulli,54,none,1.0,0.05,raw,54,10,0.5799600722502138,0.4194902019913752
34,bernoulli,54,none,1.0,0.05,raw,54,50,0.518038943928272,0.4887453239002588
5,bernoulli,54,none,1.0,0.05,raw,54,10,0.5798214259447215,0.4305898035777901
21,bernoulli,54,none,1.0,0.05,raw,54,50,0.5116381203337724,0.4186454179750185
14,bernoulli,54,none,1.0,0.05,raw,54,50,0.5828946157000928,0.5289258043289109
7,bernoulli,54,none,1.0,0.05,raw,54,50,0.5610913357170221,0.4914544262339271
33,bernoulli,54,none,1.0,0.05,raw,54,50,0.5595464499769479,0.4840993250562221
26,bernoulli,54,none,1.0,0.05,raw,54,50,0.5028709356426324,0.4560903498492473
38,bernoulli,54,none,1.0,0.05,raw,54,20,0.5624957719800663,0.5159262153042954
4,bernoulli,54,none,1.0,0.05,raw,54,50,0.5028404227171561,0.4976074524195282
30,bernoulli,54,none,1.0,0.05,raw,54,50,0.5529009409114116,0.4697371102970898
9,bernoulli,54,none,1.0,0.05,raw,54,50,0.5485557432432432,0.4601280249081942
27,bernoulli,54,none,1.0,0.05,raw,54,50,0.5111220004751722,0.5036770794816879
44,bernoulli,54,none,1.0,0.05,raw,54,50,0.5764514514514514,0.3887829454144484
24,bernoulli,54,none,1.0,0.05,raw,54,50,0.5296180057388808,0.5446490626908493
41,bernoulli,54,none,1.0,0.05,raw,54,50,0.5143603133159269,0.3916815773513259
19,bernoulli,54,none,1.0,0.05,raw,54,10,0.5420047985322137,0.5368448056666343
31,bernoulli,54,none,1.0,0.05,raw,54,10,0.5564495737610171,0.5240086528158295
35,bernoulli,54,none,1.0,0.05,raw,54,5,0.5800513287033955,0.4899412091661391
3,bernoulli,54,none,1.0,0.05,raw,54,50,0.5456941077263624,0.4678875459450917
39,bernoulli,54,none,1.0,0.05,raw,54,50,0.570476309261492,0.517527480616668
29,bernoulli,54,none,1.0,0.05,raw,54,50,0.5836270616755157,0.5210398804874099
45,bernoulli,54,none,1.0,0.05,raw,54,50,0.5508396907149957,0.5109594987805526
0,bernoulli,54,none,1.0,0.05,raw,54,5,0.5217203495989978,0.4973309476249112
12,bernoulli,54,none,1.0,0.05,raw,54,20,0.5486406995230525,0.5581726674552482
8,bernoulli,54,none,1.0,0.05,raw,54,50,0.5556959954794867,0.5464598578624376
16,bernoulli,54,none,1.0,0.05,raw,54,20,0.548507617728532,0.5063162254061765
36,bernoulli,54,none,1.0,0.05,raw,54,50,0.4803369131273846,0.5263530042786342
49,bernoulli,54,none,1.0,0.05,raw,54,50,0.4968712121212121,0.4991085032242978
40,bernoulli,54,none,1.0,0.05,raw,54,20,0.5172523322194374,0.496451331598957
28,bernoulli,54,none,1.0,0.05,raw,54,50,0.5333899905571293,0.4927009749988798
