seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,beta,54,none,1.0,0.05,raw,none,,2,0.3124675495465331,0.5677883131022604,0.3169218383685224,0.625
2,beta,54,none,1.0,0.05,raw,none,,2,0.3178937350177486,0.503336042085454,0.3067377264727676,0.6985074626865672
4,beta,54,none,1.0,0.05,raw,none,,2,0.3147013259282467,0.579972133643598,0.31997947127834,0.6644165863066538
0,beta,54,none,1.0,0.05,raw,none,,3,0.3342650277234015,0.5578027754757146,0.3398601813016307,0.623015873015873
2,beta,54,none,1.0,0.05,raw,none,,3,0.310428356850867,0.5299709165561781,0.2978719485451163,0.6666666666666666
2,beta,54,none,1.0,0.05,raw,none,,4,0.3562245351490781,0.4911894273127752,0.3547865641046506,0.6179104477611941
4,beta,54,none,1.0,0.05,raw,none,,3,0.348463353878562,0.5506358508814769,0.3514627739076116,0.7270973963355833
0,beta,54,none,1.0,0.05,raw,none,,4,0.3250935484058562,0.5594094801670486,0.3313882997895197,0.5942460317460317
2,beta,54,none,1.0,0.05,raw,none,,5,0.3497927520436724,0.5250042769770327,0.3467602058715662,0.6950248756218905
10,beta,54,none,1.0,0.05,raw,none,,2,0.3714248786077219,0.5056059007799514,0.3793225312125165,0.6773080241587576
4,beta,54,none,1.0,0.05,raw,none,,4,0.3726425576243681,0.5357690060999549,0.3771950730935974,0.7010607521697203
0,beta,54,none,1.0,0.05,raw,none,,5,0.3344875917093355,0.5364687433984954,0.3389951590717043,0.6369047619047619
2,beta,54,none,1.0,0.05,raw,none,,6,0.3153871206372833,0.5014434797485137,0.3043785117923936,0.6497512437810945
10,beta,54,none,1.0,0.05,raw,none,,3,0.371423835514603,0.5015163502109705,0.3793279130299241,0.6678170836928387
4,beta,54,none,1.0,0.05,raw,none,,5,0.3383333690217348,0.5519286199929138,0.3410680793891646,0.7222757955641272
0,beta,54,none,1.0,0.05,raw,none,,6,0.3236070976101672,0.5640650644306863,0.3281660167852495,0.5773809523809523
2,beta,54,none,1.0,0.05,raw,none,,7,0.3037853824352848,0.5213768658312306,0.287924394736151,0.6975124378109453
10,beta,54,none,1.0,0.05,raw,none,,4,0.3714267641916953,0.4696490218642117,0.3793201741881485,0.6885245901639344
4,beta,54,none,1.0,0.05,raw,none,,6,0.372649535432539,0.5001436410123818,0.3772005247697487,0.6798457087753134
0,beta,54,none,1.0,0.05,raw,none,,7,0.3235915102989385,0.545461008466176,0.3359809448183464,0.6101190476190477
1,beta,54,none,1.0,0.05,raw,none,,2,0.3145948647391896,0.5689613227506332,0.3021118284904659,0.6511904761904762
