seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_knn,rmse_knn
42,beta,54,none,1.0,0.05,raw,54,50,0.6406307934742307,0.2594248321645884
1,beta,54,none,1.0,0.05,raw,54,50,0.5883254299667351,0.2879616938206188
0,beta,54,none,1.0,0.05,raw,54,50,0.6157290751753034,0.2825061508791913
2,beta,54,none,1.0,0.05,raw,54,10,0.6404666919959473,0.2901553425032598
13,beta,54,none,1.0,0.05,raw,54,20,0.6342770070878955,0.2755339905398218
17,beta,54,none,1.0,0.05,raw,54,50,0.6112201166933443,0.2798371724346661
19,beta,54,none,1.0,0.05,raw,54,5,0.6057088420012702,0.3145528007473288
29,beta,54,none,1.0,0.05,raw,54,50,0.6108471274111751,0.2948772320842796
5,beta,54,none,1.0,0.05,raw,54,10,0.5397672947648677,0.3331441180807037
9,beta,54,none,1.0,0.05,raw,54,50,0.6291258445945945,0.268967190297975
22,beta,54,none,1.0,0.05,raw,54,50,0.6197166040934963,0.2919216134508604
48,beta,54,none,1.0,0.05,raw,54,50,0.6148998538958037,0.2737106865911258
21,beta,54,none,1.0,0.05,raw,54,50,0.6344863812894503,0.2605650081930133
11,beta,54,none,1.0,0.05,raw,54,50,0.5923666937089757,0.2767625817727213
46,beta,54,none,1.0,0.05,raw,54,50,0.5746553030303031,0.2753182850510275
30,beta,54,none,1.0,0.05,raw,54,50,0.6370602394015771,0.264003065293752
41,beta,54,none,1.0,0.05,raw,54,50,0.6061595062900547,0.2605141632042727
44,beta,54,none,1.0,0.05,raw,54,50,0.5813313313313313,0.2563785788641056
25,beta,54,none,1.0,0.05,raw,54,50,0.6288216295408385,0.2848902990627731
14,beta,54,none,1.0,0.05,raw,54,50,0.6374323091473673,0.2767491615897817
37,beta,54,none,1.0,0.05,raw,54,50,0.6059103344232949,0.2769729122953964
7,beta,54,none,1.0,0.05,raw,54,50,0.6150874728642575,0.2665457754489808
23,beta,54,none,1.0,0.05,raw,54,50,0.6081476383033639,0.2904755361830305
35,beta,54,none,1.0,0.05,raw,54,5,0.6026315205573675,0.3050110395184642
33,beta,54,none,1.0,0.05,raw,54,50,0.5773325841401568,0.3000908768617726
27,beta,54,none,1.0,0.05,raw,54,50,0.6044562247564742,0.2645314792197192
31,beta,54,none,1.0,0.05,raw,54,50,0.6265126065597457,0.2608872913550396
26,beta,54,none,1.0,0.05,raw,54,50,0.6448074388833608,0.2675188931807552
15,beta,54,none,1.0,0.05,raw,54,50,0.6516533293069606,0.2766391103854403
43,beta,54,none,1.0,0.05,raw,54,50,0.6155089175278299,0.2869189532689556
34,beta,54,none,1.0,0.05,raw,54,20,0.6210367366493849,0.3098752057666103
47,beta,54,none,1.0,0.05,raw,54,10,0.6149824127768798,0.3012812656979873
3,beta,54,none,1.0,0.05,raw,54,50,0.5660791458988993,0.276193017973101
6,beta,54,none,1.0,0.05,raw,54,5,0.6241186529860563,0.3010107502467107
38,beta,54,none,1.0,0.05,raw,54,20,0.5750031945039499,0.3514514429792184
39,beta,54,none,1.0,0.05,raw,54,50,0.6402943499771337,0.2940881705151585
18,beta,54,none,1.0,0.05,raw,54,50,0.6586974982036711,0.2644015635228493
10,beta,54,none,1.0,0.05,raw,54,5,0.5571561200237671,0.3106018713470711
45,beta,54,none,1.0,0.05,raw,54,50,0.6181892111683384,0.290408595845033
32,beta,54,none,1.0,0.05,raw,54,50,0.594088727809658,0.2685857026657178
40,beta,54,none,1.0,0.05,raw,54,50,0.5577746449456976,0.2854334907492398
20,beta,54,none,1.0,0.05,raw,54,50,0.6892696317315404,0.2612861930380507
12,beta,54,none,1.0,0.05,raw,54,20,0.611077106518283,0.3042814409996421
36,beta,54,none,1.0,0.05,raw,54,50,0.6174039863879437,0.2642445032979025
49,beta,54,none,1.0,0.05,raw,54,50,0.6632462121212122,0.2556317168334972
8,beta,54,none,1.0,0.05,raw,54,20,0.5984735832503085,0.2979169304830988
4,beta,54,none,1.0,0.05,raw,54,50,0.5790182253972701,0.2852551406368723
16,beta,54,none,1.0,0.05,raw,54,10,0.6099826869806094,0.319176380297668
28,beta,54,none,1.0,0.05,raw,54,50,0.6544979540446962,0.2851763809623131
24,beta,54,none,1.0,0.05,raw,54,50,0.6312978240076519,0.292181177121868
