seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,54,none,1.0,0.05,raw,54,50,0.4873200160672352,0.3200905542658241,16,2,30,2
1,beta,54,none,1.0,0.05,raw,54,50,0.4802002972609527,0.3488844169314827,2,2,30,2
0,beta,54,none,1.0,0.05,raw,54,50,0.4710191357935811,0.3493761638048745,29,2,30,2
2,beta,54,none,1.0,0.05,raw,54,10,0.5284202444275583,0.3076966924710266,20,2,30,2
13,beta,54,none,1.0,0.05,raw,54,20,0.5212223172177942,0.3039130492050448,23,2,30,2
17,beta,54,none,1.0,0.05,raw,54,50,0.4588217070274177,0.3287863990990345,30,2,30,2
19,beta,54,none,1.0,0.05,raw,54,5,0.5215095970644273,0.3373643823403723,14,2,30,2
29,beta,54,none,1.0,0.05,raw,54,50,0.511548357352132,0.3059977942913942,18,2,30,2
5,beta,54,none,1.0,0.05,raw,54,10,0.520942735683921,0.2963996645568386,6,2,30,2
9,beta,54,none,1.0,0.05,raw,54,50,0.4777195945945945,0.2763853707414439,7,2,30,2
22,beta,54,none,1.0,0.05,raw,54,50,0.4940690054230081,0.3681592257963646,4,2,30,2
48,beta,54,none,1.0,0.05,raw,54,50,0.5288509552255368,0.327685868375777,6,2,30,2
21,beta,54,none,1.0,0.05,raw,54,50,0.5014940539237215,0.3331538800143726,3,2,30,2
11,beta,54,none,1.0,0.05,raw,54,50,0.5606313149937311,0.2871935714478384,16,2,30,2
46,beta,54,none,1.0,0.05,raw,54,50,0.4837727272727273,0.3727578846272172,26,2,30,2
30,beta,54,none,1.0,0.05,raw,54,50,0.5758928933228517,0.2684725549122086,3,2,30,2
41,beta,54,none,1.0,0.05,raw,54,50,0.5440847772766833,0.3830320157073544,22,2,30,2
44,beta,54,none,1.0,0.05,raw,54,50,0.5123516373516374,0.3760984743310482,18,2,30,2
25,beta,54,none,1.0,0.05,raw,54,50,0.5065594512702694,0.3607238252651706,18,2,30,2
14,beta,54,none,1.0,0.05,raw,54,50,0.4850054822267047,0.3369939184227298,4,2,30,2
37,beta,54,none,1.0,0.05,raw,54,50,0.4711773749972932,0.3158246098440093,30,2,30,2
7,beta,54,none,1.0,0.05,raw,54,50,0.4700868343761971,0.3439432922858501,13,2,30,2
23,beta,54,none,1.0,0.05,raw,54,50,0.4794552467808082,0.3423810381062689,16,2,30,2
35,beta,54,none,1.0,0.05,raw,54,5,0.5063975977575126,0.2845575108525402,21,2,30,2
33,beta,54,none,1.0,0.05,raw,54,50,0.4596876440756109,0.3332508352631205,6,2,30,2
27,beta,54,none,1.0,0.05,raw,54,50,0.528447226181991,0.3645783719224763,6,2,30,2
31,beta,54,none,1.0,0.05,raw,54,50,0.5553930067909261,0.287261144267502,4,2,30,2
26,beta,54,none,1.0,0.05,raw,54,50,0.4976030712960224,0.3574817586459839,14,2,30,2
15,beta,54,none,1.0,0.05,raw,54,50,0.5286086365695304,0.3248832625945205,17,2,30,2
43,beta,54,none,1.0,0.05,raw,54,50,0.510852651318677,0.2950088170722103,14,2,30,2
34,beta,54,none,1.0,0.05,raw,54,20,0.4934765498006604,0.2914044387802003,3,2,30,2
47,beta,54,none,1.0,0.05,raw,54,10,0.4572963209430555,0.3743925141136862,23,2,30,2
3,beta,54,none,1.0,0.05,raw,54,50,0.4837258504118417,0.3196076569922464,10,2,30,2
6,beta,54,none,1.0,0.05,raw,54,5,0.4508353064982899,0.3571682639962236,8,2,30,2
38,beta,54,none,1.0,0.05,raw,54,20,0.5084898640268789,0.3175278552294084,26,2,30,2
39,beta,54,none,1.0,0.05,raw,54,50,0.4949347967682479,0.3737287032397423,3,2,30,2
18,beta,54,none,1.0,0.05,raw,54,50,0.6035420340975897,0.2926127623362337,13,2,30,2
10,beta,54,none,1.0,0.05,raw,54,5,0.5203171420083185,0.3251022686893234,30,2,30,2
45,beta,54,none,1.0,0.05,raw,54,50,0.5382120590171552,0.2985242408002274,11,2,30,2
32,beta,54,none,1.0,0.05,raw,54,50,0.5091613812544046,0.3765273778214334,6,2,30,2
40,beta,54,none,1.0,0.05,raw,54,50,0.4354027429685324,0.3165678271064772,10,2,30,2
20,beta,54,none,1.0,0.05,raw,54,50,0.5235141262105978,0.3657575318192634,13,2,30,2
12,beta,54,none,1.0,0.05,raw,54,20,0.5204689984101749,0.3283643417291356,16,2,30,2
36,beta,54,none,1.0,0.05,raw,54,50,0.4697743109264742,0.335696866103843,9,2,30,2
49,beta,54,none,1.0,0.05,raw,54,50,0.5533863636363636,0.2888075761241169,16,2,30,2
8,beta,54,none,1.0,0.05,raw,54,20,0.5221601808205327,0.3557551142257269,8,2,30,2
4,beta,54,none,1.0,0.05,raw,54,50,0.4709070675942787,0.3209881750510537,8,2,30,2
16,beta,54,none,1.0,0.05,raw,54,10,0.554407894736842,0.2992858497741742,5,2,30,2
28,beta,54,none,1.0,0.05,raw,54,50,0.5701479383065786,0.3113593024864769,7,2,30,2
24,beta,54,none,1.0,0.05,raw,54,50,0.457245337159254,0.33261982977775784,14,2,30,2
