seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5731542845140642,0.4428764771930242,14,2,30,2
1,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.47630622059456,0.4978226699317107,18,2,30,2
0,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5390626269520141,0.44362207435832,9,2,30,2
4,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4884847788407212,0.4975608398865978,28,2,30,2
8,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.4837755503144654,0.4975094457429319,2,2,30,2
10,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,5,0.4960602864083877,0.4974902015229096,5,2,30,2
2,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5122508660878491,0.4686520474133485,29,2,30,2
6,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5187929350898532,0.4871066499464078,27,2,30,2
15,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5191523167432472,0.4972906017997899,12,2,30,2
35,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5015567163662781,0.4973639949042209,6,2,30,2
47,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,10,0.6011050783263217,0.4223361144397056,6,2,30,2
43,bernoulli,54,none,1.0,0.05,raw,none,,54,31.0,50,0.4644488006073448,0.4671973740928076,27,2,30,2
38,bernoulli,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5402242893592375,0.437939338118391,18,2,30,2
18,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5777378796869691,0.4338872105477392,15,2,30,2
19,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5884364176150421,0.4627571074353681,2,2,30,2
31,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5964601249304753,0.4347973691142606,27,2,30,2
40,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.6054175540629096,0.457681486763027,16,2,30,2
7,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5495096801346802,0.4920810705494139,12,2,30,2
11,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5633453684292259,0.4490072664764606,22,2,30,2
26,bernoulli,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5487169155072956,0.4715050320655122,6,2,30,2
