seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,bernoulli,54,none,1.0,0.05,raw,54,50,0.4826890989988877,0.460483667049839
23,bernoulli,54,none,1.0,0.05,raw,54,50,0.4335297829017178,0.480764577091142
37,bernoulli,54,none,1.0,0.05,raw,54,50,0.5606877585049481,0.4573768385062807
13,bernoulli,54,none,1.0,0.05,raw,54,20,0.4654947737113544,0.481950027201098
25,bernoulli,54,none,1.0,0.05,raw,54,50,0.5330270036293411,0.4852714702753945
17,bernoulli,54,none,1.0,0.05,raw,54,50,0.4951205659110858,0.4515639578983835
1,bernoulli,54,none,1.0,0.05,raw,54,10,0.5133201217354378,0.4700652109216812
48,bernoulli,54,none,1.0,0.05,raw,54,50,0.5527362171959092,0.427312791250391
15,bernoulli,54,none,1.0,0.05,raw,54,50,0.453038653178318,0.4610101513262114
11,bernoulli,54,none,1.0,0.05,raw,54,50,0.5272143963419131,0.4520284769584339
43,bernoulli,54,none,1.0,0.05,raw,54,50,0.4757378073920387,0.4959684799507987
22,bernoulli,54,none,1.0,0.05,raw,54,50,0.5066879280879524,0.4880638554139379
6,bernoulli,54,none,1.0,0.05,raw,54,5,0.4688141278610892,0.4793795824391403
10,bernoulli,54,none,1.0,0.05,raw,54,5,0.511541889483066,0.4379691945896076
18,bernoulli,54,none,1.0,0.05,raw,54,50,0.4059254360180286,0.4402580011183371
2,bernoulli,54,none,1.0,0.05,raw,54,20,0.4693753166160081,0.4364228442049076
32,bernoulli,54,none,1.0,0.05,raw,54,50,0.4478338199268432,0.4247616450109437
20,bernoulli,54,none,1.0,0.05,raw,54,50,0.5383535870705076,0.4376547063046475
46,bernoulli,54,none,1.0,0.05,raw,54,50,0.5397045454545454,0.5077962726054314
47,bernoulli,54,none,1.0,0.05,raw,54,10,0.5523528852552524,0.3898746340640773
34,bernoulli,54,none,1.0,0.05,raw,54,50,0.5163620964016221,0.4926543519394568
5,bernoulli,54,none,1.0,0.05,raw,54,10,0.4997940661635997,0.4735305833113871
21,bernoulli,54,none,1.0,0.05,raw,54,50,0.5007922360863538,0.4165707139953165
14,bernoulli,54,none,1.0,0.05,raw,54,50,0.4983804414238723,0.4200778050675964
7,bernoulli,54,none,1.0,0.05,raw,54,50,0.4822061358702592,0.4359677253007279
33,bernoulli,54,none,1.0,0.05,raw,54,50,0.5036667242969111,0.4609251020671518
26,bernoulli,54,none,1.0,0.05,raw,54,50,0.5348882553855255,0.5157383880787325
38,bernoulli,54,none,1.0,0.05,raw,54,20,0.5039198442585369,0.4803844626083091
4,bernoulli,54,none,1.0,0.05,raw,54,50,0.5310423184074956,0.4573423516838923
30,bernoulli,54,none,1.0,0.05,raw,54,50,0.4247635564992584,0.4303164474040302
9,bernoulli,54,none,1.0,0.05,raw,54,50,0.4926140202702703,0.4365899464165303
27,bernoulli,54,none,1.0,0.05,raw,54,50,0.4938227607507721,0.4755855145148995
44,bernoulli,54,none,1.0,0.05,raw,54,50,0.503056628056628,0.4073297749453409
24,bernoulli,54,none,1.0,0.05,raw,54,50,0.4376912960306073,0.5233237868954874
41,bernoulli,54,none,1.0,0.05,raw,54,50,0.4953220191470844,0.392019453179096
19,bernoulli,54,none,1.0,0.05,raw,54,10,0.4881403923505751,0.4329342336948604
31,bernoulli,54,none,1.0,0.05,raw,54,10,0.5056259933535616,0.4005406168535663
35,bernoulli,54,none,1.0,0.05,raw,54,5,0.4806444932584851,0.5303598407302429
3,bernoulli,54,none,1.0,0.05,raw,54,50,0.5030342272884699,0.4432238569139579
39,bernoulli,54,none,1.0,0.05,raw,54,50,0.5131376543466512,0.4800377905641999
29,bernoulli,54,none,1.0,0.05,raw,54,50,0.5402445009592647,0.5138031534324622
45,bernoulli,54,none,1.0,0.05,raw,54,50,0.490021815177684,0.519164996009249
0,bernoulli,54,none,1.0,0.05,raw,54,5,0.4824444572432363,0.4912103004527274
12,bernoulli,54,none,1.0,0.05,raw,54,20,0.4734976152623211,0.5299559146611867
8,bernoulli,54,none,1.0,0.05,raw,54,50,0.4926764710255914,0.4605385298292374
16,bernoulli,54,none,1.0,0.05,raw,54,20,0.4989612188365651,0.4717530535077044
36,bernoulli,54,none,1.0,0.05,raw,54,50,0.4923726816045727,0.4621392118700191
49,bernoulli,54,none,1.0,0.05,raw,54,50,0.4870984848484849,0.4574875306426109
40,bernoulli,54,none,1.0,0.05,raw,54,20,0.4981377053745475,0.4171224743461108
28,bernoulli,54,none,1.0,0.05,raw,54,50,0.5278186968838527,0.5311847253976754
