seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
42,beta,54,none,1.0,0.05,raw,54,50,0.5064886911383017,0.3199034847428056
1,beta,54,none,1.0,0.05,raw,54,50,0.5401443838912874,0.3272393057724506
0,beta,54,none,1.0,0.05,raw,54,50,0.4744064160343264,0.3492869163395544
2,beta,54,none,1.0,0.05,raw,54,10,0.5403368794326242,0.3019858304332746
13,beta,54,none,1.0,0.05,raw,54,20,0.5068258915027993,0.3072248833495837
17,beta,54,none,1.0,0.05,raw,54,50,0.5507453768929474,0.3087691762119713
19,beta,54,none,1.0,0.05,raw,54,5,0.5830834097805377,0.338080226204253
29,beta,54,none,1.0,0.05,raw,54,50,0.5140692157825072,0.3262418454894052
5,beta,54,none,1.0,0.05,raw,54,10,0.5444890634423312,0.3621524377790598
9,beta,54,none,1.0,0.05,raw,54,50,0.5473902027027027,0.3303903874585625
22,beta,54,none,1.0,0.05,raw,54,50,0.5205414934129964,0.346181979676513
48,beta,54,none,1.0,0.05,raw,54,50,0.4936564886907954,0.328581061632948
21,beta,54,none,1.0,0.05,raw,54,50,0.604316825544447,0.3089837012783957
11,beta,54,none,1.0,0.05,raw,54,50,0.5459620915996755,0.2929251447651697
46,beta,54,none,1.0,0.05,raw,54,50,0.5355151515151514,0.2957790121164113
30,beta,54,none,1.0,0.05,raw,54,50,0.4800674279323451,0.3295907931843964
41,beta,54,none,1.0,0.05,raw,54,50,0.5601313395047076,0.2683756561004763
44,beta,54,none,1.0,0.05,raw,54,50,0.5434273559273559,0.2715728121732151
25,beta,54,none,1.0,0.05,raw,54,50,0.5422102354077182,0.3625261807030979
14,beta,54,none,1.0,0.05,raw,54,50,0.5629786486101928,0.2974472052747613
37,beta,54,none,1.0,0.05,raw,54,50,0.5831582898431465,0.3219710651111944
7,beta,54,none,1.0,0.05,raw,54,50,0.4934315540799386,0.3090368180554008
23,beta,54,none,1.0,0.05,raw,54,50,0.503427112908314,0.3436014656460015
35,beta,54,none,1.0,0.05,raw,54,5,0.4865687427426095,0.3281407125434851
33,beta,54,none,1.0,0.05,raw,54,50,0.5274752189949286,0.3668719416983147
27,beta,54,none,1.0,0.05,raw,54,50,0.5191850795913519,0.2891345578670042
31,beta,54,none,1.0,0.05,raw,54,50,0.539156191301835,0.2746348731410981
26,beta,54,none,1.0,0.05,raw,54,50,0.4566871957615039,0.320876346322279
15,beta,54,none,1.0,0.05,raw,54,50,0.4943907594745583,0.3297171452830043
43,beta,54,none,1.0,0.05,raw,54,50,0.4932636422881007,0.3401050987737169
34,beta,54,none,1.0,0.05,raw,54,20,0.529353387060897,0.3041069294891396
47,beta,54,none,1.0,0.05,raw,54,10,0.461631333776975,0.2846531152530628
3,beta,54,none,1.0,0.05,raw,54,50,0.4073845412519387,0.3247142590170079
6,beta,54,none,1.0,0.05,raw,54,5,0.5407721652196791,0.3287967209560238
38,beta,54,none,1.0,0.05,raw,54,20,0.5388414097909667,0.3488673535168156
39,beta,54,none,1.0,0.05,raw,54,50,0.5550589670034229,0.3467008772270915
18,beta,54,none,1.0,0.05,raw,54,50,0.5620264223659286,0.3189537724659494
10,beta,54,none,1.0,0.05,raw,54,5,0.5372994652406416,0.3387405642641666
45,beta,54,none,1.0,0.05,raw,54,50,0.575152641701842,0.3113225450578092
32,beta,54,none,1.0,0.05,raw,54,50,0.5219554347461324,0.3087117657559219
40,beta,54,none,1.0,0.05,raw,54,50,0.4420339042049568,0.2972823159623681
20,beta,54,none,1.0,0.05,raw,54,50,0.5357935969403492,0.3296052039064017
12,beta,54,none,1.0,0.05,raw,54,20,0.5027027027027027,0.2975469062996265
36,beta,54,none,1.0,0.05,raw,54,50,0.5327632179844138,0.3205089315688956
49,beta,54,none,1.0,0.05,raw,54,50,0.5453257575757576,0.2965198324761007
8,beta,54,none,1.0,0.05,raw,54,20,0.5287141816235186,0.296024169899223
4,beta,54,none,1.0,0.05,raw,54,50,0.6116013758540724,0.3352853633035598
16,beta,54,none,1.0,0.05,raw,54,10,0.4777631578947368,0.3284196212141676
28,beta,54,none,1.0,0.05,raw,54,50,0.578161787850173,0.3422851671335868
24,beta,54,none,1.0,0.05,raw,54,50,0.5321496891439502,0.36748291874458383
