seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
3,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2997047555985603,2.0
2,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.249929760960248,2.0
0,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.3106729743261581,2.0
4,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2993951541432031,2.0
1,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.3169641638665377,2.0
7,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.2845143448375942,2.0
10,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2974268402174144,2.0
9,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.3005159372143534,2.0
12,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.3082154889159041,2.0
8,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2915978336287442,2.0
31,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2945291291421071,2.0
40,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3031776996893101,2.0
6,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.304767744794767,2.0
15,beta,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5,0.2715142597243848,2.0
32,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.2858123286447151,2.0
42,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5,0.2930802705225289,2.0
48,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.296076390605535,2.0
24,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.314504015103957,2.0
28,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3203544124071359,2.0
39,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.3096089504449837,2.0
20,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.2629756070272629,2.0
26,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.3065902522801985,2.0
16,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5,0.3055041324387493,2.0
13,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3026443963001736,2.0
44,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.285305441406611,2.0
30,beta,54,none,1.0,0.05,raw,none,,54,29.0,5,0.5,0.2852112573320978,2.0
36,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3142399272487934,2.0
21,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2866535070960322,2.0
34,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.3048534186084726,2.0
14,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.2912647026263916,2.0
11,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2923311033627817,2.0
47,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2990606811771072,2.0
35,beta,54,none,1.0,0.05,raw,none,,54,30.0,10,0.5,0.2741558991919882,2.0
18,beta,54,none,1.0,0.05,raw,none,,54,29.0,20,0.5,0.292353887662553,2.0
46,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3010288185735033,2.0
38,beta,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5,0.301807016848589,2.0
22,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3118837479184391,2.0
23,beta,54,none,1.0,0.05,raw,none,,54,30.0,20,0.5,0.2792925000681719,2.0
27,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.292413847250259,2.0
43,beta,54,none,1.0,0.05,raw,none,,54,31.0,50,0.5,0.2736663541854959,2.0
19,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.287157859082041,2.0
41,beta,54,none,1.0,0.05,raw,none,,54,30.0,10,0.5,0.2863187478730092,2.0
5,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.2960853741550695,2.0
45,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3099441677621691,2.0
17,beta,54,none,1.0,0.05,raw,none,,54,29.0,10,0.5,0.292451503637684,2.0
25,beta,54,none,1.0,0.05,raw,none,,54,31.0,20,0.5,0.2874032676751921,2.0
49,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.2982275668834255,2.0
33,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3113670793809991,2.0
29,beta,54,none,1.0,0.05,raw,none,,54,29.0,50,0.5,0.3060726567040406,2.0
37,beta,54,none,1.0,0.05,raw,none,,54,30.0,50,0.5,0.29994448158022485,2.0
